2.61743e-006	0	0	0	0	0	0	0	0	0	600
9.32107e-007	0	0	0	0	0	0	0	0	0	600
0.00346817	0	0	0	1	0	0	0	0	0	598
0.0129978	0	0	0	0	0	0	0	0	2	596
7.47347e-007	0	0	0	0	0	0	0	0	0	600
5.9122e-007	0	0	0	0	0	0	0	0	0	600
7.00145e-007	0	0	0	0	0	0	0	0	0	600
5.96542e-007	0	0	0	0	0	0	0	0	0	600
6.99435e-007	0	0	0	0	0	0	0	0	0	600
6.61264e-007	0	0	0	0	0	0	0	0	0	600
7.40149e-007	0	0	0	0	0	0	0	0	0	600
8.26238e-007	0	0	0	0	0	0	0	0	0	600
0.00194945	0	0	0	1	0	0	1	0	0	598
0.0132745	0	0	0	0	0	0	0	1	1	596
6.99868e-007	0	0	0	0	0	0	0	0	0	600
7.31345e-007	0	0	0	0	0	0	0	0	0	600
7.86631e-007	0	0	0	0	0	0	0	0	0	600
5.75981e-007	0	0	0	0	0	0	0	0	0	600
6.46556e-007	0	0	0	0	0	0	0	0	0	600
6.08294e-007	0	0	0	0	0	0	0	0	0	600
5.82357e-007	0	0	0	0	0	0	0	0	0	600
6.24649e-007	0	0	0	0	0	0	0	0	0	600
5.60845e-007	0	0	0	0	0	0	0	0	0	600
0.00406734	0	1	0	0	0	0	0	0	0	598
0.0125815	0	0	0	0	0	0	0	0	2	596
7.34902e-007	0	0	0	0	0	0	0	0	0	600
5.52914e-007	0	0	0	0	0	0	0	0	0	600
7.3415e-007	0	0	0	0	0	0	0	0	0	600
5.9678e-007	0	0	0	0	0	0	0	0	0	600
7.17536e-007	0	0	0	0	0	0	0	0	0	600
7.17407e-007	0	0	0	0	0	0	0	0	0	600
6.81359e-007	0	0	0	0	0	0	0	0	0	600
1.05534e-006	0	0	0	0	0	0	0	0	0	600
0.00195813	0	0	0	1	0	0	1	0	0	598
0.0131814	0	0	0	0	0	0	0	1	1	596
9.12196e-007	0	0	0	0	0	0	0	0	0	600
6.94004e-007	0	0	0	0	0	0	0	0	0	600
7.8387e-007	0	0	0	0	0	0	0	0	0	600
7.17035e-007	0	0	0	0	0	0	0	0	0	600
8.06597e-007	0	0	0	0	0	0	0	0	0	600
6.67828e-007	0	0	0	0	0	0	0	0	0	600
6.58214e-007	0	0	0	0	0	0	0	0	0	600
