scan 1305/12/202208:57:21		
temp(degC)	power	time(seconds)
5,154214859	402,1185303	8,167337418
5,25646162	349,0534973	14,28969955
5,357507706	281,8726501	20,40980911
5,458415508	232,2147522	26,52900696
5,559041977	191,5722198	32,64165115
5,659894943	155,4965668	38,76443481
5,760801792	123,5446548	44,89385223
5,861557961	96,01290131	51,01217651
5,962182045	72,9759903	57,12123489
6,06299305	54,13516998	63,23997498
6,163836002	39,08697128	69,360466
6,264771461	27,26820183	75,48536682
6,365636349	18,12426567	81,6027832
6,466648102	11,09196949	87,72412109
6,567675114	5,814911842	93,8482666
6,668682098	1,943294644	99,96646118
6,769785404	-0,896765709	106,089119
6,870961189	-2,950707436	112,2131195
6,972201824	-4,339299679	118,3393631
7,073363304	-5,323509216	124,4584808
7,17455101	-5,944079876	130,575943
7,27583313	-6,283320904	136,6992645
7,377156258	-6,437751293	142,8237762
7,478609562	-6,45309782	148,9520569
7,579978943	-6,368689537	155,0745544
7,681348801	-6,253249645	161,1961975
7,782809734	-6,074233055	167,3190002
7,884245396	-5,876595974	173,4438934
7,985714912	-5,650337219	179,5655518
8,087187767	-5,385743141	185,6860199
8,188708305	-5,131341934	191,8096161
8,290176392	-4,877338886	197,9284668
8,391651154	-4,665013313	204,0454559
8,493123055	-4,484017849	210,1637878
8,594623566	-4,28570652	216,2787018
8,696136475	-4,102686405	222,3959351
8,797773361	-3,950389147	228,517868
8,899312973	-3,802606106	234,6357727
9,000929832	-3,660640478	240,7544708
9,102575302	-3,523970366	246,8764801
9,204189301	-3,408504009	252,9918671
9,305797577	-3,277381182	259,111908
9,407444954	-3,171334982	265,2295227
9,509151459	-3,070452929	271,3514709
9,610949516	-2,988192797	277,4782715
9,712752342	-2,907209635	283,605835
9,814500809	-2,828586817	289,7274475
9,916209221	-2,771667719	295,8445435
10,01785564	-2,718450308	301,957489
10,11954594	-2,678714275	308,0766296
10,22138691	-2,649123669	314,202301
10,32325268	-2,622640371	320,3245239
10,4249773	-2,587213039	326,441864
10,52669811	-2,529475689	332,5566101
10,62850952	-2,469768763	338,6784363
10,73029518	-2,41155839	344,7976685
10,83207703	-2,347542286	350,9173889
10,93397427	-2,287142992	357,0413208
11,03580379	-2,214329243	363,1629639
11,13763428	-2,151201963	369,2809753
11,23957157	-2,080022812	375,406189
11,34139061	-1,999338269	381,5281677
11,44324207	-1,932632565	387,6483459
11,54514217	-1,867762208	393,7677002
11,64706993	-1,80427897	399,8926697
11,74895668	-1,738313079	406,0156555
11,85071564	-1,67775166	412,1285095
11,95265579	-1,620303273	418,2497864
12,05449295	-1,552519083	424,3685303
12,15642071	-1,49034667	430,4911804
12,25833607	-1,442317367	436,6126404
12,36017799	-1,409759521	442,7294312
12,46216583	-1,36764133	448,8557434
12,56416607	-1,323876858	454,9810181
12,6660223	-1,278483748	461,0957031
