l4at56um-in-pool1pts-25deg-250rpm20/11/202215:03:19	
Time (seconds)	Raw Heat Rate (uJ / s)
19369	-91,96691611
19370	-91,96526445
19371	-91,96343035
19372	-91,96138618
19373	-91,95918316
19374	-91,9568435
19375	-91,95445575
19376	-91,95215425
19377	-91,9500405
19378	-91,94820455
19379	-91,94661913
19380	-91,94523093
19381	-91,94410345
19382	-91,94326695
19383	-91,94267252
19384	-91,94227058
19385	-91,94211368
19386	-91,94231775
19387	-91,9429098
19388	-91,94385111
19389	-91,94518485
19390	-91,94690418
19391	-91,94893639
19392	-91,9512246
19393	-91,95367181
19394	-91,95625744
19395	-91,95898699
19396	-91,96177417
19397	-91,96455729
19398	-91,96734755
19399	-91,97012571
19400	-91,97288119
19401	-91,97562178
19402	-91,97834104
19403	-91,98098733
19404	-91,98344199
19405	-91,98560695
19406	-91,98745838
19407	-91,98900413
19408	-91,99031725
19409	-91,99143702
19410	-91,99234932
19411	-91,99305101
19412	-91,99356959
19413	-91,99394446
19414	-91,99421782
19415	-91,99432999
19416	-91,99423889
19417	-91,99395687
19418	-91,99354011
19419	-91,99301398
19420	-91,99242204
19421	-91,99183977
19422	-91,99133412
19423	-91,9908798
19424	-91,9904513
19425	-91,9900644
19426	-91,9897286
19427	-91,98945714
19428	-91,98925033
19429	-91,98911689
19430	-91,98910538
19431	-91,98920413
19432	-91,98936143
19433	-91,98955129
19434	-91,98977933
19435	-91,99008616
19436	-91,99046576
19437	-91,99079229
19438	-91,99098844
19439	-91,99106825
19440	-91,99096086
19441	-91,99061122
19442	-91,98997624
19443	-91,98903986
19444	-91,98787014
19445	-91,98647975
19446	-91,98483139
19447	-91,98289626
19448	-91,98066454
19449	-91,97817756
19450	-91,97552229
19451	-91,97270887
19452	-91,96975263
19453	-91,9666888
19454	-91,96350386
19455	-91,96029187
19456	-91,95714977
19457	-91,95412501
19458	-91,95123892
19459	-91,94842735
19460	-91,94563493
19461	-91,94293091
19462	-91,94037681
19463	-91,93800221
19464	-91,93580427
19465	-91,93366056
19466	-91,93156865
19467	-91,92958809
19468	-91,92773614
19469	-91,92602853
19470	-91,92442599
19471	-91,92286724
19472	-91,9213261
19473	-91,9198262
19474	-91,91842051
19475	-91,91717022
19476	-91,91596262
19477	-91,91478127
19478	-91,91369535
19479	-91,91279523
19480	-91,91217374
19481	-91,9117969
19482	-91,91164233
19483	-91,91167836
19484	-91,91183422
19485	-91,91215552
19486	-91,91273598
19487	-91,91362425
19488	-91,91484103
19489	-91,91633693
19490	-91,91807106
19491	-91,92010716
19492	-91,9223338
19493	-91,92464837
19494	-91,92700177
19495	-91,92933296
19496	-91,93160434
19497	-91,93380008
19498	-91,93595186
19499	-91,93812926
19500	-91,94024976
19501	-91,94220371
19502	-91,9439737
19503	-91,94556005
19504	-91,9470168
19505	-91,94829215
19506	-91,9493027
19507	-91,95014821
19508	-91,95088914
19509	-91,95158426
19510	-91,95234008
19511	-91,9532573
19512	-91,95435969
19513	-91,9555695
19514	-91,95685508
19515	-91,95826321
19516	-91,95983764
19517	-91,96163394
19518	-91,96364744
19519	-91,96577102
19520	-91,96798624
19521	-91,97038946
19522	-91,97298631
19523	-91,97564485
19524	-91,97816363
19525	-91,98041935
19526	-91,98241453
19527	-91,98417494
19528	-91,98582408
19529	-91,98743226
19530	-91,98900218
19531	-91,99048751
19532	-91,99176913
19533	-91,99280615
19534	-91,99364343
19535	-91,99438308
19536	-91,99504393
19537	-91,99566426
19538	-91,99630092
19539	-91,99701953
19540	-91,99783445
19541	-91,99870568
19542	-91,99958676
19543	-92,00036833
19544	-92,00092137
19545	-92,00116716
19546	-92,00119433
19547	-92,00108868
19548	-92,00084668
19549	-92,00045481
19550	-91,99989375
19551	-91,99921679
19552	-91,99843443
19553	-91,99756403
19554	-91,99661581
19555	-91,99562119
19556	-91,99453408
19557	-91,99337852
19558	-91,99226684
19559	-91,99129843
19560	-91,99056084
19561	-91,99000975
19562	-91,98960574
19563	-91,98937003
19564	-91,9893568
19565	-91,98956754
19566	-91,98991065
19567	-91,99025941
19568	-91,99053769
19569	-91,99074896
19570	-91,99092228
19571	-91,99115786
19572	-91,99148181
19573	-91,99181572
19574	-91,99209237
19575	-91,99232095
19576	-91,99257838
19577	-91,99286546
19578	-91,99315952
19579	-91,99346023
19580	-91,9937536
19581	-91,99405214
19582	-91,99443784
19583	-91,99492554
19584	-91,99548931
19585	-91,99603638
19586	-91,99645912
19587	-91,99671707
19588	-91,99684423
19589	-91,99688212
19590	-91,99685706
19591	-91,99673339
19592	-91,99651229
19593	-91,99622521
19594	-91,99586538
19595	-91,99541879
19596	-91,9948519
19597	-91,9941664
19598	-91,99344289
19599	-91,99271536
19600	-91,99194838
19601	-91,99117788
19602	-91,99046995
19603	-91,98988099
19604	-91,98948407
19605	-91,98923572
19606	-91,98910051
19607	-91,9890749
19608	-91,98912328
19609	-91,98921528
19610	-91,9893564
19611	-91,98954463
19612	-91,98976135
19613	-91,99003325
19614	-91,990479
19615	-91,99123069
19616	-91,99226113
19617	-91,99349721
19618	-91,99492689
19619	-91,99652158
19620	-91,9983202
19621	-92,00032391
19622	-92,00253587
19623	-92,00491701
19624	-92,00741916
19625	-92,01007301
19626	-92,01293409
19627	-92,01597868
19628	-92,01916827
19629	-92,02241175
19630	-92,02561229
19631	-92,02875214
19632	-92,03187922
19633	-92,03498955
19634	-92,03802153
19635	-92,04091732
19636	-92,04365681
19637	-92,04625145
19638	-92,04871605
19639	-92,05102034
19640	-92,0530606
19641	-92,0547453
19642	-92,05607723
19643	-92,05709607
19644	-92,05780972
19645	-92,05826201
19646	-92,05851013
19647	-92,05852712
19648	-92,05823851
19649	-92,05758874
19650	-92,05657039
19651	-92,05529212
19652	-92,05381832
19653	-92,05223398
19654	-92,05065137
19655	-92,04916507
19656	-92,0477819
19657	-92,04646155
19658	-92,04512325
19659	-92,04373625
19660	-92,04231958
19661	-92,04084957
19662	-92,03931039
19663	-92,03774278
19664	-92,03624606
19665	-92,03488701
19666	-92,03361643
19667	-92,03236916
19668	-92,0310731
19669	-92,02969298
19670	-92,02823392
19671	-92,02675419
19672	-92,02532388
19673	-92,02402981
19674	-92,02290932
19675	-92,02191871
19676	-92,02106933
19677	-92,0203338
19678	-92,01968609
19679	-92,01913218
19680	-92,0186658
19681	-92,01827571
19682	-92,01794328
19683	-92,01764265
19684	-92,01737412
19685	-92,01710998
19686	-92,01680459
19687	-92,01646005
19688	-92,01603783
19689	-92,01551801
19690	-92,01495416
19691	-92,01441105
19692	-92,01400415
19693	-92,01376419
19694	-92,01358515
19695	-92,01342697
19696	-92,01327599
19697	-92,01305715
19698	-92,01273313
19699	-92,01226429
19700	-92,0116939
19701	-92,01109082
19702	-92,01042162
19703	-92,00967357
19704	-92,00887822
19705	-92,00797464
19706	-92,00689727
19707	-92,0056244
19708	-92,00419056
19709	-92,00269838
19710	-92,00111484
19711	-91,99938415
19712	-91,99755232
19713	-91,99568571
19714	-91,99382419
19715	-91,9919667
19716	-91,99011449
19717	-91,98836557
19718	-91,98679707
19719	-91,98542334
19720	-91,9842929
19721	-91,98337699
19722	-91,98257498
19723	-91,98178564
19724	-91,98089771
19725	-91,97988741
19726	-91,97878104
19727	-91,97760373
19728	-91,97642719
19729	-91,97528885
19730	-91,97416588
19731	-91,97317468
19732	-91,97226352
19733	-91,97124236
19734	-91,97001977
19735	-91,96856856
19736	-91,96692888
19737	-91,96515483
19738	-91,96325914
19739	-91,96127485
19740	-91,95921906
19741	-91,95709821
19742	-91,95490676
19743	-91,95257854
19744	-91,95009813
19745	-91,94748316
19746	-91,94462208
19747	-91,94151761
19748	-91,93826496
19749	-91,93489699
19750	-91,9314462
19751	-91,92787236
19752	-91,92414817
19753	-91,92038547
19754	-91,91675511
19755	-91,91333452
19756	-91,91011836
19757	-91,90708557
19758	-91,90430344
19759	-91,90173571
19760	-91,89925995
19761	-91,89680824
19762	-91,89437649
19763	-91,89197474
19764	-91,88965593
19765	-91,88747177
19766	-91,88549635
19767	-91,88376775
19768	-91,88226364
19769	-91,88089074
19770	-91,87966567
19771	-91,87864619
19772	-91,87790138
19773	-91,87732916
19774	-91,87687276
19775	-91,8765612
19776	-91,87637413
19777	-91,87631088
19778	-91,87650239
19779	-91,87705731
19780	-91,87792996
19781	-91,87905934
19782	-91,8803798
19783	-91,88182356
19784	-91,88333757
19785	-91,88486393
19786	-91,88646272
19787	-91,88814717
19788	-91,88986977
19789	-91,89162784
19790	-91,89348984
19791	-91,89554573
19792	-91,89784557
19793	-91,90032747
19794	-91,90287054
19795	-91,90540851
19796	-91,9078961
19797	-91,91038959
19798	-91,91292137
19799	-91,91547625
19800	-91,91803164
19801	-91,92048217
19802	-91,92274796
19803	-91,92487813
19804	-91,92690332
19805	-91,92884908
19806	-91,93077323
19807	-91,9326476
19808	-91,93444798
19809	-91,9360901
19810	-91,93742819
19811	-91,93827121
19812	-91,93842471
19813	-91,93775093
19814	-91,93612494
19815	-91,9337427
19816	-91,93101476
19817	-91,92838461
19818	-91,92623177
19819	-91,92500576
19820	-91,9249049
19821	-91,92580927
19822	-91,92784692
19823	-91,93106616
19824	-91,93544912
19825	-91,94126348
19826	-91,94866344
19827	-91,95762595
19828	-91,96826335
19829	-91,98057703
19830	-91,99421809
19831	-92,00882462
19832	-92,02396213
19833	-92,03917932
19834	-92,05398131
19835	-92,06816861
19836	-92,08177946
19837	-92,09462272
19838	-92,10668543
19839	-92,11800469
19840	-92,12838625
19841	-92,13788961
19842	-92,14667457
19843	-92,15472116
19844	-92,16211022
19845	-92,16892106
19846	-92,17506382
19847	-92,18056317
19848	-92,18542829
19849	-92,18967504
19850	-92,1932799
19851	-92,19621482
19852	-92,19843599
19853	-92,19986209
19854	-92,20056817
19855	-92,20069949
19856	-92,20026909
19857	-92,19930959
19858	-92,19793812
19859	-92,19627194
19860	-92,19435858
19861	-92,1922373
19862	-92,18992618
19863	-92,18750478
19864	-92,18499111
19865	-92,18238101
19866	-92,17969779
19867	-92,17699127
19868	-92,17424897
19869	-92,17140654
19870	-92,16849716
19871	-92,16561797
19872	-92,16279012
19873	-92,15992902
19874	-92,15701397
19875	-92,15415715
19876	-92,15135807
19877	-92,14856159
19878	-92,14575879
19879	-92,1429709
19880	-92,14020418
19881	-92,13747187
19882	-92,13480611
19883	-92,13227456
19884	-92,1299273
19885	-92,12771798
19886	-92,12562205
19887	-92,12365405
19888	-92,1217899
19889	-92,1199759
19890	-92,11817364
19891	-92,11640794
19892	-92,11470922
19893	-92,11309445
19894	-92,11158295
19895	-92,11015286
19896	-92,10867864
19897	-92,10712324
19898	-92,10552279
19899	-92,10385809
19900	-92,10202017
19901	-92,09997531
19902	-92,09776623
19903	-92,0954387
19904	-92,09300332
19905	-92,09034534
19906	-92,08736858
19907	-92,08409323
19908	-92,080573
19909	-92,07684829
19910	-92,07296122
19911	-92,06906593
19912	-92,06522641
19913	-92,06141613
19914	-92,0576927
19915	-92,05416977
19916	-92,05079544
19917	-92,04743038
19918	-92,04399767
19919	-92,04053952
19920	-92,03717311
19921	-92,03397257
19922	-92,0309428
19923	-92,02801716
19924	-92,02517665
19925	-92,02248309
19926	-92,01993431
19927	-92,01752177
19928	-92,01522973
19929	-92,01298172
19930	-92,01066856
19931	-92,00830818
19932	-92,00600931
19933	-92,00387641
19934	-92,00188186
19935	-91,99996414
19936	-91,99815305
19937	-91,99647023
19938	-91,99498706
19939	-91,99372458
19940	-91,99256063
19941	-91,99139351
19942	-91,99014492
19943	-91,98869842
19944	-91,98708556
19945	-91,98543868
19946	-91,98382588
19947	-91,98223658
19948	-91,98062292
19949	-91,97900934
19950	-91,97743658
19951	-91,97584065
19952	-91,97417125
19953	-91,97243452
19954	-91,97065885
19955	-91,9689581
19956	-91,96747766
19957	-91,96630137
19958	-91,96546558
19959	-91,96480344
19960	-91,96414061
19961	-91,96339228
19962	-91,96249649
19963	-91,96146409
19964	-91,96025584
19965	-91,95888789
19966	-91,95751904
19967	-91,9562451
19968	-91,95505701
19969	-91,9539698
19970	-91,95296139
19971	-91,95195098
19972	-91,9508788
19973	-91,94978798
19974	-91,94884778
19975	-91,94818021
19976	-91,94781531
19977	-91,94785944
19978	-91,94838142
19979	-91,94948048
19980	-91,95115886
19981	-91,95334872
19982	-91,95607065
19983	-91,95927634
19984	-91,96280233
19985	-91,96653984
19986	-91,97049034
19987	-91,97464459
19988	-91,97904533
19989	-91,98373491
19990	-91,98871345
19991	-91,99400325
19992	-91,99954937
19993	-92,00518251
19994	-92,01074528
19995	-92,01624325
19996	-92,0216095
19997	-92,02669636
19998	-92,03150365
19999	-92,03613102
20000	-92,04062378
20001	-92,04493385
20002	-92,04903845
20003	-92,05286906
20004	-92,05637447
20005	-92,0595438
20006	-92,06237961
20007	-92,06488785
20008	-92,06714273
20009	-92,06918996
20010	-92,07095434
20011	-92,07239254
20012	-92,07345488
20013	-92,07414382
20014	-92,07451112
20015	-92,07455406
20016	-92,07436341
20017	-92,07402041
20018	-92,07362975
20019	-92,0732446
20020	-92,07281529
20021	-92,07226993
20022	-92,07156737
20023	-92,07067973
20024	-92,06967192
20025	-92,06864113
20026	-92,06767669
20027	-92,06687676
20028	-92,06625584
20029	-92,06576339
20030	-92,0654402
20031	-92,06518932
20032	-92,06496108
20033	-92,06469192
20034	-92,06431406
20035	-92,06391787
20036	-92,06360216
20037	-92,06341619
20038	-92,06340266
20039	-92,0634632
20040	-92,06348878
20041	-92,06342019
20042	-92,06321161
20043	-92,06284429
20044	-92,06236528
20045	-92,06181349
20046	-92,06129428
20047	-92,06081828
20048	-92,0603572
20049	-92,06000159
20050	-92,05974898
20051	-92,05948042
20052	-92,05912857
20053	-92,05867384
20054	-92,05816014
20055	-92,05761206
20056	-92,05701312
20057	-92,05640899
20058	-92,05580908
20059	-92,05514978
20060	-92,05437496
20061	-92,05350086
20062	-92,05258933
20063	-92,05170835
20064	-92,05080332
20065	-92,04986855
20066	-92,04895226
20067	-92,04801096
20068	-92,04693179
20069	-92,04565074
20070	-92,04416489
20071	-92,04252262
20072	-92,04074343
20073	-92,03882742
20074	-92,03682432
20075	-92,03484654
20076	-92,03285354
20077	-92,030792
20078	-92,02864096
20079	-92,02642941
20080	-92,02415747
20081	-92,02183785
20082	-92,01959077
20083	-92,01756064
20084	-92,01585063
20085	-92,0145416
20086	-92,01367907
20087	-92,01331949
20088	-92,01347743
20089	-92,01404771
20090	-92,01490106
20091	-92,01598958
20092	-92,01720756
20093	-92,0184571
20094	-92,01964716
20095	-92,02077723
20096	-92,02193999
20097	-92,02314959
20098	-92,02443554
20099	-92,0257924
20100	-92,02715326
20101	-92,02846926
20102	-92,02972493
20103	-92,0309165
20104	-92,03206498
20105	-92,03314766
20106	-92,03417108
20107	-92,03526363
20108	-92,03643207
20109	-92,03767455
20110	-92,03900622
20111	-92,04035042
20112	-92,04164628
20113	-92,04287966
20114	-92,04405906
20115	-92,0452496
20116	-92,04642511
20117	-92,0474706
20118	-92,04835156
20119	-92,04906279
20120	-92,04962926
20121	-92,05009778
20122	-92,0504344
20123	-92,05064006
20124	-92,05069351
20125	-92,05049635
20126	-92,05004789
20127	-92,04940693
20128	-92,04856408
20129	-92,04756151
20130	-92,04646771
20131	-92,045365
20132	-92,04433061
20133	-92,04342744
20134	-92,04263422
20135	-92,04184096
20136	-92,04099294
20137	-92,04006841
20138	-92,03907242
20139	-92,03806339
20140	-92,0371656
20141	-92,03649846
20142	-92,03606331
20143	-92,0357868
20144	-92,03552176
20145	-92,03509856
20146	-92,03447866
20147	-92,03360386
20148	-92,03245951
20149	-92,03116028
20150	-92,0297879
20151	-92,0283394
20152	-92,02685118
20153	-92,02534641
20154	-92,02387624
20155	-92,02242745
20156	-92,02085885
20157	-92,01905547
20158	-92,01706401
20159	-92,01495201
20160	-92,01277765
20161	-92,01054297
20162	-92,00831342
20163	-92,006136
20164	-92,0040252
20165	-92,00205163
20166	-92,00026106
20167	-91,99870123
20168	-91,99745218
20169	-91,99645815
20170	-91,99564299
20171	-91,99505822
20172	-91,99482916
20173	-91,99499016
20174	-91,99556665
20175	-91,99650621
20176	-91,99779261
20177	-91,99937329
20178	-92,00110466
20179	-92,00287097
20180	-92,00456115
20181	-92,00612806
20182	-92,00756302
20183	-92,0088218
20184	-92,00996293
20185	-92,01102689
20186	-92,01200316
20187	-92,01285145
20188	-92,01358372
20189	-92,01427275
20190	-92,01507489
20191	-92,0160512
20192	-92,01723276
20193	-92,0186963
20194	-92,02049878
20195	-92,02270232
20196	-92,02534105
20197	-92,02833709
20198	-92,03161695
20199	-92,03507844
20200	-92,03866608
20201	-92,04235472
20202	-92,04607132
20203	-92,04971185
20204	-92,05318042
20205	-92,05638932
20206	-92,05936762
20207	-92,06215197
20208	-92,0647365
20209	-92,06719972
20210	-92,06962463
20211	-92,07201217
20212	-92,07437662
20213	-92,07671718
20214	-92,07902062
20215	-92,08131502
20216	-92,08362806
20217	-92,08600997
20218	-92,08854952
20219	-92,09124896
20220	-92,0940195
20221	-92,09673356
20222	-92,09935807
20223	-92,10185047
20224	-92,10405962
20225	-92,10586245
20226	-92,10722484
20227	-92,10810487
20228	-92,108558
20229	-92,10869992
20230	-92,10853214
20231	-92,10805502
20232	-92,10731146
20233	-92,10623868
20234	-92,10485213
20235	-92,10323633
20236	-92,10140814
20237	-92,09940491
20238	-92,09733473
20239	-92,0953002
20240	-92,09338804
20241	-92,09162726
20242	-92,09009558
20243	-92,08884807
20244	-92,08782699
20245	-92,08705541
20246	-92,08645526
20247	-92,08590042
20248	-92,08542582
20249	-92,08507043
20250	-92,0848162
20251	-92,0846862
20252	-92,08459413
20253	-92,0844872
20254	-92,0844177
20255	-92,08445702
20256	-92,08466841
20257	-92,08504381
20258	-92,08556602
20259	-92,08622948
20260	-92,08705747
20261	-92,08810064
20262	-92,08936144
20263	-92,09083888
20264	-92,09251197
20265	-92,0943982
20266	-92,09645242
20267	-92,09862388
20268	-92,10082683
20269	-92,10290951
20270	-92,10476234
20271	-92,10636566
20272	-92,10770488
20273	-92,1087168
20274	-92,10937135
20275	-92,10964147
20276	-92,10955859
20277	-92,10912248
20278	-92,10824847
20279	-92,10684294
20280	-92,10486727
20281	-92,10228797
20282	-92,0991612
20283	-92,0955833
20284	-92,091622
20285	-92,08732683
20286	-92,0826202
20287	-92,07754393
20288	-92,07220373
20289	-92,06667545
20290	-92,06099125
20291	-92,05522758
20292	-92,04958305
20293	-92,04425557
20294	-92,03938881
20295	-92,03508578
20296	-92,03149752
20297	-92,02869382
20298	-92,02664244
20299	-92,02533087
20300	-92,02471347
20301	-92,02486658
20302	-92,02570067
20303	-92,02707138
20304	-92,02892065
20305	-92,03119053
20306	-92,03379012
20307	-92,03656601
20308	-92,03935213
20309	-92,04209143
20310	-92,04474707
20311	-92,04721751
20312	-92,04937963
20313	-92,05119418
20314	-92,05263014
20315	-92,05363918
20316	-92,05416434
20317	-92,05426409
20318	-92,05401649
20319	-92,05347607
20320	-92,05273916
20321	-92,05185485
20322	-92,05088478
20323	-92,04997302
20324	-92,04907088
20325	-92,04808763
20326	-92,04711516
20327	-92,04626295
20328	-92,04558188
20329	-92,04511406
20330	-92,04490267
20331	-92,04492904
20332	-92,04519082
20333	-92,04572748
20334	-92,04650809
20335	-92,04746333
20336	-92,04853204
20337	-92,04967081
20338	-92,05082956
20339	-92,05208843
20340	-92,05346018
20341	-92,05485617
20342	-92,05632401
20343	-92,05786716
20344	-92,05940153
20345	-92,06093985
20346	-92,06251784
20347	-92,06412441
20348	-92,06566758
20349	-92,06705587
20350	-92,06826804
20351	-92,06932466
20352	-92,07023588
20353	-92,07093002
20354	-92,07131672
20355	-92,07140854
20356	-92,07131871
20357	-92,07106642
20358	-92,07066212
20359	-92,07021633
20360	-92,0697466
20361	-92,06924804
20362	-92,06876074
20363	-92,06827385
20364	-92,06774329
20365	-92,06712971
20366	-92,06642363
20367	-92,06563404
20368	-92,0648011
20369	-92,06399152
20370	-92,06327706
20371	-92,06261269
20372	-92,06188574
20373	-92,06105383
20374	-92,06012658
20375	-92,05916488
20376	-92,05826758
20377	-92,05737955
20378	-92,05652744
20379	-92,05578843
20380	-92,05517467
20381	-92,05469335
20382	-92,05439028
20383	-92,05431157
20384	-92,05447163
20385	-92,05482329
20386	-92,05536584
20387	-92,05612467
20388	-92,05705507
20389	-92,05812631
20390	-92,05932791
20391	-92,06055117
20392	-92,06179827
20393	-92,06307107
20394	-92,06439789
20395	-92,06577807
20396	-92,06715195
20397	-92,06846499
20398	-92,06967463
20399	-92,07076582
20400	-92,071718
20401	-92,07248337
20402	-92,0730831
20403	-92,07363566
20404	-92,07416566
20405	-92,07456934
20406	-92,07483342
20407	-92,0750151
20408	-92,07520723
20409	-92,07547673
20410	-92,07576235
20411	-92,07600319
20412	-92,07616276
20413	-92,07631576
20414	-92,07662845
20415	-92,07729957
20416	-92,07847351
20417	-92,08019004
20418	-92,08236888
20419	-92,08505207
20420	-92,08829252
20421	-92,09205195
20422	-92,0962699
20423	-92,10090576
20424	-92,1058533
20425	-92,11111874
20426	-92,11678931
20427	-92,1229325
20428	-92,12942786
20429	-92,13601386
20430	-92,14249943
20431	-92,14874943
20432	-92,15467619
20433	-92,16029548
20434	-92,16554804
20435	-92,17039179
20436	-92,17484329
20437	-92,17897557
20438	-92,18274578
20439	-92,18620486
20440	-92,18941456
20441	-92,19231487
20442	-92,19486
20443	-92,19704758
20444	-92,19890099
20445	-92,20046983
20446	-92,2017349
20447	-92,20264116
20448	-92,20324033
20449	-92,20360446
20450	-92,2038087
20451	-92,20387709
20452	-92,20368541
20453	-92,20324068
20454	-92,20254361
20455	-92,20158032
20456	-92,20036828
20457	-92,19889233
20458	-92,19718552
20459	-92,19525969
20460	-92,19307934
20461	-92,19066479
20462	-92,18808666
20463	-92,18527643
20464	-92,18221053
20465	-92,17889374
20466	-92,17533773
20467	-92,17156504
20468	-92,16756781
20469	-92,16336492
20470	-92,15893549
20471	-92,15424262
20472	-92,14930725
20473	-92,14423304
20474	-92,13912973
20475	-92,13400244
20476	-92,12883757
20477	-92,12366242
20478	-92,11852928
20479	-92,11338827
20480	-92,10821039
20481	-92,10302772
20482	-92,097906
20483	-92,09292397
20484	-92,08815948
20485	-92,08372086
20486	-92,07969946
20487	-92,07608839
20488	-92,07275289
20489	-92,06959115
20490	-92,06664229
20491	-92,06393421
20492	-92,06141159
20493	-92,05897201
20494	-92,0565846
20495	-92,05431262
20496	-92,05223026
20497	-92,05037897
20498	-92,04872781
20499	-92,04723619
20500	-92,04588902
20501	-92,04473303
20502	-92,04381123
20503	-92,04314413
20504	-92,04270422
20505	-92,04238354
20506	-92,04212425
20507	-92,04195092
20508	-92,04195402
20509	-92,04216227
20510	-92,04253854
20511	-92,04299155
20512	-92,04344013
20513	-92,04381788
20514	-92,04405701
20515	-92,0441462
20516	-92,04398563
20517	-92,0435331
20518	-92,04277773
20519	-92,04175889
20520	-92,04054833
20521	-92,03922634
20522	-92,03792232
20523	-92,03671126
20524	-92,03562953
20525	-92,03467116
20526	-92,03379723
20527	-92,03294059
20528	-92,03210821
20529	-92,0313016
20530	-92,03050983
20531	-92,02982199
20532	-92,02928471
20533	-92,02895338
20534	-92,02892182
20535	-92,02921723
20536	-92,02980173
20537	-92,03055867
20538	-92,03142009
20539	-92,03227153
20540	-92,03294247
20541	-92,03343292
20542	-92,03391761
20543	-92,03444712
20544	-92,03508688
20545	-92,03588018
20546	-92,03683347
20547	-92,03795312
20548	-92,03922132
20549	-92,04055726
20550	-92,04190546
20551	-92,04317794
20552	-92,04427975
20553	-92,04516204
20554	-92,04587509
20555	-92,04656705
20556	-92,04735127
20557	-92,04821015
20558	-92,04913719
20559	-92,05011608
20560	-92,0510983
20561	-92,05203892
20562	-92,0529512
20563	-92,05383323
20564	-92,05468297
20565	-92,05549392
20566	-92,05627167
20567	-92,0570529
20568	-92,05784147
20569	-92,05866646
20570	-92,05954127
20571	-92,06040339
20572	-92,0611845
20573	-92,06186441
20574	-92,06245482
20575	-92,06301091
20576	-92,0635373
20577	-92,06399944
20578	-92,06438317
20579	-92,06465633
20580	-92,06480832
20581	-92,06487014
20582	-92,06487631
20583	-92,06482408
20584	-92,06469123
20585	-92,06450566
20586	-92,06436074
20587	-92,064389
20588	-92,06466284
20589	-92,06514355
20590	-92,0657226
20591	-92,06634899
20592	-92,06696321
20593	-92,06753373
20594	-92,06805693
20595	-92,06857176
20596	-92,06912101
20597	-92,06967802
20598	-92,07025592
20599	-92,07090377
20600	-92,07160466
20601	-92,07235767
20602	-92,07309278
20603	-92,07373144
20604	-92,07424261
20605	-92,07467218
20606	-92,0751197
20607	-92,07563292
20608	-92,07623219
20609	-92,07693085
20610	-92,07769524
20611	-92,07849208
20612	-92,07930404
20613	-92,08019214
20614	-92,08119442
20615	-92,08228194
20616	-92,0833156
20617	-92,08420718
20618	-92,08494438
20619	-92,08554722
20620	-92,08606158
20621	-92,08650186
20622	-92,08685978
20623	-92,08703316
20624	-92,08698233
20625	-92,08674171
20626	-92,08637923
20627	-92,08600084
20628	-92,08561592
20629	-92,08516058
20630	-92,08465324
20631	-92,08415286
20632	-92,08368338
20633	-92,08328688
20634	-92,08294054
20635	-92,0825688
20636	-92,08205994
20637	-92,08135916
20638	-92,08057271
20639	-92,07975162
20640	-92,07889847
20641	-92,07800461
20642	-92,07701772
20643	-92,07588227
20644	-92,07464153
20645	-92,07328385
20646	-92,0717794
20647	-92,07018384
20648	-92,06856542
20649	-92,06698009
20650	-92,06542099
20651	-92,06393898
20652	-92,06260099
20653	-92,06144375
20654	-92,06050148
20655	-92,059733
20656	-92,05910398
20657	-92,0586318
20658	-92,05835596
20659	-92,0582296
20660	-92,05819435
20661	-92,0581948
20662	-92,0582212
20663	-92,05828288
20664	-92,05836897
20665	-92,05853338
20666	-92,05877017
20667	-92,05903902
20668	-92,05926581
20669	-92,05941569
20670	-92,05951052
20671	-92,05954177
20672	-92,05953777
20673	-92,05943117
20674	-92,05919741
20675	-92,05887544
20676	-92,05855892
20677	-92,05825674
20678	-92,0579068
20679	-92,05750368
20680	-92,05706103
20681	-92,05660382
20682	-92,05610506
20683	-92,05553773
20684	-92,0548961
20685	-92,0542086
20686	-92,05351597
20687	-92,05280174
20688	-92,05210033
20689	-92,05143979
20690	-92,05084087
20691	-92,05029574
20692	-92,0498053
20693	-92,04929964
20694	-92,04877406
20695	-92,04820163
20696	-92,04749608
20697	-92,04670408
20698	-92,04591202
20699	-92,04519536
20700	-92,04456756
20701	-92,04399325
20702	-92,043439
20703	-92,04286111
20704	-92,04223705
20705	-92,04154748
20706	-92,04082332
20707	-92,04013732
20708	-92,03960836
20709	-92,0392089
20710	-92,03886555
20711	-92,03854099
20712	-92,03819074
20713	-92,03780739
20714	-92,03735894
20715	-92,03685598
20716	-92,03642021
20717	-92,03609022
20718	-92,03582865
20719	-92,03559689
20720	-92,03530109
20721	-92,03484219
20722	-92,03414456
20723	-92,03312168
20724	-92,03180266
20725	-92,03030607
20726	-92,02875989
20727	-92,02724215
20728	-92,02580001
20729	-92,02443859
20730	-92,02314016
20731	-92,02180817
20732	-92,02041092
20733	-92,01906173
20734	-92,017871
20735	-92,01694078
20736	-92,01630009
20737	-92,01586412
20738	-92,01562792
20739	-92,01558797
20740	-92,01568659
20741	-92,01589741
20742	-92,01620962
20743	-92,01659012
20744	-92,0170049
20745	-92,01745024
20746	-92,01793101
20747	-92,01845196
20748	-92,01896345
20749	-92,01935151
20750	-92,01957276
20751	-92,01965477
20752	-92,01971513
20753	-92,01981699
20754	-92,01994649
20755	-92,02013964
20756	-92,02041324
20757	-92,02072684
20758	-92,02102617
20759	-92,02126452
20760	-92,02138333
20761	-92,02141318
20762	-92,02135608
20763	-92,02124591
