l4at56um-in-pool1pts-25deg-250rpm20/11/202215:03:19	
Time (seconds)	Raw Heat Rate (uJ / s)
4886	-92,0345951
4887	-92,03611801
4888	-92,03770352
4889	-92,03926919
4890	-92,0408205
4891	-92,04237107
4892	-92,04387858
4893	-92,04538069
4894	-92,04685646
4895	-92,04816808
4896	-92,04916105
4897	-92,04980591
4898	-92,05007855
4899	-92,04997039
4900	-92,04954283
4901	-92,0488854
4902	-92,04801271
4903	-92,04697704
4904	-92,04585644
4905	-92,04467142
4906	-92,04342036
4907	-92,04213209
4908	-92,04079831
4909	-92,03942831
4910	-92,03808379
4911	-92,03690351
4912	-92,03591607
4913	-92,03506609
4914	-92,03432468
4915	-92,03365838
4916	-92,03301018
4917	-92,03241164
4918	-92,03185706
4919	-92,03130094
4920	-92,03075258
4921	-92,03022054
4922	-92,02962649
4923	-92,02893422
4924	-92,02815915
4925	-92,02734773
4926	-92,02651732
4927	-92,0257006
4928	-92,02487233
4929	-92,02401299
4930	-92,02315714
4931	-92,02224802
4932	-92,02124766
4933	-92,02019344
4934	-92,0192358
4935	-92,01843548
4936	-92,01781496
4937	-92,01738176
4938	-92,01709535
4939	-92,01694058
4940	-92,01685982
4941	-92,01672907
4942	-92,01647827
4943	-92,01616962
4944	-92,01580667
4945	-92,01535223
4946	-92,01493582
4947	-92,01458804
4948	-92,01420842
4949	-92,01365664
4950	-92,01293807
4951	-92,01205037
4952	-92,01103413
4953	-92,00999618
4954	-92,00898564
4955	-92,00801899
4956	-92,00711301
4957	-92,0063303
4958	-92,00564212
4959	-92,00503355
4960	-92,00455503
4961	-92,00417881
4962	-92,00393283
4963	-92,00384609
4964	-92,00391615
4965	-92,00411114
4966	-92,0044655
4967	-92,0049479
4968	-92,00541095
4969	-92,00573821
4970	-92,00591208
4971	-92,00599884
4972	-92,00604725
4973	-92,00614993
4974	-92,00632706
4975	-92,00653522
4976	-92,0066835
4977	-92,00663362
4978	-92,00634402
4979	-92,00588014
4980	-92,00529242
4981	-92,00457827
4982	-92,00377853
4983	-92,0030027
4984	-92,0023862
4985	-92,00196202
4986	-92,00170523
4987	-92,00155435
4988	-92,00142561
4989	-92,00133959
4990	-92,00126384
4991	-92,00118151
4992	-92,00110018
4993	-92,00101645
4994	-92,00092568
4995	-92,00085912
4996	-92,00088561
4997	-92,00103221
4998	-92,00124667
4999	-92,00145682
5000	-92,00160531
5001	-92,00166615
5002	-92,00167634
5003	-92,00163975
5004	-92,00144724
5005	-92,00108966
5006	-92,00066785
5007	-92,00028588
5008	-92,00003574
5009	-91,99993981
5010	-91,99993539
5011	-91,99992785
5012	-91,99991991
5013	-91,99995829
5014	-92,00006857
5015	-92,00034447
5016	-92,00080067
5017	-92,001333
5018	-92,0019341
5019	-92,00267705
5020	-92,00358204
5021	-92,00460335
5022	-92,00572828
5023	-92,00692813
5024	-92,00817056
5025	-92,0094724
5026	-92,01082253
5027	-92,01211801
5028	-92,01329105
5029	-92,01432428
5030	-92,01515423
5031	-92,01576722
5032	-92,01626354
5033	-92,0166975
5034	-92,01709418
5035	-92,01750078
5036	-92,01790425
5037	-92,01829075
5038	-92,01870243
5039	-92,0190878
5040	-92,01936714
5041	-92,01958348
5042	-92,01979901
5043	-92,02003026
5044	-92,02020521
5045	-92,02028744
5046	-92,02029439
5047	-92,02020789
5048	-92,02004762
5049	-92,01988225
5050	-92,01969736
5051	-92,01952037
5052	-92,01929112
5053	-92,01887073
5054	-92,0182602
5055	-92,0175155
5056	-92,01663174
5057	-92,01567287
5058	-92,01482064
5059	-92,01419844
5060	-92,01382288
5061	-92,01368476
5062	-92,01371297
5063	-92,01380339
5064	-92,01390361
5065	-92,01404053
5066	-92,01417265
5067	-92,01433146
5068	-92,01460233
5069	-92,01500446
5070	-92,01557767
5071	-92,01639778
5072	-92,01744336
5073	-92,01850565
5074	-92,01944325
5075	-92,02023426
5076	-92,02091005
5077	-92,02157912
5078	-92,02233574
5079	-92,02313694
5080	-92,0239585
5081	-92,02487128
5082	-92,02589348
5083	-92,02702433
5084	-92,02830456
5085	-92,02968785
5086	-92,03105275
5087	-92,03236214
5088	-92,03369245
5089	-92,03511024
5090	-92,03663929
5091	-92,03826914
5092	-92,03987482
5093	-92,0413121
5094	-92,04259535
5095	-92,04374525
5096	-92,04467547
5097	-92,04539352
5098	-92,04594185
5099	-92,04629624
5100	-92,04653435
5101	-92,04672586
5102	-92,04681897
5103	-92,04676262
5104	-92,04663174
5105	-92,04647902
5106	-92,04627497
5107	-92,04610755
5108	-92,04605804
5109	-92,04602588
5110	-92,0458739
5111	-92,0456513
5112	-92,04539843
5113	-92,04512565
5114	-92,0448738
5115	-92,04455995
5116	-92,04417583
5117	-92,04383402
5118	-92,04356285
5119	-92,04328199
5120	-92,04293693
5121	-92,04252694
5122	-92,04201765
5123	-92,04146311
5124	-92,04104087
5125	-92,04082844
5126	-92,04077978
5127	-92,04085913
5128	-92,04098505
5129	-92,04105271
5130	-92,04108939
5131	-92,0411395
5132	-92,04114874
5133	-92,04113417
5134	-92,04113991
5135	-92,04113197
5136	-92,04110721
5137	-92,04113784
5138	-92,04119518
5139	-92,04115917
5140	-92,04106275
5141	-92,04100796
5142	-92,04100503
5143	-92,041008
5144	-92,04101993
5145	-92,04095845
5146	-92,04070889
5147	-92,04031445
5148	-92,03985093
5149	-92,0394276
5150	-92,03920162
5151	-92,03926686
5152	-92,03951085
5153	-92,03986773
5154	-92,04034769
5155	-92,0408883
5156	-92,04143551
5157	-92,04197837
5158	-92,04257636
5159	-92,04329234
5160	-92,04421632
5161	-92,04544638
5162	-92,04700133
5163	-92,04881638
5164	-92,05075426
5165	-92,05269962
5166	-92,05455649
5167	-92,05640503
5168	-92,05832604
5169	-92,06034373
5170	-92,06252249
5171	-92,0648386
5172	-92,06727818
5173	-92,06988948
5174	-92,07261769
5175	-92,07541599
5176	-92,07827208
5177	-92,08117471
5178	-92,08414619
5179	-92,08718985
5180	-92,0903176
5181	-92,09350183
5182	-92,09670348
5183	-92,09990248
5184	-92,10310809
5185	-92,10628236
5186	-92,10940472
5187	-92,11244955
5188	-92,11540219
5189	-92,1183269
5190	-92,12121554
5191	-92,12401313
5192	-92,12666231
5193	-92,12906912
5194	-92,13120583
5195	-92,13308657
5196	-92,13483763
5197	-92,13655249
5198	-92,13830218
5199	-92,14012663
5200	-92,14200102
5201	-92,14393027
5202	-92,14591737
5203	-92,14787929
5204	-92,14976586
5205	-92,15156856
5206	-92,1532832
5207	-92,15493504
5208	-92,15654935
5209	-92,15816283
5210	-92,15975598
5211	-92,16124011
5212	-92,16257732
5213	-92,16376458
5214	-92,16474454
5215	-92,1655191
5216	-92,16610516
5217	-92,16647512
5218	-92,16668479
5219	-92,16676622
5220	-92,16672472
5221	-92,1665673
5222	-92,16630267
5223	-92,16599367
5224	-92,16562777
5225	-92,16525676
5226	-92,1649631
5227	-92,1647514
5228	-92,16453033
5229	-92,16426511
5230	-92,1638443
5231	-92,16318334
5232	-92,16236057
5233	-92,16139192
5234	-92,16028945
5235	-92,15920093
5236	-92,15819043
5237	-92,15715765
5238	-92,15603855
5239	-92,15485675
5240	-92,15353212
5241	-92,15204716
5242	-92,15048094
5243	-92,14884836
5244	-92,14719206
5245	-92,14573513
5246	-92,14462078
5247	-92,14376127
5248	-92,14306647
5249	-92,14249943
5250	-92,14196393
5251	-92,14149424
5252	-92,14120992
5253	-92,14116675
5254	-92,14142478
5255	-92,14215373
5256	-92,14333117
5257	-92,14475778
5258	-92,14645575
5259	-92,14842649
5260	-92,15051285
5261	-92,15264291
5262	-92,15479228
5263	-92,1569748
5264	-92,15927962
5265	-92,16170447
5266	-92,16409941
5267	-92,16635647
5268	-92,16843421
5269	-92,17028805
5270	-92,17180019
5271	-92,17295955
5272	-92,17383443
5273	-92,17438189
5274	-92,17459802
5275	-92,17460723
5276	-92,17445761
5277	-92,17422924
5278	-92,17396062
5279	-92,17352507
5280	-92,17288753
5281	-92,17211361
5282	-92,17119004
5283	-92,17010811
5284	-92,16889193
5285	-92,16749824
5286	-92,16586295
5287	-92,16400171
5288	-92,1620002
5289	-92,15992195
5290	-92,15773909
5291	-92,155423
5292	-92,15299968
5293	-92,15048477
5294	-92,14790739
5295	-92,14522164
5296	-92,14240847
5297	-92,139597
5298	-92,13688095
5299	-92,13427983
5300	-92,13182582
5301	-92,12950055
5302	-92,12728427
5303	-92,12514328
5304	-92,12304102
5305	-92,12097322
5306	-92,11898503
5307	-92,11706397
5308	-92,11516426
5309	-92,11328204
5310	-92,11150708
5311	-92,10989613
5312	-92,10844564
5313	-92,10714579
5314	-92,10597542
5315	-92,1049336
5316	-92,10406136
5317	-92,1033295
5318	-92,10263376
5319	-92,10196451
5320	-92,10135423
5321	-92,10073368
5322	-92,10003115
5323	-92,09929566
5324	-92,09852499
5325	-92,09765825
5326	-92,09669301
5327	-92,09560314
5328	-92,094382
5329	-92,09307044
5330	-92,09171989
5331	-92,09030943
5332	-92,08877784
5333	-92,08720791
5334	-92,08560662
5335	-92,08386963
5336	-92,08204431
5337	-92,08029225
5338	-92,07867359
5339	-92,07729123
5340	-92,07623233
5341	-92,07543289
5342	-92,07481418
5343	-92,07427665
5344	-92,07369682
5345	-92,07297252
5346	-92,07208258
5347	-92,07110517
5348	-92,0699684
5349	-92,06870733
5350	-92,06744657
5351	-92,06613786
5352	-92,06471347
5353	-92,06316241
5354	-92,06138891
5355	-92,05935271
5356	-92,05714008
5357	-92,05483293
5358	-92,0525575
5359	-92,05043748
5360	-92,04853445
5361	-92,04691413
5362	-92,04559742
5363	-92,04456286
5364	-92,04376099
5365	-92,0431187
5366	-92,04265477
5367	-92,04224834
5368	-92,04181702
5369	-92,04148293
5370	-92,04127464
5371	-92,04112947
5372	-92,04099076
5373	-92,04076387
5374	-92,04030215
5375	-92,03956798
5376	-92,03858374
5377	-92,03735606
5378	-92,0359569
5379	-92,0343422
5380	-92,03249181
5381	-92,03038552
5382	-92,02819834
5383	-92,02604471
5384	-92,02384661
5385	-92,02157719
5386	-92,01925709
5387	-92,01688112
5388	-92,01443716
5389	-92,01198785
5390	-92,00954413
5391	-92,00710205
5392	-92,00470106
5393	-92,00236764
5394	-92,00019938
5395	-91,9982808
5396	-91,99665219
5397	-91,99519254
5398	-91,99381444
5399	-91,99242491
5400	-91,99091907
5401	-91,98932255
5402	-91,98772291
5403	-91,98622491
5404	-91,98490282
5405	-91,98380511
5406	-91,98285036
5407	-91,98191124
5408	-91,98094882
5409	-91,97990601
5410	-91,97877228
5411	-91,97761586
5412	-91,97650094
5413	-91,9754692
5414	-91,97466039
5415	-91,97414108
5416	-91,9738285
5417	-91,9736964
5418	-91,9737166
5419	-91,97382331
5420	-91,97401142
5421	-91,97440111
5422	-91,97506919
5423	-91,97606078
5424	-91,97741993
5425	-91,97907643
5426	-91,98094925
5427	-91,98305475
5428	-91,98535663
5429	-91,98774448
5430	-91,99024816
5431	-91,99292422
5432	-91,99573984
5433	-91,99867201
5434	-92,00171476
5435	-92,00475134
5436	-92,00762636
5437	-92,01032372
5438	-92,01281597
5439	-92,01502052
5440	-92,01696784
5441	-92,01873798
5442	-92,02025261
5443	-92,02148719
5444	-92,02255258
5445	-92,02346975
5446	-92,02423846
5447	-92,02487277
5448	-92,02536468
5449	-92,02574273
5450	-92,02613769
5451	-92,02665572
5452	-92,02725707
5453	-92,02790902
5454	-92,02865404
5455	-92,02952793
5456	-92,03050201
5457	-92,03163241
5458	-92,03290773
5459	-92,03427117
5460	-92,03575503
5461	-92,0373146
5462	-92,03891077
5463	-92,04056542
5464	-92,04219337
5465	-92,04365888
5466	-92,044917
5467	-92,04601823
5468	-92,04699234
5469	-92,04784065
5470	-92,04853563
5471	-92,04907394
5472	-92,0494806
5473	-92,04989299
5474	-92,05034251
5475	-92,05072662
5476	-92,05106593
5477	-92,05137505
5478	-92,05158753
5479	-92,05178278
5480	-92,05206557
5481	-92,05244406
5482	-92,05293481
5483	-92,05357279
5484	-92,05432842
5485	-92,05519348
5486	-92,05617473
5487	-92,05731487
5488	-92,05853785
5489	-92,05977036
5490	-92,06102233
5491	-92,06221311
5492	-92,06325656
5493	-92,06417822
5494	-92,0649983
5495	-92,06577647
5496	-92,06660321
5497	-92,06748764
5498	-92,06840718
5499	-92,06942027
5500	-92,07053201
5501	-92,07162934
5502	-92,07256904
5503	-92,07328231
5504	-92,0738497
5505	-92,07438171
5506	-92,07498454
5507	-92,07571812
5508	-92,07660533
5509	-92,07763404
5510	-92,07874168
5511	-92,07988871
5512	-92,0809963
5513	-92,08198505
5514	-92,08281383
5515	-92,08350428
5516	-92,0841567
5517	-92,08480696
5518	-92,08550881
5519	-92,08620729
5520	-92,08678058
5521	-92,08722744
5522	-92,0876288
5523	-92,08797593
5524	-92,08825459
5525	-92,08845176
5526	-92,08852781
5527	-92,08854048
5528	-92,08860146
5529	-92,08870726
5530	-92,08880535
5531	-92,08888219
5532	-92,08897595
5533	-92,08905758
5534	-92,08907835
5535	-92,08901507
5536	-92,08884228
5537	-92,08859051
5538	-92,0883481
5539	-92,08813965
5540	-92,08800565
5541	-92,08797817
5542	-92,0879758
5543	-92,08785695
5544	-92,08761916
5545	-92,08735441
5546	-92,08711693
5547	-92,08697428
5548	-92,08701221
5549	-92,08724418
5550	-92,08769987
5551	-92,08835452
5552	-92,08906636
5553	-92,08974413
5554	-92,09040175
5555	-92,09102082
5556	-92,09153604
5557	-92,09204268
5558	-92,09270562
5559	-92,09359315
5560	-92,09463393
5561	-92,09571664
5562	-92,096698
5563	-92,09748994
5564	-92,09821656
5565	-92,09888576
5566	-92,09946695
5567	-92,10005489
5568	-92,10065982
5569	-92,1012588
5570	-92,10191934
5571	-92,10264843
5572	-92,10329646
5573	-92,10376599
5574	-92,10404728
5575	-92,10418038
5576	-92,10422537
5577	-92,10426473
5578	-92,10430293
5579	-92,10422873
5580	-92,10406951
5581	-92,10386679
5582	-92,10359124
5583	-92,10322271
5584	-92,10272497
5585	-92,10205297
5586	-92,10129661
5587	-92,10062548
5588	-92,10010852
5589	-92,09976738
5590	-92,09955564
5591	-92,09936147
5592	-92,09912792
5593	-92,0988472
5594	-92,09853502
5595	-92,09818184
5596	-92,09782124
5597	-92,09742314
5598	-92,09697401
5599	-92,09654115
5600	-92,09616243
5601	-92,09583611
5602	-92,09557681
5603	-92,09535095
5604	-92,09503603
5605	-92,09456133
5606	-92,09406904
5607	-92,09362324
5608	-92,09323936
5609	-92,09293569
5610	-92,09273011
5611	-92,09257056
5612	-92,09243874
5613	-92,09233296
5614	-92,09214138
5615	-92,09182492
5616	-92,09142007
5617	-92,09091246
5618	-92,09034416
5619	-92,08982759
5620	-92,08941743
5621	-92,08902734
5622	-92,08860207
5623	-92,08815049
5624	-92,08762855
5625	-92,08700089
5626	-92,08628948
5627	-92,08554352
5628	-92,08485401
5629	-92,0842697
5630	-92,08369129
5631	-92,08305748
5632	-92,08237261
5633	-92,08157447
5634	-92,08057746
5635	-92,07940919
5636	-92,07812327
5637	-92,07677174
5638	-92,07535787
5639	-92,07388356
5640	-92,07234111
5641	-92,07074567
5642	-92,06910419
5643	-92,06732712
5644	-92,06544375
5645	-92,06353131
5646	-92,06159946
5647	-92,05965702
5648	-92,05772544
5649	-92,05586459
5650	-92,05412721
5651	-92,05251487
5652	-92,05098579
5653	-92,0494861
5654	-92,04809652
5655	-92,04686324
5656	-92,0457383
5657	-92,04474431
5658	-92,04394352
5659	-92,04326897
5660	-92,04265654
5661	-92,04213477
5662	-92,04172539
5663	-92,04146387
5664	-92,04140066
5665	-92,04152199
5666	-92,04180557
5667	-92,04221628
5668	-92,04268025
5669	-92,04306047
5670	-92,04333129
5671	-92,04360433
5672	-92,04391747
5673	-92,04424247
5674	-92,04460558
5675	-92,04507467
5676	-92,04559711
5677	-92,04606389
5678	-92,04642632
5679	-92,04657042
5680	-92,04642422
5681	-92,04599991
5682	-92,04533497
5683	-92,04459515
5684	-92,04391353
5685	-92,04332191
5686	-92,04280288
5687	-92,04231746
5688	-92,0418238
5689	-92,04129942
5690	-92,04075435
5691	-92,04017076
5692	-92,03957039
5693	-92,03902526
5694	-92,03862322
5695	-92,03836929
5696	-92,03823284
5697	-92,03817933
5698	-92,03808505
5699	-92,03789397
5700	-92,03761904
5701	-92,03719541
5702	-92,03662282
5703	-92,03595015
5704	-92,03514873
5705	-92,03411641
5706	-92,03285713
5707	-92,03143914
5708	-92,02989244
5709	-92,02818729
5710	-92,02633743
5711	-92,02438352
5712	-92,02241047
5713	-92,02056227
5714	-92,01886085
5715	-92,01725609
5716	-92,01575661
5717	-92,01424605
5718	-92,01268714
5719	-92,0112314
5720	-92,00998892
5721	-92,00900357
5722	-92,00828621
5723	-92,00771806
5724	-92,00722998
5725	-92,00683207
5726	-92,00646677
5727	-92,00605884
5728	-92,00557627
5729	-92,00504859
5730	-92,00454297
5731	-92,00405293
5732	-92,00367612
5733	-92,00340143
5734	-92,00311125
5735	-92,00279966
5736	-92,00244103
5737	-92,00197516
5738	-92,00142854
5739	-92,00088121
5740	-92,00039073
5741	-92,0000877
5742	-92,0000736
5743	-92,00035956
5744	-92,00089193
5745	-92,00158595
5746	-92,00237389
5747	-92,00316898
5748	-92,00399916
5749	-92,00483151
5750	-92,00565851
5751	-92,00654688
5752	-92,00750584
5753	-92,00846492
5754	-92,00934483
5755	-92,01014519
5756	-92,01078737
5757	-92,01118854
5758	-92,01136677
5759	-92,01141929
5760	-92,01141429
5761	-92,01141761
5762	-92,01148112
5763	-92,01157931
5764	-92,01181814
5765	-92,01221709
5766	-92,01273341
5767	-92,01336293
5768	-92,01413388
5769	-92,01506788
5770	-92,016079
5771	-92,01711729
5772	-92,01816954
5773	-92,0192548
5774	-92,02042571
5775	-92,02172228
5776	-92,02315372
5777	-92,02470817
5778	-92,02640574
5779	-92,02818584
5780	-92,02997785
5781	-92,03173759
5782	-92,0334391
5783	-92,03512069
5784	-92,036773
5785	-92,03839768
5786	-92,04004403
5787	-92,04181673
5788	-92,04362924
5789	-92,04533685
5790	-92,04683799
5791	-92,0481332
5792	-92,04926854
5793	-92,05027804
5794	-92,05119501
5795	-92,0520292
5796	-92,05282408
5797	-92,05362583
5798	-92,05439911
5799	-92,05523067
5800	-92,05623769
5801	-92,05740568
5802	-92,05861389
5803	-92,05988466
5804	-92,06123594
5805	-92,06263103
5806	-92,06403888
5807	-92,06545401
5808	-92,06685187
5809	-92,068259
5810	-92,06974558
5811	-92,07127194
5812	-92,07275318
5813	-92,07418141
5814	-92,07549964
5815	-92,07668912
5816	-92,07783217
5817	-92,07899495
5818	-92,08019091
5819	-92,08147069
5820	-92,08291494
5821	-92,08454895
5822	-92,08637669
5823	-92,08839782
5824	-92,09056926
5825	-92,09290103
5826	-92,09541211
5827	-92,09807515
5828	-92,10086424
5829	-92,10377612
5830	-92,10675435
5831	-92,10971799
5832	-92,11269243
5833	-92,11563202
5834	-92,1183977
5835	-92,12097549
5836	-92,12340314
5837	-92,12570121
5838	-92,1279279
5839	-92,13015297
5840	-92,13229618
5841	-92,13430601
5842	-92,13625304
5843	-92,13819832
5844	-92,14014492
5845	-92,14210211
5846	-92,14405501
5847	-92,14592593
5848	-92,14774707
5849	-92,1496132
5850	-92,15151204
5851	-92,15342412
5852	-92,15531101
5853	-92,15706912
5854	-92,15860935
5855	-92,15990373
5856	-92,16096409
5857	-92,16182312
5858	-92,16258136
5859	-92,16329408
5860	-92,16397136
5861	-92,16460338
5862	-92,16508187
5863	-92,16529802
5864	-92,16520863
5865	-92,164814
5866	-92,16412819
5867	-92,16322986
5868	-92,16220787
5869	-92,16106689
5870	-92,15985019
5871	-92,15854231
5872	-92,15704767
5873	-92,15523323
5874	-92,15303517
5875	-92,15044106
5876	-92,14750016
5877	-92,14435818
5878	-92,14112117
5879	-92,13779012
5880	-92,13439369
5881	-92,13097859
5882	-92,12748051
5883	-92,12382723
5884	-92,12008244
5885	-92,11629535
5886	-92,11254028
5887	-92,10887434
5888	-92,1053037
5889	-92,10185766
5890	-92,09853187
5891	-92,09525186
5892	-92,0919941
5893	-92,08881202
5894	-92,08579465
5895	-92,08287653
5896	-92,0799621
5897	-92,07706694
5898	-92,0742398
5899	-92,07141683
5900	-92,06855534
5901	-92,06560299
5902	-92,06255408
5903	-92,05945162
5904	-92,05632499
5905	-92,05316416
5906	-92,04998428
5907	-92,04678766
5908	-92,04351921
5909	-92,04013709
5910	-92,03672596
5911	-92,03333428
5912	-92,02994151
5913	-92,02652366
5914	-92,02314348
5915	-92,01988509
5916	-92,01679245
5917	-92,01382234
5918	-92,01088742
5919	-92,00795248
5920	-92,00504021
5921	-92,00219962
5922	-91,99945936
5923	-91,99682338
5924	-91,99423586
5925	-91,99167538
5926	-91,98913372
5927	-91,98666856
5928	-91,98441177
5929	-91,98235387
5930	-91,98032535
5931	-91,97828684
5932	-91,97628078
5933	-91,97433513
5934	-91,9724781
5935	-91,97074122
5936	-91,96912551
5937	-91,96765749
5938	-91,96644468
5939	-91,96560514
5940	-91,96511185
5941	-91,96499493
5942	-91,96519578
5943	-91,96548594
5944	-91,96579824
5945	-91,96623691
5946	-91,96680707
5947	-91,96751034
5948	-91,96841813
5949	-91,96947791
5950	-91,97065101
5951	-91,9719258
5952	-91,97324278
5953	-91,97449856
5954	-91,97568541
5955	-91,97684972
5956	-91,97794715
5957	-91,97901378
5958	-91,9801626
5959	-91,9813859
5960	-91,98258613
5961	-91,98370268
5962	-91,98473232
5963	-91,98568833
5964	-91,98666634
5965	-91,98765645
5966	-91,98865183
5967	-91,98966447
5968	-91,99063077
5969	-91,99148689
5970	-91,99220953
5971	-91,99280354
5972	-91,99323906
5973	-91,99347138
5974	-91,99352965
5975	-91,99348444
5976	-91,99347999
5977	-91,99360852
5978	-91,99386542
5979	-91,99417909
5980	-91,99453852
5981	-91,9948863
5982	-91,99516942
5983	-91,99543462
5984	-91,99568241
5985	-91,99588336
5986	-91,99609404
5987	-91,99640718
5988	-91,99682959
5989	-91,99735507
5990	-91,99801988
5991	-91,99876081
5992	-91,99952728
5993	-92,0003254
5994	-92,00117061
5995	-92,0021245
5996	-92,00333584
5997	-92,00492335
5998	-92,00680998
5999	-92,00893847
6000	-92,01135589
6001	-92,01394301
6002	-92,01658124
6003	-92,01930788
6004	-92,02212833
6005	-92,02506484
6006	-92,02817524
6007	-92,0314395
6008	-92,03479565
6009	-92,03819029
6010	-92,04156086
6011	-92,04483046
6012	-92,04792927
6013	-92,05088843
6014	-92,05372553
6015	-92,05651298
6016	-92,05937847
6017	-92,06235094
6018	-92,06537111
6019	-92,06840627
6020	-92,07139525
6021	-92,07433532
6022	-92,07727682
6023	-92,0802285
6024	-92,08318354
6025	-92,08618347
6026	-92,08923206
6027	-92,09236993
6028	-92,09567949
6029	-92,09912226
6030	-92,10249196
6031	-92,10571321
6032	-92,10875549
6033	-92,1116561
6034	-92,11449108
6035	-92,1173047
6036	-92,12000738
6037	-92,12252263
6038	-92,12484104
6039	-92,12696048
6040	-92,12883891
6041	-92,13047877
6042	-92,13188466
6043	-92,13302443
6044	-92,13399316
6045	-92,13493934
6046	-92,13589408
6047	-92,13686926
6048	-92,13786593
6049	-92,13885773
6050	-92,13977301
6051	-92,14061984
6052	-92,14140639
6053	-92,14210314
6054	-92,14273524
6055	-92,14324564
6056	-92,14359115
6057	-92,14377778
6058	-92,14380598
6059	-92,14362831
6060	-92,14323995
6061	-92,14274564
6062	-92,14218638
6063	-92,14158384
6064	-92,14090997
6065	-92,14016459
6066	-92,13934518
6067	-92,13849052
6068	-92,13767979
6069	-92,13696962
6070	-92,1364502
6071	-92,13609011
6072	-92,13576709
6073	-92,1354261
6074	-92,13503495
6075	-92,13449556
6076	-92,13369709
6077	-92,13265939
6078	-92,13140549
6079	-92,13004777
6080	-92,12866149
6081	-92,127242
6082	-92,12574368
6083	-92,12416624
6084	-92,12246796
6085	-92,12058991
6086	-92,11854019
6087	-92,11632705
6088	-92,11406631
6089	-92,11196825
6090	-92,11011605
6091	-92,10847222
6092	-92,10704497
6093	-92,10579175
6094	-92,10455404
6095	-92,1032927
6096	-92,10204923
6097	-92,10081407
6098	-92,09954576
6099	-92,09822354
6100	-92,09690176
6101	-92,09558058
6102	-92,09431729
6103	-92,09306711
6104	-92,09172544
6105	-92,09030736
6106	-92,08878174
6107	-92,08701394
6108	-92,08493535
6109	-92,0826406
6110	-92,08017883
6111	-92,07754043
6112	-92,07477108
6113	-92,07191588
6114	-92,06909702
6115	-92,06640118
6116	-92,0638987
6117	-92,06156897
6118	-92,0593321
6119	-92,05712069
6120	-92,05490204
6121	-92,05275113
6122	-92,05072175
6123	-92,0488436
6124	-92,04710974
6125	-92,04550997
6126	-92,04398593
6127	-92,04251891
6128	-92,04111782
6129	-92,03968354
6130	-92,03816072
6131	-92,03664551
6132	-92,03520432
6133	-92,0339053
6134	-92,03275293
6135	-92,03171338
6136	-92,03072738
6137	-92,0298092
6138	-92,02897509
6139	-92,02814953
6140	-92,02731134
6141	-92,02653481
6142	-92,02582495
6143	-92,02522312
6144	-92,02478563
6145	-92,02447384
6146	-92,02417019
6147	-92,02384763
6148	-92,02354463
6149	-92,02337173
6150	-92,023393
6151	-92,02358923
6152	-92,02396506
6153	-92,02449419
6154	-92,02510007
6155	-92,02570936
6156	-92,02632196
6157	-92,0270004
6158	-92,02773584
6159	-92,02848621
6160	-92,02921692
6161	-92,02989555
6162	-92,03056552
6163	-92,03125981
6164	-92,03182524
6165	-92,03215402
6166	-92,03225415
6167	-92,03211269
6168	-92,03180239
6169	-92,03150592
6170	-92,03133037
6171	-92,03124968
6172	-92,03120753
6173	-92,03115698
6174	-92,03111358
6175	-92,03117679
6176	-92,03137823
6177	-92,03159779
6178	-92,03173784
6179	-92,0318196
6180	-92,03187657
6181	-92,03197955
6182	-92,03224944
6183	-92,03270144
6184	-92,03328177
6185	-92,03393624
6186	-92,0346209
6187	-92,03529831
6188	-92,03596693
6189	-92,03661116
6190	-92,03715659
6191	-92,03757996
6192	-92,03790957
6193	-92,03806237
6194	-92,0380505
6195	-92,03802312
6196	-92,03805553
6197	-92,0381303
6198	-92,03830309
6199	-92,03854933
6200	-92,03877346
6201	-92,03896413
6202	-92,03912953
6203	-92,03924797
6204	-92,03929608
6205	-92,03924877
6206	-92,03906774
6207	-92,03877467
6208	-92,03848666
6209	-92,0383115
6210	-92,03826465
6211	-92,03832643
6212	-92,03836188
6213	-92,03820945
6214	-92,03783315
6215	-92,0372116
6216	-92,03633236
6217	-92,03523739
6218	-92,03395445
6219	-92,03257254
6220	-92,03123691
6221	-92,03004447
6222	-92,02896704
6223	-92,02794309
6224	-92,02686087
6225	-92,02554864
6226	-92,0239467
6227	-92,02217983
6228	-92,02035865
6229	-92,01858176
6230	-92,01701322
6231	-92,01573917
6232	-92,01471921
6233	-92,01390685
6234	-92,01319219
6235	-92,01243492
6236	-92,01158688
6237	-92,01068538
6238	-92,00976808
6239	-92,0088362
6240	-92,00793205
6241	-92,00702529
6242	-92,00608774
6243	-92,0050989
6244	-92,00404103
6245	-92,0029305
6246	-92,00180052
6247	-92,00064617
6248	-91,99946893
6249	-91,9983262
6250	-91,9972434
6251	-91,9962701
6252	-91,99545534
6253	-91,99477972
6254	-91,99427334
6255	-91,99389353
6256	-91,99356555
6257	-91,99319591
6258	-91,9928277
6259	-91,99250196
6260	-91,99217255
6261	-91,9917975
6262	-91,99146617
6263	-91,99118604
6264	-91,99094506
6265	-91,9907535
6266	-91,99052898
6267	-91,99019117
6268	-91,98971221
6269	-91,98903064
6270	-91,98822506
6271	-91,98743129
6272	-91,98673591
6273	-91,98609061
6274	-91,98549721
6275	-91,98501034
6276	-91,98466034
6277	-91,98440563
6278	-91,98423428
6279	-91,98402863
6280	-91,98370982
