stp2loop16-63um-in-loop1pts-10um-25deg-250rpm05/12/202208:50:59	
Time (seconds)	Raw Heat Rate (uJ / s)
5411	-92,03280695
5412	-92,0318768
5413	-92,03103973
5414	-92,03013506
5415	-92,0290135
5416	-92,02760578
5417	-92,0259591
5418	-92,02413693
5419	-92,02218877
5420	-92,02017777
5421	-92,01815671
5422	-92,01611944
5423	-92,01406729
5424	-92,01198643
5425	-92,00983487
5426	-92,00760003
5427	-92,00536136
5428	-92,00324642
5429	-92,00137401
5430	-91,99981097
5431	-91,99858258
5432	-91,99764727
5433	-91,99692993
5434	-91,9963675
5435	-91,9958835
5436	-91,99543925
5437	-91,99506371
5438	-91,99469622
5439	-91,99427975
5440	-91,99388081
5441	-91,9935571
5442	-91,99329442
5443	-91,99299967
5444	-91,99270546
5445	-91,9925097
5446	-91,99244603
5447	-91,99259679
5448	-91,99301695
5449	-91,99373457
5450	-91,99478944
5451	-91,99620521
5452	-91,99795725
5453	-92,00004114
5454	-92,0024266
5455	-92,00504146
5456	-92,00782496
5457	-92,01074102
5458	-92,01386647
5459	-92,01721775
5460	-92,02067772
5461	-92,02418238
5462	-92,02753931
5463	-92,03064678
5464	-92,03341411
5465	-92,03583061
5466	-92,03798969
5467	-92,04000012
5468	-92,04197843
5469	-92,04396951
5470	-92,04601536
5471	-92,0480724
5472	-92,05005579
5473	-92,05194663
5474	-92,05373124
5475	-92,05551186
5476	-92,05744887
5477	-92,05978552
5478	-92,06259051
5479	-92,06590095
5480	-92,06973609
5481	-92,07400243
5482	-92,07858065
5483	-92,08337345
5484	-92,08828337
5485	-92,09314019
5486	-92,09797013
5487	-92,10291498
5488	-92,10799966
5489	-92,11324
5490	-92,1186457
5491	-92,12414219
5492	-92,12960063
5493	-92,13502598
5494	-92,1404101
5495	-92,14556305
5496	-92,15036607
5497	-92,15475717
5498	-92,1586838
5499	-92,16217946
5500	-92,16530604
5501	-92,16809828
5502	-92,17050841
5503	-92,17243242
5504	-92,17368225
5505	-92,17410425
5506	-92,17360414
5507	-92,17226532
5508	-92,17011858
5509	-92,1672675
5510	-92,16394623
5511	-92,16029127
5512	-92,15647886
5513	-92,15262009
5514	-92,14872115
5515	-92,14481521
5516	-92,14089616
5517	-92,13695075
5518	-92,13301739
5519	-92,1292452
5520	-92,12570559
5521	-92,12241436
5522	-92,11932144
5523	-92,11640893
5524	-92,11366147
5525	-92,11107978
5526	-92,10868367
5527	-92,10643551
5528	-92,10432277
5529	-92,10236199
5530	-92,10055911
5531	-92,09889218
5532	-92,0973294
5533	-92,09580871
5534	-92,09425876
5535	-92,09266293
5536	-92,09115044
5537	-92,08981126
5538	-92,08875441
5539	-92,0881144
5540	-92,08791529
5541	-92,08820093
5542	-92,08896921
5543	-92,09018212
5544	-92,09192059
5545	-92,09417566
5546	-92,09682613
5547	-92,09987165
5548	-92,10332244
5549	-92,10714613
5550	-92,1112828
5551	-92,11555401
5552	-92,11978885
5553	-92,12385421
5554	-92,12761877
5555	-92,13103645
5556	-92,13403624
5557	-92,13655139
5558	-92,13851704
5559	-92,13976411
5560	-92,14020687
5561	-92,13996011
5562	-92,13909639
5563	-92,13765248
5564	-92,1357456
5565	-92,13358241
5566	-92,13135737
5567	-92,12923948
5568	-92,12734942
5569	-92,12577319
5570	-92,12453313
5571	-92,12363987
5572	-92,12315931
5573	-92,12312987
5574	-92,12347139
5575	-92,12409347
5576	-92,12489556
5577	-92,12584977
5578	-92,12701763
5579	-92,12843485
5580	-92,13005893
5581	-92,13179642
5582	-92,13342747
5583	-92,13479006
5584	-92,13584749
5585	-92,13658317
5586	-92,13693465
5587	-92,13679923
5588	-92,13610821
5589	-92,13496472
5590	-92,13353557
5591	-92,13197466
5592	-92,13033829
5593	-92,12861224
5594	-92,12675003
5595	-92,12472855
5596	-92,12263873
5597	-92,12064709
5598	-92,11876824
5599	-92,11695382
5600	-92,11529644
5601	-92,11388122
5602	-92,11271242
5603	-92,11183334
5604	-92,11122684
5605	-92,11087349
5606	-92,11070693
5607	-92,11067737
5608	-92,11085992
5609	-92,11128937
5610	-92,11191208
5611	-92,11263395
5612	-92,11342625
5613	-92,11432977
5614	-92,11530404
5615	-92,11623021
5616	-92,11710009
5617	-92,1179372
5618	-92,11875906
5619	-92,11968234
5620	-92,12074997
5621	-92,12198715
5622	-92,12343156
5623	-92,12506255
5624	-92,12676889
5625	-92,12845152
5626	-92,12999141
5627	-92,13130193
5628	-92,13232339
5629	-92,13302169
5630	-92,13343005
5631	-92,1336089
5632	-92,13358214
5633	-92,13338717
5634	-92,1330677
5635	-92,13265552
5636	-92,13216887
5637	-92,1316065
5638	-92,13090787
5639	-92,13009535
5640	-92,12918421
5641	-92,12823977
5642	-92,12736849
5643	-92,12665717
5644	-92,12617604
5645	-92,12593415
5646	-92,12582492
5647	-92,12578736
5648	-92,12578329
5649	-92,12572814
5650	-92,12566038
5651	-92,1256145
5652	-92,12556562
5653	-92,12543837
5654	-92,12517857
5655	-92,12485319
5656	-92,12457232
5657	-92,12438902
5658	-92,12431802
5659	-92,12433534
5660	-92,12433356
5661	-92,12422246
5662	-92,12406439
5663	-92,12387526
5664	-92,12358973
5665	-92,12316813
5666	-92,12268886
5667	-92,12219579
5668	-92,12175212
5669	-92,12146549
5670	-92,12133555
5671	-92,12126782
5672	-92,12111426
5673	-92,12082718
5674	-92,12043026
5675	-92,11995843
5676	-92,11952964
5677	-92,11917524
5678	-92,11887325
5679	-92,11864762
5680	-92,118472
5681	-92,11823953
5682	-92,11791113
5683	-92,11748187
5684	-92,11686318
5685	-92,11599955
5686	-92,11490151
5687	-92,11360956
5688	-92,11211193
5689	-92,11043529
5690	-92,10868069
5691	-92,10694559
5692	-92,10528967
5693	-92,10372916
5694	-92,10220767
5695	-92,10070966
5696	-92,09921639
5697	-92,09770025
5698	-92,09616289
5699	-92,09471539
5700	-92,09341282
5701	-92,09225593
5702	-92,0912631
5703	-92,09038325
5704	-92,08952281
5705	-92,08854091
5706	-92,08733501
5707	-92,08589341
5708	-92,08431473
5709	-92,08277467
5710	-92,08129855
5711	-92,07988677
5712	-92,07860268
5713	-92,0774612
5714	-92,0764344
5715	-92,07556014
5716	-92,07486977
5717	-92,07441012
5718	-92,07419217
5719	-92,07417047
5720	-92,0743408
5721	-92,07469179
5722	-92,07520769
5723	-92,07583216
5724	-92,07652942
5725	-92,07731885
5726	-92,07819296
5727	-92,0790556
5728	-92,07986629
5729	-92,08060405
5730	-92,0812494
5731	-92,0817652
5732	-92,0821068
5733	-92,082365
5734	-92,08265998
5735	-92,08304455
5736	-92,08349415
5737	-92,08387959
5738	-92,08415186
5739	-92,08427553
5740	-92,08417173
5741	-92,08382256
5742	-92,08324315
5743	-92,08250885
5744	-92,0816787
5745	-92,0808332
5746	-92,08007097
5747	-92,07938207
5748	-92,07873064
5749	-92,07810239
5750	-92,0774634
5751	-92,07681392
5752	-92,07623301
5753	-92,07579212
5754	-92,0755421
5755	-92,07558565
5756	-92,07597987
5757	-92,0767066
5758	-92,07765883
5759	-92,07873731
5760	-92,07986222
5761	-92,08101487
5762	-92,08227023
5763	-92,08363638
5764	-92,08511802
5765	-92,08680033
5766	-92,08867742
5767	-92,0906509
5768	-92,09252538
5769	-92,09412006
5770	-92,09532394
5771	-92,09609149
5772	-92,09653076
5773	-92,09680766
5774	-92,09700716
5775	-92,09705088
5776	-92,09677563
5777	-92,09602537
5778	-92,09477605
5779	-92,0930455
5780	-92,09084317
5781	-92,08825601
5782	-92,08540353
5783	-92,08250566
5784	-92,07979096
5785	-92,07738802
5786	-92,07528397
5787	-92,07336607
5788	-92,07150452
5789	-92,069645
5790	-92,06785925
5791	-92,06628589
5792	-92,06506222
5793	-92,06428901
5794	-92,06399867
5795	-92,06409027
5796	-92,06442551
5797	-92,06488163
5798	-92,06532482
5799	-92,06563661
5800	-92,06576066
5801	-92,06576706
5802	-92,06569998
5803	-92,06559937
5804	-92,06551616
5805	-92,06547213
5806	-92,06543182
5807	-92,06538028
5808	-92,06530518
5809	-92,06517323
5810	-92,06503049
5811	-92,06492033
5812	-92,06490594
5813	-92,06507512
5814	-92,06549214
5815	-92,06618481
5816	-92,06718932
5817	-92,06849827
5818	-92,06996727
5819	-92,07139436
5820	-92,07264365
5821	-92,07368115
5822	-92,07445492
5823	-92,0750249
5824	-92,0755264
5825	-92,07602507
5826	-92,07660357
5827	-92,07732935
5828	-92,07818856
5829	-92,07908839
5830	-92,0799558
5831	-92,08071584
5832	-92,08138803
5833	-92,08208093
5834	-92,08293508
5835	-92,0840531
5836	-92,08545529
5837	-92,0871277
5838	-92,08888093
5839	-92,09045118
5840	-92,09166129
5841	-92,09241139
5842	-92,09272535
5843	-92,09262615
5844	-92,09215488
5845	-92,09134901
5846	-92,09020991
5847	-92,08876269
5848	-92,08708448
5849	-92,08521307
5850	-92,08314201
5851	-92,08090463
5852	-92,07857892
5853	-92,07633103
5854	-92,07434318
5855	-92,07277668
5856	-92,07170236
5857	-92,07105691
5858	-92,07078044
5859	-92,07082504
5860	-92,07115703
5861	-92,07173086
5862	-92,07242975
5863	-92,07316612
5864	-92,07387645
5865	-92,07451508
5866	-92,07512782
5867	-92,07572404
5868	-92,07625143
5869	-92,07661351
5870	-92,07675219
5871	-92,07669015
5872	-92,07648127
5873	-92,07620115
5874	-92,07599276
5875	-92,07594831
5876	-92,07605886
5877	-92,07634093
5878	-92,07674575
5879	-92,07725955
5880	-92,07790695
5881	-92,07856033
5882	-92,07911537
5883	-92,07957799
5884	-92,08001387
5885	-92,08041414
5886	-92,08063055
5887	-92,08055356
5888	-92,08010344
5889	-92,0792189
5890	-92,07788291
5891	-92,0761395
5892	-92,07401665
5893	-92,07159909
5894	-92,06900703
5895	-92,06635613
5896	-92,0638277
5897	-92,06155902
5898	-92,05957928
5899	-92,05789833
5900	-92,05655323
5901	-92,05563047
5902	-92,05516771
5903	-92,05524588
5904	-92,05584917
5905	-92,0569036
5906	-92,05846786
5907	-92,06058538
5908	-92,06317198
5909	-92,06611259
5910	-92,06930493
5911	-92,07258877
5912	-92,07578498
5913	-92,0787068
5914	-92,08123053
5915	-92,08332821
5916	-92,0850154
5917	-92,08630727
5918	-92,08716444
5919	-92,0875388
5920	-92,08743045
5921	-92,08679962
5922	-92,08571122
5923	-92,08434683
5924	-92,08281962
5925	-92,08117309
5926	-92,07949058
5927	-92,07785616
5928	-92,07636405
5929	-92,07513141
5930	-92,07421033
5931	-92,07362252
5932	-92,07330708
5933	-92,07314396
5934	-92,07311413
5935	-92,07324009
5936	-92,07349431
5937	-92,07372582
5938	-92,07377261
5939	-92,07360791
5940	-92,07334354
5941	-92,07305482
5942	-92,07276566
5943	-92,07252572
5944	-92,07236263
5945	-92,07223136
5946	-92,07200923
5947	-92,07168757
5948	-92,07133972
5949	-92,0710014
5950	-92,07061999
5951	-92,07021985
5952	-92,06994213
5953	-92,06984925
5954	-92,06988416
5955	-92,06987961
5956	-92,06969758
5957	-92,06929577
5958	-92,06865706
5959	-92,06780596
5960	-92,06685015
5961	-92,06600676
5962	-92,06538115
5963	-92,06500458
5964	-92,06484947
5965	-92,06490117
5966	-92,06511627
5967	-92,06544393
5968	-92,06589536
5969	-92,06648569
5970	-92,06722244
5971	-92,06813891
5972	-92,06924381
5973	-92,0704846
5974	-92,07180296
5975	-92,07312157
5976	-92,07426401
5977	-92,07515007
5978	-92,07570882
5979	-92,07586963
5980	-92,07568586
5981	-92,07520548
5982	-92,07450183
5983	-92,07370399
5984	-92,07290147
5985	-92,07214188
5986	-92,0714413
5987	-92,07077019
5988	-92,07006647
5989	-92,0692866
5990	-92,068411
5991	-92,06743968
5992	-92,06630691
5993	-92,06504869
5994	-92,06375843
5995	-92,06247769
5996	-92,06125363
5997	-92,06000765
5998	-92,05865533
5999	-92,05725759
6000	-92,05582271
6001	-92,05432188
6002	-92,0528168
6003	-92,0514146
6004	-92,05014307
6005	-92,04908768
6006	-92,04834903
6007	-92,04802925
6008	-92,04811987
6009	-92,04860606
6010	-92,04948787
6011	-92,05075836
6012	-92,05245005
6013	-92,05449621
6014	-92,0566956
6015	-92,0589501
6016	-92,06119735
6017	-92,06340239
6018	-92,06551466
6019	-92,06746713
6020	-92,06916366
6021	-92,07056056
6022	-92,07161207
6023	-92,07229699
6024	-92,07264695
6025	-92,07268458
6026	-92,07239122
6027	-92,07172479
6028	-92,0706987
6029	-92,06936216
6030	-92,06774904
6031	-92,06587337
6032	-92,06368116
6033	-92,06120085
6034	-92,05848273
6035	-92,05564158
6036	-92,05282848
6037	-92,05017291
6038	-92,04775097
6039	-92,04554079
6040	-92,04351592
6041	-92,04164594
6042	-92,03988703
6043	-92,03814896
6044	-92,03640228
6045	-92,03469427
6046	-92,03311834
6047	-92,03176763
6048	-92,03060253
6049	-92,02953926
6050	-92,02838157
6051	-92,02699642
6052	-92,02544483
6053	-92,02379459
6054	-92,02213229
6055	-92,02047809
6056	-92,01882416
6057	-92,01715914
6058	-92,01555862
6059	-92,01418536
6060	-92,01317835
6061	-92,01255959
6062	-92,01242762
6063	-92,01284821
6064	-92,01382931
6065	-92,01539991
6066	-92,01745803
6067	-92,01981255
6068	-92,02236737
6069	-92,02499616
6070	-92,02760294
6071	-92,03015552
6072	-92,0326819
6073	-92,03519911
6074	-92,03761778
6075	-92,03978289
6076	-92,04162698
6077	-92,04303998
6078	-92,04402352
6079	-92,04463537
6080	-92,04494572
6081	-92,04505461
6082	-92,04500983
6083	-92,04478244
6084	-92,04439104
6085	-92,04381042
6086	-92,04303387
6087	-92,04219288
6088	-92,0413283
6089	-92,04040102
6090	-92,03939464
6091	-92,03827821
6092	-92,03706328
6093	-92,03578806
6094	-92,03446719
6095	-92,03303147
6096	-92,03138414
6097	-92,02947149
6098	-92,02741481
6099	-92,02541165
6100	-92,02364795
6101	-92,02226059
6102	-92,02116133
6103	-92,02025316
6104	-92,01949466
6105	-92,01895645
6106	-92,01870202
6107	-92,0187191
6108	-92,01893968
6109	-92,01931823
6110	-92,01992244
6111	-92,02086592
6112	-92,02224132
6113	-92,02401401
6114	-92,02608491
6115	-92,02832519
6116	-92,03060002
6117	-92,03291331
6118	-92,03525529
6119	-92,03756616
6120	-92,03970918
6121	-92,041713
6122	-92,04370869
6123	-92,04572151
6124	-92,04783115
6125	-92,05008298
6126	-92,05242205
6127	-92,05478535
6128	-92,0570887
6129	-92,05918636
6130	-92,06106439
6131	-92,062752
6132	-92,06418049
6133	-92,06533116
6134	-92,06626094
6135	-92,0670574
6136	-92,06770814
6137	-92,06812161
6138	-92,06832624
6139	-92,06835561
6140	-92,06825036
6141	-92,06805523
6142	-92,0677726
6143	-92,06741603
6144	-92,06701858
6145	-92,06656835
6146	-92,06604028
6147	-92,06539292
6148	-92,0646676
6149	-92,06385298
6150	-92,0628702
6151	-92,06170543
6152	-92,06042655
6153	-92,05910774
6154	-92,05774315
6155	-92,05625111
6156	-92,05464159
6157	-92,05298038
6158	-92,05132083
6159	-92,04973341
6160	-92,04819728
6161	-92,04668774
6162	-92,04523884
6163	-92,04381099
6164	-92,04248637
6165	-92,04139851
6166	-92,0405294
6167	-92,03977039
6168	-92,03906046
6169	-92,03840991
6170	-92,03785125
6171	-92,03733972
6172	-92,03686061
6173	-92,03640262
6174	-92,03592684
6175	-92,03547263
6176	-92,03504325
6177	-92,03463719
6178	-92,03427004
6179	-92,03382206
6180	-92,03315828
6181	-92,03223149
6182	-92,0309989
6183	-92,02944432
6184	-92,02759829
6185	-92,02558923
6186	-92,0235781
6187	-92,02154878
6188	-92,01939955
6189	-92,01708177
6190	-92,0146131
6191	-92,01206653
6192	-92,00951778
6193	-92,0069915
6194	-92,00460108
6195	-92,00249003
6196	-92,0008054
6197	-91,99957144
6198	-91,99865098
6199	-91,99784874
6200	-91,99701238
6201	-91,99605316
6202	-91,99495325
6203	-91,99381273
6204	-91,99274775
6205	-91,99180738
6206	-91,99098341
6207	-91,99025873
6208	-91,98963471
6209	-91,98904275
6210	-91,98838323
6211	-91,9875483
6212	-91,98662578
6213	-91,98578886
6214	-91,98517135
6215	-91,98484892
6216	-91,98476472
6217	-91,98491554
6218	-91,98531541
6219	-91,98591789
6220	-91,98667076
6221	-91,98760315
6222	-91,98881294
6223	-91,99047006
6224	-91,99258383
6225	-91,99503232
6226	-91,99765482
6227	-92,00024182
6228	-92,00268578
6229	-92,00497964
6230	-92,00711744
6231	-92,00918844
6232	-92,01128604
6233	-92,01339625
6234	-92,01547095
6235	-92,01749083
6236	-92,01938158
6237	-92,02102624
6238	-92,02224865
6239	-92,02305609
6240	-92,02359421
6241	-92,02402487
6242	-92,02452954
6243	-92,02514702
6244	-92,0257944
6245	-92,02632001
6246	-92,026536
6247	-92,0263053
6248	-92,02560915
6249	-92,02459286
6250	-92,02339096
6251	-92,02212635
6252	-92,02083036
6253	-92,01949313
6254	-92,01815869
6255	-92,01685506
6256	-92,01555754
6257	-92,01418458
6258	-92,01281099
6259	-92,01161032
6260	-92,01065004
6261	-92,00999806
6262	-92,00970241
6263	-92,00972891
6264	-92,00994485
6265	-92,01025928
6266	-92,01059616
6267	-92,01094408
6268	-92,01130962
6269	-92,01166223
6270	-92,01192784
6271	-92,01207309
6272	-92,012172
6273	-92,01216377
6274	-92,0119623
6275	-92,01164572
6276	-92,01130989
6277	-92,01091757
6278	-92,01049232
6279	-92,01002359
6280	-92,00944747
6281	-92,00878266
6282	-92,00807491
6283	-92,00738928
6284	-92,00670296
6285	-92,00604691
6286	-92,00550313
6287	-92,00503508
6288	-92,00458158
6289	-92,00415091
6290	-92,00372161
6291	-92,00322402
6292	-92,00272563
6293	-92,00225915
6294	-92,00184201
6295	-92,00146987
6296	-92,00105593
6297	-92,00055127
6298	-91,99991283
6299	-91,99912779
6300	-91,99820255
6301	-91,99713806
6302	-91,99592976
6303	-91,99465238
6304	-91,99332381
6305	-91,99191013
6306	-91,99039742
6307	-91,98868894
6308	-91,98667282
6309	-91,98442975
6310	-91,98214791
6311	-91,97994421
6312	-91,97789539
6313	-91,97610006
6314	-91,9746728
6315	-91,97361935
6316	-91,972841
6317	-91,97235395
6318	-91,97209238
6319	-91,97188562
6320	-91,97162861
6321	-91,97131959
6322	-91,97105369
6323	-91,97091736
6324	-91,97089663
6325	-91,97088666
6326	-91,9708889
6327	-91,97086929
6328	-91,97075479
6329	-91,97047104
6330	-91,96999634
6331	-91,96932348
6332	-91,96836982
6333	-91,96714276
6334	-91,96569774
6335	-91,96413744
6336	-91,96262234
6337	-91,96124051
6338	-91,96008147
6339	-91,95922158
6340	-91,9587119
6341	-91,95850637
6342	-91,95851799
6343	-91,95872591
6344	-91,95907151
6345	-91,95944563
6346	-91,9598222
6347	-91,9602614
6348	-91,96085008
6349	-91,96172469
6350	-91,96297631
6351	-91,96453723
6352	-91,96635508
6353	-91,96830985
6354	-91,97025393
6355	-91,97215586
6356	-91,97394676
6357	-91,97558782
6358	-91,97710403
6359	-91,97854772
6360	-91,97999962
6361	-91,98159359
6362	-91,98337432
6363	-91,98528548
6364	-91,98731315
6365	-91,98939114
6366	-91,99142961
6367	-91,9933842
6368	-91,99532847
6369	-91,99730785
6370	-91,99934668
6371	-92,00155445
6372	-92,00398396
6373	-92,00658012
6374	-92,00932293
6375	-92,0121556
6376	-92,01499374
6377	-92,01787826
6378	-92,02081212
6379	-92,02368768
6380	-92,02643645
6381	-92,02905306
6382	-92,03148187
6383	-92,03363597
6384	-92,0354662
6385	-92,03685475
6386	-92,03774506
6387	-92,03812254
6388	-92,03799491
6389	-92,03747476
6390	-92,03675522
6391	-92,03597253
6392	-92,03509237
6393	-92,03410123
6394	-92,03303436
6395	-92,03192655
6396	-92,03078235
6397	-92,02957574
6398	-92,02834775
6399	-92,02717487
6400	-92,026172
6401	-92,02535921
6402	-92,02475382
6403	-92,02433201
6404	-92,02400027
6405	-92,02363317
6406	-92,02311396
6407	-92,02241986
6408	-92,02152482
6409	-92,02045351
6410	-92,01928759
6411	-92,01808953
6412	-92,01693878
6413	-92,01586685
6414	-92,01482876
6415	-92,0137316
6416	-92,01255178
6417	-92,01131301
6418	-92,01007939
6419	-92,00896427
6420	-92,00812457
6421	-92,00759853
6422	-92,00734869
6423	-92,00742745
6424	-92,00785263
6425	-92,00852833
6426	-92,00940628
6427	-92,01038829
6428	-92,01139606
6429	-92,01243258
6430	-92,01350825
6431	-92,014636
6432	-92,01582255
6433	-92,01709882
6434	-92,01839458
6435	-92,01955878
6436	-92,02051736
6437	-92,02125993
6438	-92,02167641
6439	-92,0216827
6440	-92,02133578
6441	-92,02070581
6442	-92,01993309
6443	-92,01913166
6444	-92,01828264
6445	-92,0173539
6446	-92,01632374
6447	-92,01517971
6448	-92,01392209
6449	-92,01259218
6450	-92,01128129
6451	-92,01008919
6452	-92,00913271
6453	-92,00854119
6454	-92,00832921
6455	-92,00842086
6456	-92,0087945
6457	-92,00941992
6458	-92,01018487
6459	-92,01112549
6460	-92,0123467
6461	-92,01386991
6462	-92,01564443
6463	-92,01756124
6464	-92,01954872
6465	-92,0214995
6466	-92,02331697
6467	-92,02490885
6468	-92,02623401
6469	-92,02731826
6470	-92,02818968
6471	-92,02885908
6472	-92,02937564
6473	-92,02982652
6474	-92,03022853
6475	-92,03053251
6476	-92,03073233
6477	-92,03087101
6478	-92,03101831
6479	-92,03119373
6480	-92,03151134
6481	-92,03206146
6482	-92,03285221
6483	-92,0339251
6484	-92,03530269
6485	-92,03696445
6486	-92,03884132
6487	-92,04088447
6488	-92,04303457
6489	-92,04516737
6490	-92,04713842
6491	-92,0488707
6492	-92,05031711
6493	-92,05150048
6494	-92,0524561
6495	-92,05311015
6496	-92,05344526
6497	-92,05349005
6498	-92,05319204
6499	-92,0524635
6500	-92,05126286
6501	-92,04958491
6502	-92,04729256
6503	-92,04441877
6504	-92,04121886
6505	-92,03790947
6506	-92,0346268
6507	-92,03149706
6508	-92,02849847
6509	-92,02564323
6510	-92,02305516
6511	-92,02076596
6512	-92,01873536
6513	-92,01691966
6514	-92,01537171
6515	-92,01409381
6516	-92,01312895
6517	-92,01272875
6518	-92,01292073
6519	-92,01348639
6520	-92,01431126
6521	-92,01530302
6522	-92,01637898
6523	-92,01746612
6524	-92,01841315
6525	-92,01910765
6526	-92,01958883
6527	-92,0200059
6528	-92,0204826
6529	-92,02106733
6530	-92,02182333
6531	-92,02275935
6532	-92,02375647
6533	-92,02471556
6534	-92,02566729
6535	-92,02670281
6536	-92,02783641
6537	-92,02899034
6538	-92,03018655
6539	-92,0315266
6540	-92,03300213
6541	-92,03453881
6542	-92,03602879
6543	-92,03741731
6544	-92,03860763
6545	-92,03953011
6546	-92,04021089
6547	-92,04071315
6548	-92,04115268
6549	-92,04156069
6550	-92,04181494
6551	-92,04181034
6552	-92,04161383
6553	-92,04129289
6554	-92,04084055
6555	-92,04022842
6556	-92,0394169
6557	-92,03832265
6558	-92,03692739
6559	-92,03534562
6560	-92,03366246
6561	-92,03180565
6562	-92,02968093
6563	-92,02724157
6564	-92,02443408
6565	-92,02130606
6566	-92,01799047
6567	-92,01463597
6568	-92,01137328
6569	-92,00830477
6570	-92,00552888
6571	-92,00308458
6572	-92,00100653
6573	-91,99929956
6574	-91,9979173
6575	-91,99680817
6576	-91,99595655
6577	-91,99532737
6578	-91,99493891
6579	-91,99486813
6580	-91,99510682
6581	-91,99569265
6582	-91,99656649
6583	-91,9976057
6584	-91,9986236
6585	-91,9994729
6586	-92,00010468
6587	-92,0004742
6588	-92,00053862
6589	-92,00017546
6590	-91,99939666
6591	-91,99837875
6592	-91,99724702
6593	-91,99600163
6594	-91,99462952
6595	-91,99309381
6596	-91,9913051
6597	-91,98923038
6598	-91,98687661
6599	-91,98443345
6600	-91,98210728
6601	-91,9800274
6602	-91,97830848
6603	-91,97701083
6604	-91,976279
6605	-91,97610966
6606	-91,97636329
6607	-91,9770046
6608	-91,97795249
6609	-91,97910585
6610	-91,98047074
6611	-91,98204736
6612	-91,98380277
6613	-91,98570184
6614	-91,98759038
6615	-91,98934605
6616	-91,99091323
6617	-91,99222285
6618	-91,99321511
6619	-91,99388349
6620	-91,99438477
6621	-91,9948036
6622	-91,9951312
6623	-91,99536098
6624	-91,99549323
6625	-91,99552344
6626	-91,99548646
6627	-91,99541958
6628	-91,99538139
6629	-91,99550859
6630	-91,99590787
6631	-91,9965739
6632	-91,99755727
6633	-91,99888156
6634	-92,0003959
6635	-92,00182081
6636	-92,00300504
6637	-92,0039257
6638	-92,00467788
6639	-92,00536969
6640	-92,00610346
6641	-92,00699119
6642	-92,00811207
6643	-92,00942608
6644	-92,01081138
6645	-92,01215648
6646	-92,01342401
6647	-92,01451746
6648	-92,0153974
6649	-92,01615371
6650	-92,01690799
6651	-92,01772728
6652	-92,01855277
6653	-92,01935533
6654	-92,0201884
6655	-92,02107132
6656	-92,02189565
6657	-92,02255029
6658	-92,02298385
6659	-92,02316333
6660	-92,02309988
6661	-92,02285186
6662	-92,02254656
6663	-92,0223036
6664	-92,02227527
6665	-92,02263974
6666	-92,02341776
6667	-92,02454086
6668	-92,02579775
6669	-92,0269498
6670	-92,02780811
6671	-92,02831748
6672	-92,02849983
6673	-92,02838722
6674	-92,02806491
6675	-92,02756596
6676	-92,02695235
6677	-92,02629667
6678	-92,02564866
6679	-92,02501905
6680	-92,02432045
6681	-92,02363056
6682	-92,02315638
6683	-92,02310382
6684	-92,02371597
6685	-92,02513006
6686	-92,02729834
6687	-92,03020111
6688	-92,03384574
6689	-92,03814815
6690	-92,04306486
6691	-92,04842194
6692	-92,05394529
6693	-92,05946341
6694	-92,06481594
6695	-92,06986245
6696	-92,0743639
6697	-92,07810472
6698	-92,08105176
6699	-92,08304822
6700	-92,08394541
6701	-92,0838443
6702	-92,08282914
6703	-92,08083721
6704	-92,077928
6705	-92,07418937
6706	-92,0697183
6707	-92,06475658
6708	-92,05949095
6709	-92,05402888
6710	-92,04846857
6711	-92,04294853
6712	-92,03759846
6713	-92,03248345
6714	-92,02772146
6715	-92,023494
6716	-92,0198361
6717	-92,01664192
6718	-92,01395611
6719	-92,01176967
6720	-92,01001956
6721	-92,00871535
6722	-92,00774178
6723	-92,00693921
6724	-92,00617073
6725	-92,00537939
6726	-92,00458165
6727	-92,00383669
6728	-92,00314667
6729	-92,00240388
6730	-92,00152338
6731	-92,00044194
6732	-91,99912385
6733	-91,99757109
6734	-91,99581357
6735	-91,99384335
6736	-91,99165365
6737	-91,98930273
6738	-91,98678772
6739	-91,98412298
6740	-91,98140616
6741	-91,97866221
6742	-91,97586189
6743	-91,97300376
6744	-91,9701785
6745	-91,9674552
6746	-91,96487141
6747	-91,96256163
6748	-91,96065936
6749	-91,9592223
6750	-91,9582819
6751	-91,9578426
6752	-91,95781844
6753	-91,95814662
6754	-91,95878976
6755	-91,95966919
6756	-91,96074181
6757	-91,96199899
6758	-91,96346525
6759	-91,96517959
6760	-91,96714911
6761	-91,96939497
6762	-91,9719213
6763	-91,97464275
6764	-91,97738535
6765	-91,97998233
6766	-91,98230145
6767	-91,98428605
6768	-91,98593771
6769	-91,98721011
6770	-91,98800159
6771	-91,98831816
6772	-91,9881389
6773	-91,98750126
6774	-91,98641896
6775	-91,98484661
6776	-91,98284149
6777	-91,98048464
6778	-91,97784644
6779	-91,97511133
6780	-91,97244487
6781	-91,96999305
6782	-91,96790101
6783	-91,9662011
6784	-91,96494112
6785	-91,96423867
6786	-91,96410282
6787	-91,96456809
6788	-91,9655644
6789	-91,96692103
6790	-91,9685329
6791	-91,97022255
6792	-91,97175438
6793	-91,972881
6794	-91,97339274
6795	-91,97318342
6796	-91,97215028
6797	-91,9702404
6798	-91,96745617
6799	-91,96390399
6800	-91,9597126
6801	-91,95501367
6802	-91,9499024
6803	-91,94450298
6804	-91,93900178
6805	-91,93356855
