stp2loop16-63um-in-loop1pts-10um-25deg-250rpm05/12/202208:50:59	
Time (seconds)	Raw Heat Rate (uJ / s)
11659	-92,06884371
11660	-92,06749896
11661	-92,0661366
11662	-92,06475311
11663	-92,06333861
11664	-92,06190748
11665	-92,06046412
11666	-92,05901398
11667	-92,05747286
11668	-92,05574208
11669	-92,05382772
11670	-92,05184813
11671	-92,0499312
11672	-92,0481801
11673	-92,04667688
11674	-92,04538851
11675	-92,04426744
11676	-92,04327525
11677	-92,04245851
11678	-92,04182511
11679	-92,04130517
11680	-92,04085017
11681	-92,04047883
11682	-92,04027148
11683	-92,04025438
11684	-92,04040467
11685	-92,04069229
11686	-92,04110232
11687	-92,04159374
11688	-92,04212729
11689	-92,04273374
11690	-92,04338277
11691	-92,04399819
11692	-92,044474
11693	-92,04478982
11694	-92,0450034
11695	-92,04510622
11696	-92,04503929
11697	-92,0447676
11698	-92,0442861
11699	-92,04359863
11700	-92,04268576
11701	-92,04157667
11702	-92,04030587
11703	-92,03894714
11704	-92,03758974
11705	-92,03629592
11706	-92,03510022
11707	-92,03405139
11708	-92,03320007
11709	-92,03247875
11710	-92,03188961
11711	-92,03154511
11712	-92,03153332
11713	-92,03188792
11714	-92,03261727
11715	-92,03368755
11716	-92,03500655
11717	-92,03656909
11718	-92,03834642
11719	-92,04027378
11720	-92,04232884
11721	-92,04448807
11722	-92,0467128
11723	-92,04897931
11724	-92,05131068
11725	-92,05363779
11726	-92,05582171
11727	-92,05771164
11728	-92,05924566
11729	-92,06046118
11730	-92,06148213
11731	-92,06245245
11732	-92,06338779
11733	-92,06430742
11734	-92,06515629
11735	-92,06587146
11736	-92,06640336
11737	-92,0667609
11738	-92,06704288
11739	-92,06729941
11740	-92,06762703
11741	-92,06804954
11742	-92,06855652
11743	-92,06914374
11744	-92,06977195
11745	-92,07038251
11746	-92,07090249
11747	-92,07130921
11748	-92,07160589
11749	-92,07189253
11750	-92,07222754
11751	-92,07263891
11752	-92,0731331
11753	-92,07361659
11754	-92,07404265
11755	-92,07438593
11756	-92,07469032
11757	-92,07503705
11758	-92,07544314
11759	-92,07587419
11760	-92,07624007
11761	-92,07652369
11762	-92,0767471
11763	-92,07687974
11764	-92,07689341
11765	-92,07685277
11766	-92,0768675
11767	-92,07698898
11768	-92,07722791
11769	-92,07762144
11770	-92,07815614
11771	-92,07880579
11772	-92,07958483
11773	-92,08048186
11774	-92,08146767
11775	-92,08261998
11776	-92,08392996
11777	-92,08534891
11778	-92,08684897
11779	-92,0883595
11780	-92,08973437
11781	-92,0908614
11782	-92,09174784
11783	-92,09254048
11784	-92,09334299
11785	-92,09419229
11786	-92,09516247
11787	-92,09625035
11788	-92,09738031
11789	-92,09853303
11790	-92,09969767
11791	-92,10084102
11792	-92,10196762
11793	-92,10315134
11794	-92,10458854
11795	-92,10652913
11796	-92,10897713
11797	-92,11175776
11798	-92,11463183
11799	-92,1174232
11800	-92,12006895
11801	-92,12243735
11802	-92,12443154
11803	-92,12616726
11804	-92,12776404
11805	-92,12931028
11806	-92,1309265
11807	-92,13259483
11808	-92,13414425
11809	-92,13530267
11810	-92,13576298
11811	-92,13549808
11812	-92,13470911
11813	-92,13349547
11814	-92,13193215
11815	-92,13013084
11816	-92,12823686
11817	-92,1263709
11818	-92,12453084
11819	-92,12269245
11820	-92,12076503
11821	-92,11866058
11822	-92,11639915
11823	-92,11414266
11824	-92,11209017
11825	-92,11047295
11826	-92,10937197
11827	-92,10865909
11828	-92,10823403
11829	-92,10803845
11830	-92,10800014
11831	-92,10803969
11832	-92,10811819
11833	-92,10826615
11834	-92,10846876
11835	-92,10869857
11836	-92,1089245
11837	-92,10912531
11838	-92,10922972
11839	-92,10916843
11840	-92,10888937
11841	-92,10839862
11842	-92,10778885
11843	-92,10719476
11844	-92,10672432
11845	-92,10645672
11846	-92,1063817
11847	-92,10638307
11848	-92,10628759
11849	-92,10603427
11850	-92,10569686
11851	-92,10544243
11852	-92,10534867
11853	-92,10540428
11854	-92,10554483
11855	-92,10572243
11856	-92,10586839
11857	-92,10595669
11858	-92,10596612
11859	-92,10582045
11860	-92,10550946
11861	-92,10508834
11862	-92,10463052
11863	-92,10427001
11864	-92,10404367
11865	-92,10383394
11866	-92,10352021
11867	-92,10312889
11868	-92,10270405
11869	-92,10230783
11870	-92,10197074
11871	-92,10174261
11872	-92,10160744
11873	-92,10152568
11874	-92,10153563
11875	-92,1016085
11876	-92,10177625
11877	-92,10213816
11878	-92,10279214
11879	-92,10385443
11880	-92,10534602
11881	-92,10713254
11882	-92,1089675
11883	-92,11074043
11884	-92,11242524
11885	-92,11395535
11886	-92,11527357
11887	-92,11634099
11888	-92,11718825
11889	-92,11784754
11890	-92,11837909
11891	-92,11884788
11892	-92,11924881
11893	-92,11953722
11894	-92,11958507
11895	-92,11935567
11896	-92,1189553
11897	-92,11853955
11898	-92,11817849
11899	-92,11787195
11900	-92,11765695
11901	-92,11762054
11902	-92,11786951
11903	-92,11836044
11904	-92,11895755
11905	-92,11953057
11906	-92,11991156
11907	-92,1200564
11908	-92,11988008
11909	-92,11935456
11910	-92,11856415
11911	-92,11751761
11912	-92,11624972
11913	-92,11485468
11914	-92,11333882
11915	-92,11164679
11916	-92,1097199
11917	-92,10751324
11918	-92,10504854
11919	-92,10241662
11920	-92,09967889
11921	-92,09691073
11922	-92,09416783
11923	-92,0915277
11924	-92,08910812
11925	-92,08688785
11926	-92,08485871
11927	-92,0830557
11928	-92,08145098
11929	-92,08003396
11930	-92,07888805
11931	-92,07807423
11932	-92,07757392
11933	-92,07735663
11934	-92,07730129
11935	-92,07731824
11936	-92,07737795
11937	-92,07746292
11938	-92,07760544
11939	-92,07780767
11940	-92,07814767
11941	-92,07864195
11942	-92,07916471
11943	-92,07961889
11944	-92,0800209
11945	-92,08036506
11946	-92,0806733
11947	-92,08100272
11948	-92,08139628
11949	-92,08197695
11950	-92,08281458
11951	-92,08387895
11952	-92,08506024
11953	-92,08624942
11954	-92,08743982
11955	-92,08866289
11956	-92,08996411
11957	-92,09140404
11958	-92,09297206
11959	-92,09464609
11960	-92,09642683
11961	-92,0982957
11962	-92,10030072
11963	-92,10246856
11964	-92,10474538
11965	-92,10712982
11966	-92,10965706
11967	-92,11238794
11968	-92,11535299
11969	-92,11852484
11970	-92,12178773
11971	-92,12505523
11972	-92,12836031
11973	-92,13180054
11974	-92,13534837
11975	-92,13895035
11976	-92,14248191
11977	-92,14574206
11978	-92,14859852
11979	-92,15103159
11980	-92,15300192
11981	-92,15449727
11982	-92,15556608
11983	-92,15624372
11984	-92,15649494
11985	-92,15633595
11986	-92,15583989
11987	-92,15503337
11988	-92,15395209
11989	-92,15266147
11990	-92,15118641
11991	-92,14961766
11992	-92,14806476
11993	-92,14658448
11994	-92,14517172
11995	-92,14387921
11996	-92,14280263
11997	-92,14196034
11998	-92,1413281
11999	-92,1409276
12000	-92,14078115
12001	-92,1408692
12002	-92,1411541
12003	-92,14155742
12004	-92,14205578
12005	-92,1426577
12006	-92,14337174
12007	-92,14419778
12008	-92,14519312
12009	-92,14637298
12010	-92,14733524
12011	-92,14696555
12012	-92,14270507
12013	-92,13100743
12014	-92,10662018
12015	-92,05568618
12016	-91,96128477
12017	-91,81240358
12018	-91,59226204
12019	-91,29665469
12020	-90,93493602
12021	-90,50824704
12022	-90,02623423
12023	-89,50229436
12024	-88,93995734
12025	-88,34577291
12026	-87,72844519
12027	-87,09278374
12028	-86,44686063
12029	-85,80147708
12030	-85,17344674
12031	-84,58369006
12032	-84,04707205
12033	-83,58367381
12034	-83,20075988
12035	-82,89092383
12036	-82,65608063
12037	-82,48866554
12038	-82,37575629
12039	-82,31511525
12040	-82,30318757
12041	-82,3333437
12042	-82,40243095
12043	-82,50823353
12044	-82,64564919
12045	-82,81017719
12046	-82,99973812
12047	-83,21050358
12048	-83,437408
12049	-83,67918955
12050	-83,93370793
12051	-84,1957854
12052	-84,46472831
12053	-84,7396935
12054	-85,01735143
12055	-85,29629034
12056	-85,5749582
12057	-85,8521131
12058	-86,12630687
12059	-86,39639536
12060	-86,66188772
12061	-86,92027192
12062	-87,17210691
12063	-87,4185322
12064	-87,65712599
12065	-87,88751633
12066	-88,11032149
12067	-88,32377441
12068	-88,52866778
12069	-88,72651796
12070	-88,91484967
12071	-89,09385354
12072	-89,26596851
12073	-89,42983039
12074	-89,58501715
12075	-89,73387886
12076	-89,87664423
12077	-90,0117277
12078	-90,13993788
12079	-90,26156352
12080	-90,37639979
12081	-90,4862092
12082	-90,59114494
12083	-90,69007447
12084	-90,78366209
12085	-90,87282352
12086	-90,95718017
12087	-91,03635304
12088	-91,11057501
12089	-91,18051986
12090	-91,24568547
12091	-91,30647253
12092	-91,36377916
12093	-91,41714204
12094	-91,46699363
12095	-91,51391863
12096	-91,55726147
12097	-91,59710266
12098	-91,63414063
12099	-91,66820409
12100	-91,69943304
12101	-91,7284569
12102	-91,75514543
12103	-91,77961002
12104	-91,80225309
12105	-91,82328218
12106	-91,84257826
12107	-91,8601826
12108	-91,87632205
12109	-91,8908399
12110	-91,90397812
12111	-91,9161283
12112	-91,92736271
12113	-91,93767216
12114	-91,94713145
12115	-91,95591396
12116	-91,96405241
12117	-91,97178567
12118	-91,9793261
12119	-91,98667671
12120	-91,99384206
12121	-92,0009007
12122	-92,0078156
12123	-92,01461435
12124	-92,02128281
12125	-92,02766644
12126	-92,03368832
12127	-92,03932716
12128	-92,04452907
12129	-92,04926833
12130	-92,05359967
12131	-92,05762687
12132	-92,06130497
12133	-92,06455764
12134	-92,06738072
12135	-92,06969177
12136	-92,07144954
12137	-92,0727366
12138	-92,07361715
12139	-92,07424264
12140	-92,07482562
12141	-92,07544016
12142	-92,07619847
12143	-92,07712882
12144	-92,07817285
12145	-92,07932505
12146	-92,08049243
12147	-92,08155691
12148	-92,08247778
12149	-92,08325362
12150	-92,08396949
12151	-92,08470593
12152	-92,08549774
12153	-92,08640287
12154	-92,08737005
12155	-92,08818658
12156	-92,08875936
12157	-92,08906778
12158	-92,08919809
12159	-92,0893084
12160	-92,08946448
12161	-92,08969565
12162	-92,09003759
12163	-92,09045617
12164	-92,0909311
12165	-92,09139204
12166	-92,09173102
12167	-92,09189477
12168	-92,0917921
12169	-92,0913809
12170	-92,09074919
12171	-92,0900388
12172	-92,08930122
12173	-92,0885054
12174	-92,08750931
12175	-92,08621831
12176	-92,08461783
12177	-92,08266875
12178	-92,08043752
12179	-92,07799542
12180	-92,07542105
12181	-92,07283498
12182	-92,07027203
12183	-92,06770505
12184	-92,06511915
12185	-92,06252268
12186	-92,05991496
12187	-92,0572576
12188	-92,05452836
12189	-92,05184918
12190	-92,0492776
12191	-92,04682616
12192	-92,04454584
12193	-92,04239505
12194	-92,04027385
12195	-92,03813127
12196	-92,03594775
12197	-92,03362225
12198	-92,03105867
12199	-92,02830562
12200	-92,02537995
12201	-92,02233367
12202	-92,01924219
12203	-92,01614413
12204	-92,01307752
12205	-92,01004456
12206	-92,00696795
12207	-92,00378524
12208	-92,00052787
12209	-91,99728671
12210	-91,99408384
12211	-91,99095059
12212	-91,98802508
12213	-91,98546107
12214	-91,98327187
12215	-91,98144923
12216	-91,97992658
12217	-91,97865831
12218	-91,97763189
12219	-91,9767041
12220	-91,97579279
12221	-91,97497074
12222	-91,97431992
12223	-91,97386855
12224	-91,973617
12225	-91,97357987
12226	-91,97375565
12227	-91,97418711
12228	-91,97491102
12229	-91,97593459
12230	-91,97719629
12231	-91,97860118
12232	-91,98002347
12233	-91,98136161
12234	-91,98261041
12235	-91,9838781
12236	-91,98525026
12237	-91,98675825
12238	-91,98832263
12239	-91,98986248
12240	-91,99135229
12241	-91,99269416
12242	-91,99373799
12243	-91,99442954
12244	-91,99484301
12245	-91,99510365
12246	-91,99528507
12247	-91,99547974
12248	-91,99572665
12249	-91,99599617
12250	-91,99614494
12251	-91,99608893
12252	-91,9958507
12253	-91,99554618
12254	-91,99528188
12255	-91,99508427
12256	-91,99501104
12257	-91,99515689
12258	-91,9956033
12259	-91,99632697
12260	-91,99723192
12261	-91,99830173
12262	-91,99945526
12263	-92,00062118
12264	-92,00182825
12265	-92,00314721
12266	-92,00453338
12267	-92,0059487
12268	-92,00737351
12269	-92,00872203
12270	-92,00993634
12271	-92,01095088
12272	-92,01175122
12273	-92,01229068
12274	-92,01251061
12275	-92,01247639
12276	-92,01216681
12277	-92,01155875
12278	-92,01078683
12279	-92,00997876
12280	-92,0092215
12281	-92,00858351
12282	-92,00804111
12283	-92,0075854
12284	-92,00728922
12285	-92,00719521
12286	-92,00733294
12287	-92,00769995
12288	-92,00833392
12289	-92,00930562
12290	-92,0105963
12291	-92,01234067
12292	-92,01472849
12293	-92,01767904
12294	-92,02111392
12295	-92,02491146
12296	-92,02896242
12297	-92,03326734
12298	-92,0377564
12299	-92,04231983
12300	-92,04694205
12301	-92,0516057
12302	-92,05622599
12303	-92,06069663
12304	-92,06492444
12305	-92,0688166
12306	-92,07216607
12307	-92,07482386
12308	-92,07687401
12309	-92,07833106
12310	-92,07926382
12311	-92,07973961
12312	-92,07976012
12313	-92,07936755
12314	-92,07865137
12315	-92,0776245
12316	-92,07633212
12317	-92,07490355
12318	-92,07341467
12319	-92,07188262
12320	-92,07032277
12321	-92,068784
12322	-92,06731173
12323	-92,06583539
12324	-92,06433763
12325	-92,06282424
12326	-92,06135743
12327	-92,06002809
12328	-92,05890206
12329	-92,05792273
12330	-92,05701735
12331	-92,05613146
12332	-92,05521228
12333	-92,05420437
12334	-92,05314982
12335	-92,05223753
12336	-92,05160471
12337	-92,0512928
12338	-92,05127264
12339	-92,05153223
12340	-92,05213132
12341	-92,0531388
12342	-92,05446885
12343	-92,05596085
12344	-92,05761918
12345	-92,0594785
12346	-92,0615103
12347	-92,0637013
12348	-92,06611659
12349	-92,06874712
12350	-92,07146152
12351	-92,07415584
12352	-92,07687118
12353	-92,07978178
12354	-92,08292875
12355	-92,08624389
12356	-92,08952225
12357	-92,09259641
12358	-92,09544207
12359	-92,09801969
12360	-92,10032843
12361	-92,10240407
12362	-92,10422684
12363	-92,10576429
12364	-92,10702663
12365	-92,10811887
12366	-92,10916769
12367	-92,1101597
12368	-92,11103936
12369	-92,11179118
12370	-92,11235931
12371	-92,11275891
12372	-92,1131482
12373	-92,11370665
12374	-92,11453063
12375	-92,11566564
12376	-92,11715013
12377	-92,11898741
12378	-92,12108821
12379	-92,12334731
12380	-92,1256311
12381	-92,12782893
12382	-92,12992984
12383	-92,13190503
12384	-92,13371091
12385	-92,13538625
12386	-92,13702906
12387	-92,13865269
12388	-92,14014513
12389	-92,1414678
12390	-92,14263841
12391	-92,14366561
12392	-92,14462175
12393	-92,1456488
12394	-92,14677643
12395	-92,14799149
12396	-92,14934031
12397	-92,15077081
12398	-92,15221174
12399	-92,15359972
12400	-92,15481824
12401	-92,15574974
12402	-92,15635041
12403	-92,15671665
12404	-92,15690157
12405	-92,1568259
12406	-92,15648631
12407	-92,15588254
12408	-92,15499057
12409	-92,15387737
12410	-92,1526558
12411	-92,15137251
12412	-92,15009789
12413	-92,14898086
12414	-92,14814275
12415	-92,14769524
12416	-92,14778588
12417	-92,14845297
12418	-92,14964567
12419	-92,1514012
12420	-92,15374974
12421	-92,15656395
12422	-92,15970737
12423	-92,16304261
12424	-92,16651043
12425	-92,17005497
12426	-92,17354999
12427	-92,17686415
12428	-92,17988377
12429	-92,18260579
12430	-92,18501979
12431	-92,18702275
12432	-92,18856757
12433	-92,18960688
12434	-92,19000208
12435	-92,18977432
12436	-92,18905602
12437	-92,18798191
12438	-92,18670549
12439	-92,18518444
12440	-92,18333768
12441	-92,18120377
12442	-92,1789299
12443	-92,17656574
12444	-92,17406461
12445	-92,17143448
12446	-92,16873155
12447	-92,16605
12448	-92,16348381
12449	-92,16107582
12450	-92,1587077
12451	-92,1562511
12452	-92,15366119
12453	-92,1508898
12454	-92,14803434
12455	-92,14515643
12456	-92,14223099
12457	-92,13918407
12458	-92,13593417
12459	-92,13252773
12460	-92,12895804
12461	-92,12512562
12462	-92,12098503
12463	-92,11654196
12464	-92,11184024
12465	-92,10698053
12466	-92,10211621
12467	-92,09734149
12468	-92,09276677
12469	-92,08846034
12470	-92,08445502
12471	-92,08077004
12472	-92,07739912
12473	-92,07443794
12474	-92,07192719
12475	-92,06998525
12476	-92,06869462
12477	-92,06802809
12478	-92,06799195
12479	-92,06858517
12480	-92,0697969
12481	-92,07159421
12482	-92,07384851
12483	-92,07633752
12484	-92,07885685
12485	-92,08133264
12486	-92,083777
12487	-92,08615395
12488	-92,08833907
12489	-92,09025308
12490	-92,09176681
12491	-92,09289243
12492	-92,09373761
12493	-92,094252
12494	-92,09439583
12495	-92,0941835
12496	-92,09355664
12497	-92,09257165
12498	-92,09138957
12499	-92,09014885
12500	-92,0889096
12501	-92,08769504
12502	-92,0866068
12503	-92,08574945
12504	-92,08510354
12505	-92,08461508
12506	-92,08418763
12507	-92,08370529
12508	-92,08320851
12509	-92,08281541
12510	-92,08266402
12511	-92,08285678
12512	-92,08329737
12513	-92,08380879
12514	-92,08424765
12515	-92,08453152
12516	-92,08466837
12517	-92,08466469
12518	-92,08450762
12519	-92,08421345
12520	-92,08387143
12521	-92,08354558
12522	-92,08325658
12523	-92,08297138
12524	-92,08257596
12525	-92,08193614
12526	-92,08100884
12527	-92,07991405
12528	-92,0788635
12529	-92,07805591
12530	-92,07758665
12531	-92,07740657
12532	-92,07742294
12533	-92,07757276
12534	-92,07787841
12535	-92,07829071
12536	-92,07878859
12537	-92,0793784
12538	-92,08002273
12539	-92,08071436
12540	-92,08148545
12541	-92,08238031
12542	-92,08341483
12543	-92,08448112
12544	-92,08549992
12545	-92,08647396
12546	-92,08741983
12547	-92,0883685
12548	-92,08933743
12549	-92,09021882
12550	-92,09098199
12551	-92,09167506
12552	-92,09238183
12553	-92,09321882
12554	-92,09426099
12555	-92,09547628
12556	-92,09677784
12557	-92,09807152
12558	-92,09935028
12559	-92,10062747
12560	-92,10189682
12561	-92,10318206
12562	-92,1045211
12563	-92,10592787
12564	-92,10743802
12565	-92,10905822
12566	-92,1107853
12567	-92,11257946
12568	-92,11436853
12569	-92,11605057
12570	-92,11753824
12571	-92,11883428
12572	-92,1199641
12573	-92,1209287
12574	-92,12171252
12575	-92,12227337
12576	-92,12253876
12577	-92,12243104
12578	-92,12193557
12579	-92,12103106
12580	-92,11975227
12581	-92,11814418
12582	-92,11621964
12583	-92,11398738
12584	-92,1115323
12585	-92,10899719
12586	-92,10641854
12587	-92,10385183
12588	-92,1013939
12589	-92,09906003
12590	-92,0968659
12591	-92,09486744
12592	-92,09303705
12593	-92,09135285
12594	-92,08989225
12595	-92,08866488
12596	-92,08763555
12597	-92,08678073
12598	-92,08611718
12599	-92,08564292
12600	-92,08529028
12601	-92,08504218
12602	-92,08484403
12603	-92,0846383
12604	-92,08443924
12605	-92,08431006
12606	-92,08421754
12607	-92,08419021
12608	-92,08432039
12609	-92,08463242
12610	-92,08480434
12611	-92,08348085
12612	-92,07815848
12613	-92,06568915
12614	-92,03769688
12615	-91,98074874
12616	-91,88242484
12617	-91,7241825
12618	-91,49703488
12619	-91,20490775
12620	-90,85049363
12621	-90,43439526
12622	-89,96465901
12623	-89,45315797
12624	-88,90265904
12625	-88,31966832
12626	-87,71344771
12627	-87,08883724
12628	-86,45369232
12629	-85,8220296
12630	-85,21082059
12631	-84,63552202
12632	-84,11829595
12633	-83,6711952
12634	-83,29322318
12635	-82,984184
12636	-82,744936
12637	-82,57024204
12638	-82,44990647
12639	-82,38132209
12640	-82,35936902
12641	-82,37858264
12642	-82,43752707
12643	-82,53055909
12644	-82,65417363
12645	-82,80525936
12646	-82,97937409
12647	-83,17478037
12648	-83,38833837
12649	-83,61517307
12650	-83,85253746
12651	-84,10049021
12652	-84,35599424
12653	-84,61532452
12654	-84,87955273
12655	-85,1472064
12656	-85,41389146
12657	-85,67973969
12658	-85,94512896
12659	-86,20596924
12660	-86,46272436
12661	-86,71617125
12662	-86,96257148
12663	-87,20148765
12664	-87,4354512
12665	-87,66410705
12666	-87,88436074
12667	-88,09702252
12668	-88,30363642
12669	-88,501551
12670	-88,69159393
12671	-88,87526593
12672	-89,05033778
12673	-89,21777745
12674	-89,37915574
12675	-89,53243985
12676	-89,67843729
12677	-89,81861917
12678	-89,95254701
12679	-90,07979023
12680	-90,20055378
12681	-90,31562629
12682	-90,42416912
12683	-90,52677413
12684	-90,6245445
12685	-90,71644185
12686	-90,80304946
12687	-90,88533163
12688	-90,96235704
12689	-91,0345686
12690	-91,10291167
12691	-91,16679496
12692	-91,22651025
12693	-91,28311604
12694	-91,33627762
12695	-91,38594358
12696	-91,43289527
12697	-91,47728337
12698	-91,51869679
12699	-91,55741801
12700	-91,59392668
12701	-91,62789774
12702	-91,65968053
12703	-91,68979342
12704	-91,71797705
12705	-91,74440623
12706	-91,76938518
12707	-91,79288609
12708	-91,81472511
12709	-91,8350464
12710	-91,85415805
12711	-91,87191167
12712	-91,88839994
12713	-91,90378717
12714	-91,91797968
12715	-91,93109326
12716	-91,94335373
12717	-91,95463963
12718	-91,96487224
12719	-91,9742198
12720	-91,98266717
12721	-91,99023484
12722	-91,99697288
12723	-92,00288919
12724	-92,0079381
12725	-92,01216263
12726	-92,01570821
12727	-92,0186367
12728	-92,02104242
12729	-92,02299374
12730	-92,02453919
12731	-92,02561476
12732	-92,02615302
12733	-92,02619136
12734	-92,02579651
12735	-92,02510478
12736	-92,02428727
12737	-92,02346648
12738	-92,02276876
12739	-92,02227096
12740	-92,0219529
12741	-92,02183409
12742	-92,02190064
12743	-92,02216639
12744	-92,02263924
12745	-92,02328798
12746	-92,02407275
12747	-92,02503734
12748	-92,02631669
12749	-92,02799005
12750	-92,03006039
12751	-92,03251225
12752	-92,0353716
12753	-92,03857988
12754	-92,04203098
12755	-92,04572139
12756	-92,04957997
12757	-92,05350366
12758	-92,05745429
12759	-92,0614649
12760	-92,06558849
12761	-92,06988876
12762	-92,07431628
12763	-92,07872946
12764	-92,08298245
12765	-92,08693624
12766	-92,09045343
12767	-92,09346834
12768	-92,09595733
12769	-92,0979851
12770	-92,09959248
12771	-92,10081954
12772	-92,10176947
12773	-92,10248945
12774	-92,10299508
12775	-92,10320873
12776	-92,10303673
12777	-92,1023873
12778	-92,10115647
12779	-92,09931522
12780	-92,09682043
12781	-92,09381772
12782	-92,09042788
12783	-92,08669818
12784	-92,08265716
12785	-92,07830493
12786	-92,0737175
12787	-92,06889031
12788	-92,06386953
12789	-92,05870406
12790	-92,05343779
12791	-92,04818768
12792	-92,04311144
12793	-92,03834132
12794	-92,03392204
12795	-92,02995733
12796	-92,02632465
12797	-92,02291629
12798	-92,01964387
12799	-92,01638227
12800	-92,01305826
12801	-92,00958788
12802	-92,00600037
12803	-92,0022148
12804	-91,99818932
12805	-91,99398146
12806	-91,98959444
12807	-91,98510515
12808	-91,98061516
12809	-91,97617515
12810	-91,97179432
12811	-91,96751613
12812	-91,96329881
12813	-91,95914157
12814	-91,95517542
12815	-91,95153967
12816	-91,94831242
12817	-91,94554825
12818	-91,94333244
12819	-91,94167841
12820	-91,94051689
12821	-91,93978693
12822	-91,93942931
12823	-91,93938471
12824	-91,93948539
12825	-91,93956948
12826	-91,93954159
12827	-91,93941239
12828	-91,93931686
12829	-91,93930684
12830	-91,9394407
12831	-91,93974431
12832	-91,94019505
12833	-91,94071685
12834	-91,94117335
12835	-91,94149256
12836	-91,94164431
12837	-91,94151883
12838	-91,94104353
12839	-91,94027829
12840	-91,93936662
12841	-91,93850893
12842	-91,93781909
12843	-91,93723575
12844	-91,93672258
12845	-91,93617182
12846	-91,93545071
12847	-91,93441536
12848	-91,93299427
12849	-91,93125509
12850	-91,92934002
12851	-91,92736425
12852	-91,92547426
12853	-91,92377368
12854	-91,92233912
12855	-91,92119598
12856	-91,92025384
12857	-91,91938333
12858	-91,91845797
12859	-91,91735074
12860	-91,91607832
12861	-91,91479788
12862	-91,91370121
12863	-91,91293837
12864	-91,91247939
12865	-91,91225212
12866	-91,91223855
12867	-91,91241625
12868	-91,91271253
12869	-91,913076
12870	-91,91345422
12871	-91,91383124
12872	-91,91425596
12873	-91,9148269
12874	-91,91560857
12875	-91,91662229
12876	-91,91784483
12877	-91,91919169
12878	-91,9206962
12879	-91,92242406
12880	-91,92428613
12881	-91,92625319
12882	-91,92827793
12883	-91,93032596
12884	-91,93238238
12885	-91,93437671
12886	-91,93623518
12887	-91,93788821
12888	-91,93937535
12889	-91,94078757
12890	-91,94213965
12891	-91,94341483
12892	-91,94461276
12893	-91,9456496
12894	-91,946537
12895	-91,94741346
12896	-91,94826067
12897	-91,94904255
12898	-91,94978789
12899	-91,9506106
12900	-91,95167364
12901	-91,95302349
12902	-91,9546698
12903	-91,95653906
12904	-91,95852939
12905	-91,9605719
12906	-91,96258604
12907	-91,96452479
12908	-91,96639767
12909	-91,96817049
12910	-91,96987465
12911	-91,971644
12912	-91,97354366
12913	-91,97561129
12914	-91,97779524
12915	-91,9800306
12916	-91,98233041
12917	-91,9847708
12918	-91,98740212
12919	-91,99022013
12920	-91,99319787
12921	-91,99624336
12922	-91,99934079
12923	-92,00247304
12924	-92,0056581
12925	-92,00885229
12926	-92,01192552
12927	-92,01481735
12928	-92,01748895
12929	-92,01997509
12930	-92,02230786
12931	-92,02449946
12932	-92,02648989
12933	-92,02825845
12934	-92,02987163
12935	-92,0314141
12936	-92,03308248
12937	-92,03490972
12938	-92,03685183
12939	-92,03889296
12940	-92,04099738
12941	-92,04312866
12942	-92,04529585
12943	-92,0474847
12944	-92,04960879
12945	-92,05159602
12946	-92,05337731
12947	-92,05489301
12948	-92,05607372
12949	-92,05698778
12950	-92,05771126
12951	-92,05819979
12952	-92,05849444
12953	-92,05867298
12954	-92,05871685
12955	-92,05858251
12956	-92,05833912
12957	-92,05806834
12958	-92,05785522
12959	-92,05779292
12960	-92,05798631
12961	-92,05866388
12962	-92,05997881
12963	-92,06191741
12964	-92,06431593
12965	-92,06699775
12966	-92,06987727
12967	-92,07287762
12968	-92,07597321
12969	-92,07922791
12970	-92,08274309
12971	-92,08653922
12972	-92,09045321
12973	-92,09429074
12974	-92,09791722
12975	-92,10115297
12976	-92,10376971
12977	-92,10563983
12978	-92,10683361
12979	-92,10756097
12980	-92,10805849
12981	-92,10847629
12982	-92,10878801
12983	-92,1088215
12984	-92,10843815
12985	-92,10755857
12986	-92,10620764
12987	-92,10460527
12988	-92,10295377
12989	-92,10134843
12990	-92,09991239
12991	-92,09873632
12992	-92,09781464
12993	-92,09710836
12994	-92,0964324
12995	-92,095601
12996	-92,09453245
12997	-92,09335487
12998	-92,09233606
12999	-92,09162553
13000	-92,0913106
13001	-92,09138584
13002	-92,09172803
13003	-92,09225087
13004	-92,09301453
13005	-92,09401088
13006	-92,09515455
13007	-92,09643014
13008	-92,0977734
13009	-92,09912343
13010	-92,10042159
13011	-92,10158105
13012	-92,10255839
13013	-92,10329571
13014	-92,10372783
13015	-92,1037749
13016	-92,10339517
13017	-92,10253189
13018	-92,10114263
13019	-92,09914322
13020	-92,09647114
13021	-92,0931704
13022	-92,08936389
13023	-92,0851425
13024	-92,08068593
13025	-92,07619852
13026	-92,07178672
13027	-92,06748448
13028	-92,06334582
13029	-92,05940133
13030	-92,0556369
13031	-92,05203087
13032	-92,04869867
13033	-92,04578777
13034	-92,04330793
13035	-92,04127742
13036	-92,03970487
13037	-92,03853205
13038	-92,03780434
13039	-92,03746433
13040	-92,03733441
13041	-92,03735688
13042	-92,03749537
13043	-92,03767122
13044	-92,03790348
13045	-92,03830379
13046	-92,03894927
13047	-92,03982335
13048	-92,04078828
13049	-92,04174359
13050	-92,04270691
13051	-92,04372881
13052	-92,04484236
