l4at56um-in-pool1pts-25deg-250rpm20/11/202208:07:50;;
Time (seconds);Raw Heat Rate (uJ / s);Raw Heat Rate (ucal / s)
18018;-91,94063115;-21,97433823
18019;-91,93350488;-21,97263501
18020;-91,92663954;-21,97099415
18021;-91,92028418;-21,96947519
18022;-91,9147643;-21,9681559
18023;-91,91023289;-21,96707287
18024;-91,90668169;-21,96622411
18025;-91,90418204;-21,96562668
18026;-91,90286615;-21,96531218
18027;-91,90320642;-21,9653935
18028;-91,90569815;-21,96598904
18029;-91,91056791;-21,96715294
18030;-91,91812346;-21,96895876
18031;-91,92824617;-21,97137815
18032;-91,94045387;-21,97429586
18033;-91,95429215;-21,97760329
18034;-91,96930897;-21,98119239
18035;-91,98495961;-21,98493298
18036;-92,00083424;-21,98872711
18037;-92,01667197;-21,99251242
18038;-92,03226356;-21,9962389
18039;-92,04747137;-21,99987365
18040;-92,06225438;-22,00340688
18041;-92,07653014;-22,00681887
18042;-92,09005345;-22,01005102
18043;-92,10282276;-22,01310295
18044;-92,11502454;-22,01601925
18045;-92,12666179;-22,01880062
18046;-92,13754894;-22,02140271
18047;-92,14758593;-22,02380161
18048;-92,15675997;-22,02599426
18049;-92,16498184;-22,02795933
18050;-92,17229687;-22,02970766
18051;-92,17881543;-22,03126564
18052;-92,18448916;-22,03262169
18053;-92,18936933;-22,03378808
18054;-92,19355999;-22,03478967
18055;-92,19703421;-22,03562003
18056;-92,19981241;-22,03628404
18057;-92,20198525;-22,03680336
18058;-92,20347973;-22,03716055
18059;-92,20423383;-22,03734078
18060;-92,20432657;-22,03736295
18061;-92,20388235;-22,03725678
18062;-92,20305943;-22,03706009
18063;-92,20197896;-22,03680185
18064;-92,20072435;-22,036502
18065;-92,19942247;-22,03619084
18066;-92,19813296;-22,03588264
18067;-92,19685257;-22,03557662
18068;-92,19556272;-22,03526834
18069;-92,19427569;-22,03496073
18070;-92,19304764;-22,03466722
18071;-92,19199804;-22,03441636
18072;-92,19119618;-22,03422471
18073;-92,190781;-22,03412548
18074;-92,19079455;-22,03412872
18075;-92,1911238;-22,03420741
18076;-92,19176218;-22,03435998
18077;-92,19264811;-22,03457173
18078;-92,19366688;-22,03481522
18079;-92,19475071;-22,03507426
18080;-92,19578148;-22,03532062
18081;-92,19665191;-22,03552866
18082;-92,19733368;-22,03569161
18083;-92,19780116;-22,03580334
18084;-92,19799405;-22,03584944
18085;-92,19788716;-22,03582389
18086;-92,19745321;-22,03572017
18087;-92,19665307;-22,03552894
18088;-92,19542309;-22,03523496
18089;-92,19375628;-22,03483659
18090;-92,19172574;-22,03435128
18091;-92,18927802;-22,03376626
18092;-92,18628941;-22,03305196
18093;-92,18267782;-22,03218877
18094;-92,17841427;-22,03116976
18095;-92,1735399;-22,03000476
18096;-92,16803261;-22,02868848
18097;-92,16188755;-22,02721978
18098;-92,15517875;-22,02561634
18099;-92,14798971;-22,02389811
18100;-92,14026765;-22,0220525
18101;-92,13209059;-22,02009813
18102;-92,12361059;-22,01807136
18103;-92,11474976;-22,01595358
18104;-92,10546824;-22,01373524
18105;-92,09576632;-22,01141643
18106;-92,08569507;-22,00900934
18107;-92,07543377;-22,00655683
18108;-92,06524254;-22,00412107
18109;-92,05529664;-22,00174394
18110;-92,04561587;-21,99943018
18111;-92,03638829;-21,99722473
18112;-92,02770224;-21,99514872
18113;-92,01946373;-21,99317967
18114;-92,01155791;-21,99129013
18115;-92,00402523;-21,98948978
18116;-91,9968008;-21,9877631
18117;-91,98979024;-21,98608753
18118;-91,98314415;-21,98449908
18119;-91,97695167;-21,98301904
18120;-91,97123692;-21,98165318
18121;-91,96600483;-21,98040268
18122;-91,96125404;-21,97926722
18123;-91,95690728;-21,97822832
18124;-91,95288126;-21,97726608
18125;-91,94914132;-21,97637221
18126;-91,94560624;-21,9755273
18127;-91,94228758;-21,97473413
18128;-91,93926224;-21,97401105
18129;-91,93666131;-21,97338941
18130;-91,93443201;-21,9728566
18131;-91,93240995;-21,97237332
18132;-91,93050688;-21,97191847
18133;-91,92871391;-21,97148994
18134;-91,9269881;-21,97107746
18135;-91,92527301;-21,97066755
18136;-91,92357783;-21,97026239
18137;-91,9218847;-21,96985772
18138;-91,92022864;-21,96946191
18139;-91,91870521;-21,9690978
18140;-91,91738605;-21,96878252
18141;-91,91621378;-21,96850234
18142;-91,91503582;-21,9682208
18143;-91,91385658;-21,96793895
18144;-91,91272491;-21,96766848
18145;-91,91171858;-21,96742796
18146;-91,9109597;-21,96724658
18147;-91,91050043;-21,96713681
18148;-91,910294;-21,96708748
18149;-91,91029447;-21,96708759
18150;-91,91044678;-21,96712399
18151;-91,9106926;-21,96718274
18152;-91,91103238;-21,96726395
18153;-91,91143615;-21,96736046
18154;-91,91179807;-21,96744696
18155;-91,91202157;-21,96750038
18156;-91,9121397;-21,96752861
18157;-91,91227622;-21,96756124
18158;-91,91242176;-21,96759602
18159;-91,91251579;-21,9676185
18160;-91,91256942;-21,96763131
18161;-91,9125839;-21,96763477
18162;-91,91255343;-21,96762749
18163;-91,91251456;-21,9676182
18164;-91,91252943;-21,96762176
18165;-91,91267646;-21,9676569
18166;-91,91299039;-21,96773193
18167;-91,91342825;-21,96783658
18168;-91,91396752;-21,96796547
18169;-91,91455378;-21,96810559
18170;-91,91520188;-21,96826049
18171;-91,91593174;-21,96843493
18172;-91,9167617;-21,96863329
18173;-91,91770438;-21,9688586
18174;-91,91876888;-21,96911302
18175;-91,9198884;-21,96938059
18176;-91,92101591;-21,96965007
18177;-91,92218035;-21,96992838
18178;-91,92339;-21,97021749
18179;-91,92460836;-21,97050869
18180;-91,92579932;-21,97079334
18181;-91,92692011;-21,97106121
18182;-91,92790802;-21,97129733
18183;-91,92867563;-21,97148079
18184;-91,92920908;-21,97160829
18185;-91,92945047;-21,97166598
18186;-91,92935976;-21,9716443
18187;-91,92889165;-21,97153242
18188;-91,928027;-21,97132576
18189;-91,92676807;-21,97102487
18190;-91,92514485;-21,97063692
18191;-91,92319843;-21,97017171
18192;-91,92092586;-21,96962855
18193;-91,91832313;-21,96900648
18194;-91,91538589;-21,96830447
18195;-91,91218379;-21,96753915
18196;-91,9088158;-21,96673418
18197;-91,90532408;-21,96589964
18198;-91,90176192;-21,96504826
18199;-91,89811437;-21,96417648
18200;-91,89435604;-21,96327821
18201;-91,89053251;-21,96236437
18202;-91,88669767;-21,96144782
18203;-91,88287437;-21,96053403
18204;-91,87906616;-21,95962384
18205;-91,87527534;-21,95871782
18206;-91,87156864;-21,95783189
18207;-91,86796237;-21,95696997
18208;-91,8643782;-21,95611334
18209;-91,86086506;-21,95527368
18210;-91,85746546;-21,95446115
18211;-91,85417174;-21,95367393
18212;-91,85106069;-21,95293038
18213;-91,84815581;-21,95223609
18214;-91,84550211;-21,95160184
18215;-91,84319368;-21,95105011
18216;-91,84119402;-21,95057219
18217;-91,83948178;-21,95016295
18218;-91,83807245;-21,94982611
18219;-91,8369359;-21,94955447
18220;-91,83612702;-21,94936114
18221;-91,83563327;-21,94924313
18222;-91,83547423;-21,94920512
18223;-91,83577816;-21,94927776
18224;-91,83663185;-21,9494818
18225;-91,83799467;-21,94980752
18226;-91,83975388;-21,95022798
18227;-91,84185454;-21,95073005
18228;-91,84430075;-21,95131471
18229;-91,84703733;-21,95196877
18230;-91,85001466;-21,95268037
18231;-91,85324357;-21,9534521
18232;-91,85668163;-21,95427381
18233;-91,86028736;-21,9551356
18234;-91,86411923;-21,95605144
18235;-91,86811752;-21,95700706
18236;-91,87221276;-21,95798584
18237;-91,87632599;-21,95896893
18238;-91,88022368;-21,9599005
18239;-91,88374826;-21,96074289
18240;-91,8868661;-21,96148807
18241;-91,8896595;-21,96215571
18242;-91,89217424;-21,96275675
18243;-91,89440911;-21,9632909
18244;-91,89644294;-21,96377699
18245;-91,8983211;-21,96422588
18246;-91,90000032;-21,96462723
18247;-91,90143649;-21,96497048
18248;-91,90257659;-21,96524297
18249;-91,90340459;-21,96544087
18250;-91,90394391;-21,96556977
18251;-91,90422086;-21,96563596
18252;-91,90427308;-21,96564844
18253;-91,90425417;-21,96564392
18254;-91,90419802;-21,9656305
18255;-91,90408422;-21,9656033
18256;-91,90385917;-21,96554952
18257;-91,90347725;-21,96545823
18258;-91,9029191;-21,96532483
18259;-91,90219678;-21,96515219
18260;-91,90132673;-21,96494425
18261;-91,90037384;-21,9647165
18262;-91,89937387;-21,9644775
18263;-91,89835338;-21,9642336
18264;-91,89734619;-21,96399288
18265;-91,89642747;-21,96377329
18266;-91,89561126;-21,96357822
18267;-91,89493983;-21,96341774
18268;-91,89443487;-21,96329705
18269;-91,89414319;-21,96322734
18270;-91,89415658;-21,96323054
18271;-91,89448897;-21,96330998
18272;-91,89506728;-21,9634482
18273;-91,89584554;-21,96363421
18274;-91,8967448;-21,96384914
18275;-91,8977191;-21,964082
18276;-91,89872639;-21,96432275
18277;-91,89976433;-21,96457082
18278;-91,90085938;-21,96483255
18279;-91,90199645;-21,96510432
18280;-91,90311816;-21,96537241
18281;-91,90421732;-21,96563511
18282;-91,90525125;-21,96588223
18283;-91,90623328;-21,96611694
18284;-91,90716072;-21,9663386
18285;-91,9078759;-21,96650954
18286;-91,9083206;-21,96661582
18287;-91,90851972;-21,96666341
18288;-91,90848587;-21,96665532
18289;-91,90825633;-21,96660046
18290;-91,90782677;-21,96649779
18291;-91,90724631;-21,96635906
18292;-91,90658141;-21,96620015
18293;-91,90588691;-21,96603416
18294;-91,90512856;-21,96585291
18295;-91,9043221;-21,96566016
18296;-91,90349712;-21,96546298
18297;-91,90262924;-21,96525555
18298;-91,90168194;-21,96502914
18299;-91,90058781;-21,96476764
18300;-91,89934802;-21,96447132
18301;-91,89801701;-21,9641532
18302;-91,89670977;-21,96384077
18303;-91,89551306;-21,96355475
18304;-91,89450368;-21,9633135
18305;-91,89381791;-21,9631496
18306;-91,89343644;-21,96305842
18307;-91,89334956;-21,96303766
18308;-91,89353177;-21,96308121
18309;-91,89392776;-21,96317585
18310;-91,89444031;-21,96329835
18311;-91,8949954;-21,96343102
18312;-91,89560191;-21,96357598
18313;-91,89627729;-21,9637374
18314;-91,89713242;-21,96394178
18315;-91,89837313;-21,96423832
18316;-91,90010465;-21,96465216
18317;-91,90225794;-21,96516681
18318;-91,90469742;-21,96574986
18319;-91,90729988;-21,96637186
18320;-91,90989955;-21,9669932
18321;-91,91244885;-21,9676025
18322;-91,9148524;-21,96817696
18323;-91,91700079;-21,96869044
18324;-91,91893219;-21,96915205
18325;-91,92075274;-21,96958717
18326;-91,92257234;-21,97002207
18327;-91,92444245;-21,97046904
18328;-91,92640051;-21,97093703
18329;-91,92836154;-21,97140572
18330;-91,93019075;-21,97184291
18331;-91,93181043;-21,97223003
18332;-91,93318617;-21,97255884
18333;-91,93433194;-21,97283268
18334;-91,93523558;-21,97304866
18335;-91,93597689;-21,97322583
18336;-91,93668246;-21,97339447
18337;-91,93745423;-21,97357893
18338;-91,93844393;-21,97381547
18339;-91,9397342;-21,97412385
18340;-91,94134573;-21,97450902
18341;-91,94316346;-21,97494347
18342;-91,9450546;-21,97539546
18343;-91,94697106;-21,9758535
18344;-91,94894408;-21,97632507
18345;-91,95093046;-21,97679982
18346;-91,95290471;-21,97727168
18347;-91,95495583;-21,97776191
18348;-91,9571819;-21,97829395
18349;-91,95966941;-21,97888848
18350;-91,96242601;-21,97954733
18351;-91,96528782;-21,98023131
18352;-91,96815323;-21,98091616
18353;-91,97092679;-21,98157906
18354;-91,97347934;-21,98218913
18355;-91,97569417;-21,98271849
18356;-91,9775974;-21,98317337
18357;-91,97926085;-21,98357095
18358;-91,98072029;-21,98391976
18359;-91,98200849;-21,98422765
18360;-91,98323043;-21,9845197
18361;-91,98446054;-21,98481371
18362;-91,98558177;-21,98508168
18363;-91,98643585;-21,98528581
18364;-91,98686385;-21,98538811
18365;-91,98680411;-21,98537383
18366;-91,98638408;-21,98527344
18367;-91,98568154;-21,98510553
18368;-91,98476104;-21,98488552
18369;-91,98365938;-21,98462222
18370;-91,98235004;-21,98430928
18371;-91,98082815;-21,98394554
18372;-91,97914621;-21,98354355
18373;-91,97727332;-21,98309592
18374;-91,97515195;-21,9825889
18375;-91,97270655;-21,98200443
18376;-91,96983767;-21,98131876
18377;-91,96668645;-21,9805656
18378;-91,96345997;-21,97979445
18379;-91,96031106;-21,97904184
18380;-91,9572978;-21,97832165
18381;-91,95439198;-21,97762715
18382;-91,95157473;-21,97695381
18383;-91,94880543;-21,97629193
18384;-91,94611785;-21,97564958
18385;-91,94368152;-21,97506729
18386;-91,94161549;-21,97457349
18387;-91,93986379;-21,97415482
18388;-91,93837174;-21,97379822
18389;-91,93713713;-21,97350314
18390;-91,93617245;-21,97327257
18391;-91,93551921;-21,97311645
18392;-91,93510174;-21,97301667
18393;-91,93488792;-21,97296556
18394;-91,93488662;-21,97296525
18395;-91,93503612;-21,97300098
18396;-91,93531814;-21,97306839
18397;-91,93577747;-21,97317817
18398;-91,93644319;-21,97333728
18399;-91,93734728;-21,97355336
18400;-91,93840493;-21,97380615
18401;-91,93951706;-21,97407196
18402;-91,94075233;-21,97436719
18403;-91,94215999;-21,97470363
18404;-91,94372486;-21,97507764
18405;-91,94545271;-21,97549061
18406;-91,94731106;-21,97593477
18407;-91,94927986;-21,97640532
18408;-91,95127216;-21,97688149
18409;-91,95319637;-21,97734139
18410;-91,95512252;-21,97780175
18411;-91,95709235;-21,97827255
18412;-91,95911166;-21,97875518
18413;-91,96121235;-21,97925725
18414;-91,96333108;-21,97976364
18415;-91,96539671;-21,98025734
18416;-91,96739436;-21,98073479
18417;-91,96927199;-21,98118355
18418;-91,97101373;-21,98159984
18419;-91,97262453;-21,98198483
18420;-91,97406686;-21,98232956
18421;-91,9753789;-21,98264314
18422;-91,97661458;-21,98293848
18423;-91,97783768;-21,9832308
18424;-91,97913136;-21,98354
18425;-91,98045065;-21,98385532
18426;-91,98181602;-21,98418165
18427;-91,98326962;-21,98452907
18428;-91,9847982;-21,98489441
18429;-91,98647754;-21,98529578
18430;-91,98829092;-21,98572919
18431;-91,99018361;-21,98618155
18432;-91,99217503;-21,98665751
18433;-91,99423142;-21,987149
18434;-91,99626764;-21,98763567
18435;-91,99826523;-21,98811311
18436;-92,00022835;-21,9885823
18437;-92,00211659;-21,9890336
18438;-92,00393081;-21,98946721
18439;-92,00564065;-21,98987587
18440;-92,00724982;-21,99026047
18441;-92,00868288;-21,99060298
18442;-92,00979007;-21,99086761
18443;-92,01053636;-21,99104598
18444;-92,01086508;-21,99112454
18445;-92,01087079;-21,99112591
18446;-92,01069206;-21,99108319
18447;-92,01036773;-21,99100567
18448;-92,00994805;-21,99090536
18449;-92,00955173;-21,99081064
18450;-92,0092148;-21,99073011
18451;-92,00892601;-21,99066109
18452;-92,00871529;-21,99061073
18453;-92,00849366;-21,99055776
18454;-92,00824141;-21,99049747
18455;-92,0080139;-21,99044309
18456;-92,00788384;-21,99041201
18457;-92,00787902;-21,99041086
18458;-92,00796107;-21,99043047
18459;-92,00813266;-21,99047148
18460;-92,00837822;-21,99053017
18461;-92,00862281;-21,99058862
18462;-92,00882451;-21,99063683
18463;-92,00909673;-21,9907019
18464;-92,00946971;-21,99079104
18465;-92,00988165;-21,9908895
18466;-92,01028524;-21,99098596
18467;-92,01063723;-21,99107008
18468;-92,01098402;-21,99115297
18469;-92,01137345;-21,99124605
18470;-92,01177174;-21,99134124
18471;-92,01213692;-21,99142852
18472;-92,01248439;-21,99151157
18473;-92,01284136;-21,99159688
18474;-92,01329714;-21,99170582
18475;-92,01386926;-21,99184256
18476;-92,01460633;-21,99201872
18477;-92,01555777;-21,99224612
18478;-92,0165634;-21,99248647
18479;-92,01750622;-21,99271181
18480;-92,0183723;-21,99291881
18481;-92,0191773;-21,99311121
18482;-92,0199456;-21,99329484
18483;-92,02064773;-21,99346265
18484;-92,02122678;-21,99360105
18485;-92,02170466;-21,99371526
18486;-92,02213302;-21,99381764
18487;-92,02265429;-21,99394223
18488;-92,02336103;-21,99411114
18489;-92,02415563;-21,99430106
18490;-92,02503291;-21,99451073
18491;-92,02589026;-21,99471565
18492;-92,02664765;-21,99489667
18493;-92,0274324;-21,99508423
18494;-92,02837075;-21,9953085
18495;-92,02954426;-21,99558897
18496;-92,03093411;-21,99592115
18497;-92,0324513;-21,99628377
18498;-92,03408209;-21,99667354
18499;-92,0358858;-21,99710464
18500;-92,03778988;-21,99755972
18501;-92,0396897;-21,99801379
18502;-92,04144882;-21,99843423
18503;-92,0429747;-21,99879892
18504;-92,04437344;-21,99913323
18505;-92,04568525;-21,99944676
18506;-92,04694441;-21,99974771
18507;-92,048133;-22,00003179
18508;-92,04907421;-22,00025674
18509;-92,04967399;-22,00040009
18510;-92,04998231;-22,00047378
18511;-92,05010148;-22,00050227
18512;-92,05018479;-22,00052218
18513;-92,05029408;-22,0005483
18514;-92,05037717;-22,00056816
18515;-92,05041732;-22,00057775
18516;-92,0504166;-22,00057758
18517;-92,05037903;-22,0005686
18518;-92,05036467;-22,00056517
18519;-92,05031042;-22,0005522
18520;-92,0501663;-22,00051776
18521;-92,04993922;-22,00046348
18522;-92,04962669;-22,00038879
18523;-92,04928341;-22,00030674
18524;-92,04891376;-22,00021839
18525;-92,04836391;-22,00008698
18526;-92,0475674;-21,99989661
18527;-92,04651291;-21,99964458
18528;-92,04527077;-21,9993477
18529;-92,04393234;-21,99902781
18530;-92,04253705;-21,99869432
18531;-92,04108626;-21,99834758
18532;-92,03955234;-21,99798096
18533;-92,03780763;-21,99756397
18534;-92,03577573;-21,99707833
18535;-92,03348102;-21,99652988
18536;-92,03097198;-21,99593021
18537;-92,02826071;-21,9952822
18538;-92,02539905;-21,99459824
18539;-92,02244969;-21,99389333
18540;-92,01958915;-21,99320964
18541;-92,01682206;-21,99254829
18542;-92,01403698;-21,99188264
18543;-92,01116111;-21,99119529
18544;-92,0081575;-21,99047741
18545;-92,00508415;-21,98974286
18546;-92,00195121;-21,98899407
18547;-91,99875737;-21,98823073
18548;-91,99565156;-21,98748842
18549;-91,99277531;-21,98680098
18550;-91,9901519;-21,98617397
18551;-91,98773091;-21,98559534
18552;-91,98545495;-21,98505137
18553;-91,98324407;-21,98452296
18554;-91,98104735;-21,98399793
18555;-91,97880083;-21,983461
18556;-91,97657866;-21,98292989
18557;-91,97452012;-21,98243789
18558;-91,97267812;-21,98199764
18559;-91,97108986;-21,98161804
18560;-91,96975875;-21,98129989
18561;-91,96871329;-21,98105002
18562;-91,96799545;-21,98087845
18563;-91,96754339;-21,98077041
18564;-91,9672414;-21,98069823
18565;-91,96701798;-21,98064483
18566;-91,96687513;-21,98061069
18567;-91,96693407;-21,98062478
18568;-91,96736178;-21,980727
18569;-91,96821931;-21,98093196
18570;-91,9695285;-21,98124486
18571;-91,97110793;-21,98162235
