scan 205/12/202208:57:21		
temp(degC)	power	time(seconds)
99,88483429	-539,6571655	6,118499756
99,77566528	-552,7810059	12,2398262
99,67364502	-438,3854675	18,36718369
99,57235718	-349,5616455	24,49215317
99,47136688	-280,2564087	30,60833168
99,37043762	-219,3296051	36,72991562
99,26951599	-164,6006012	42,85139847
99,16863251	-116,6413803	48,97241211
99,06756592	-76,05467224	55,10295105
98,96666718	-42,89419937	61,22330093
98,86566925	-16,46279907	67,34568787
98,76480103	4,038272381	73,46347046
98,66386414	19,56403923	79,58141327
98,5629425	31,00572395	85,69756317
98,46202087	39,26249313	91,81372833
98,36099243	45,00748062	97,93418884
98,25991058	48,8269577	104,0546417
98,15888977	51,13059616	110,1731949
98,05780029	52,33947754	116,2895432
97,95683289	52,70090103	122,399147
97,8557663	52,47963333	128,5124817
97,75463104	51,79472733	134,6303101
97,65333557	50,84949112	140,7560425
97,55213165	49,71829605	146,869751
97,45093536	48,40764236	152,9845276
97,34954071	47,05317688	159,11203
97,24813843	45,65350723	165,2366791
97,14678955	44,23809814	171,3567352
97,04540253	42,83880234	177,4781799
96,94412231	41,45366669	183,5933533
96,84272766	40,17897415	189,7112579
96,74121094	39,01737595	195,8353271
96,6397934	37,93330765	201,9524841
96,53836823	36,96264648	208,0719299
96,43683624	36,1715889	214,1959381
96,33537292	35,54553223	220,3103943
96,23376465	34,82669067	226,4389801
96,13227844	34,0303154	232,557663
96,03076172	33,1919899	238,6721649
95,92926788	32,32753754	244,7922058
95,82772064	31,45689583	250,907959
95,72608948	30,62028313	257,0316772
95,62451935	29,81702423	263,1476746
95,52288818	29,05607033	269,2698364
95,42131042	28,3175087	275,3868408
95,31967926	27,59593964	281,5082092
95,21793365	26,95139503	287,6323853
95,1162262	26,31645584	293,7580566
95,01446533	25,71603012	299,8826294
94,91277313	25,14157486	306,0015259
94,81111145	24,57396126	312,1201172
94,70942688	24,03138351	318,2369385
94,60768127	23,5183506	324,359375
94,50606537	23,01665306	330,4714355
94,40438843	22,622612	336,5900269
94,30274963	22,21986389	342,7037659
94,20098114	21,81264496	348,8254395
94,09914398	21,40757179	354,95047
93,99740601	21,07369614	361,0698853
93,89559937	20,67753029	367,1927795
93,79387665	20,21151924	373,3072815
93,69210052	19,8016243	379,4294128
93,59029388	19,47310638	385,5487976
93,48847198	19,20582008	391,6693115
93,38668823	18,96014214	397,7901611
93,28472137	18,6913929	403,9171448
93,18295288	18,43095207	410,033905
93,08115387	18,16278648	416,1548767
92,9792099	17,92325401	422,2813721
92,87738037	17,70241547	428,3976135
92,77558899	17,48773575	434,5153809
92,67364502	17,26091766	440,6403809
92,57176208	17,0435524	446,7628479
92,46975708	16,91469193	452,8912659
92,36797333	16,78792953	459,0075378
92,26611328	16,64993095	465,1278687
92,16434479	16,51148224	471,242981
92,06252289	16,36945343	477,3566895
91,96070099	16,21204758	483,4740601
91,85887146	16,05148888	489,5932922
91,75701904	15,87241364	495,7085266
91,65530396	15,66117001	501,8189087
91,5533371	15,4578104	507,9437866
91,45145416	15,28779507	514,0635986
91,34951782	15,19927597	520,1850586
91,24758148	15,14072323	526,3075562
91,14560699	15,04829311	532,4306641
91,04376221	14,96775532	538,5467529
90,94190216	14,87027168	544,6640625
90,83992767	14,75311184	550,7892456
90,73797607	14,59494019	556,9081421
90,63600159	14,48912334	563,03302
90,53393555	14,40911579	569,1601563
90,43206787	14,32589245	575,2800293
90,33015442	14,25023746	581,3967896
90,22828674	14,14843178	587,5133667
90,12641144	14,02126789	593,6303101
90,02449799	13,91623974	599,7511597
89,92245483	13,83010483	605,8773804
89,82044983	13,73368263	611,9996948
89,71844482	13,62528038	618,1223145
89,61647797	13,53220749	624,2449951
89,51450348	13,450881	630,3682861
89,41256714	13,39561462	636,4829712
89,31065369	13,33258152	642,6025391
89,20866394	13,27171135	648,7252197
89,10665894	13,18484879	654,8466187
89,00463867	13,12984276	660,9737549
88,90266418	13,07006741	667,0947266
88,80063629	12,9882822	673,2198486
88,69852448	12,88374519	679,348877
88,59656525	12,79001808	685,4683228
88,49453735	12,71281528	691,5896606
88,39261627	12,63431168	697,7084351
88,29071808	12,5445919	703,8254395
88,18869019	12,47762108	709,9490967
88,08677673	12,41459751	716,0654297
87,98477936	12,32824802	722,1882935
87,88271332	12,24004936	728,3132324
87,78081512	12,17189312	734,4291992
87,67896271	12,11012745	740,5422974
87,57706451	12,0552845	746,6581421
87,47505951	12,0281868	752,7811279
87,37302399	11,99995327	758,9037476
87,27111816	11,93539429	765,0209961
87,1690979	11,86192322	771,1414795
87,06713867	11,7892437	777,2609253
86,96508789	11,72457123	783,3859253
86,86301422	11,63902855	789,5127563
86,76106262	11,56121731	795,6279297
86,65914154	11,52262402	801,74646
86,55711365	11,46711063	807,8703613
86,45516205	11,42392063	813,989502
86,35321045	11,36469936	820,1082153
86,25114441	11,28859806	826,2296753
86,14910126	11,20967007	832,3557129
86,0471344	11,1393652	838,473877
85,94523621	11,05392838	844,5877686
85,84321594	10,99288464	850,7116699
85,74118805	10,96711636	856,8336182
85,63923645	10,91271687	862,949646
85,53726959	10,83235455	869,0725098
85,43533325	10,77265453	875,1862183
85,33335114	10,67224026	881,3100586
85,23136902	10,57853317	887,4259033
85,12934113	10,52277565	893,5498657
85,02729797	10,46871567	899,6734009
84,92536163	10,41345692	905,7937012
84,82330322	10,37529755	911,9160156
84,72132111	10,31016445	918,0355835
84,61927032	10,24375725	924,159729
84,51729584	10,19482231	930,2763062
84,41525269	10,1248188	936,3991699
84,3133316	10,07966137	942,5151367
84,21138763	10,03530788	948,6340942
84,10945129	9,978366852	954,7495117
84,00748444	9,897834778	960,871582
83,90549469	9,8377285	966,9873657
83,80345917	9,8074646	973,1102905
83,70156097	9,77234745	979,2240601
83,59960175	9,696326256	985,3439331
83,49757385	9,637313843	991,4642334
83,39563751	9,571361542	997,5827637
83,2936554	9,518854141	1003,701965
83,19155884	9,471283913	1009,827026
83,08959198	9,428598404	1015,946228
82,98761749	9,38579464	1022,064026
82,88552094	9,320207596	1028,190796
82,78356171	9,24875164	1034,308105
82,68161011	9,189762115	1040,425049
82,5796814	9,121181488	1046,543701
82,47753906	9,074588776	1052,671387
82,37545013	9,03473568	1058,797607
82,27342224	8,995512962	1064,918335
82,17150879	8,940565109	1071,03418
82,06948853	8,880373001	1077,156494
81,96743011	8,838777542	1083,278931
81,86534882	8,81833744	1089,402588
81,76319885	8,768343925	1095,53418
81,66123962	8,710084915	1101,651611
81,55929565	8,668938637	1107,766846
81,45735168	8,624158859	1113,882813
81,35540009	8,559942245	1120,001953
81,25344849	8,501041412	1126,119507
81,15140533	8,450786591	1132,242188
81,04933929	8,403121948	1138,363647
80,94742584	8,346954346	1144,479858
80,84536743	8,29079628	1150,602417
80,74349213	8,252055168	1156,715454
80,64146423	8,201225281	1162,83667
80,53943634	8,142316818	1168,960815
80,43747711	8,07752037	1175,078125
80,33537292	8,027083397	1181,206299
80,23338318	7,978691578	1187,32373
80,13144684	7,913629532	1193,439697
80,02941895	7,862290382	1199,563354
79,92738342	7,807188511	1205,685181
79,82535553	7,749158382	1211,805786
79,7233429	7,688857555	1217,926025
79,62136841	7,624282837	1224,0448
79,51934052	7,589853764	1230,167603
79,41736603	7,534250736	1236,2854
79,31555176	7,46164465	1242,395142
79,21350098	7,391581535	1248,518066
79,11154175	7,339914799	1254,634277
79,0094986	7,26749754	1260,759277
78,90746307	7,207192421	1266,883179
78,8054657	7,150319576	1273,001221
78,70346832	7,072468281	1279,12146
78,60139465	7,00124836	1285,246094
78,49944305	6,950271606	1291,36145
78,39750671	6,901712894	1297,477905
78,29554749	6,832992554	1303,59729
78,19351196	6,74890995	1309,720215
78,0914917	6,684808254	1315,842651
77,98951721	6,621547699	1321,958862
77,8875351	6,554579258	1328,080933
77,78551483	6,481506824	1334,19751
77,68347168	6,405877113	1340,321655
77,58130646	6,328447342	1346,449951
77,47926331	6,220675468	1352,574829
77,3772049	6,138890743	1358,699341
77,27513123	6,05228138	1364,823975
77,17311096	5,973618984	1370,94165
77,07117462	5,886560917	1377,059326
76,96923065	5,79608202	1383,177368
76,86735535	5,715315342	1389,290283
76,76544189	5,591884613	1395,4021
76,66345215	5,47542429	1401,522583
76,56151581	5,35406065	1407,639771
76,45957184	5,242344379	1413,757202
76,35752106	5,12276268	1419,881226
76,25549316	5,003416061	1425,999146
76,15351105	4,887654781	1432,119385
76,05142975	4,766355515	1438,243652
75,94950104	4,60494566	1444,358643
75,84754944	4,433771133	1450,478271
75,74558258	4,268923759	1456,594604
75,64365387	4,110383987	1462,712402
75,54159546	3,956207752	1468,834961
75,43965149	3,812369347	1474,951538
75,33757019	3,649038792	1481,078857
75,23554993	3,474565506	1487,195435
75,13360596	3,258549213	1493,314331
75,03157806	3,031966448	1499,437866
74,92947388	2,844391584	1505,561646
74,82753754	2,624546766	1511,677856
74,72547913	2,425292492	1517,801636
74,62353516	2,214884996	1523,917725
