1pts-51um-l8-7.7um-25deg-150rpm24/11/202208:42:41	
Time (seconds)	Raw Heat Rate (uJ / s)
2713	-93,33580214
2714	-93,33343433
2715	-93,33088531
2716	-93,32819066
2717	-93,32530312
2718	-93,322183
2719	-93,3188513
2720	-93,31538177
2721	-93,31178451
2722	-93,30811323
2723	-93,30456856
2724	-93,30124829
2725	-93,29814677
2726	-93,29530411
2727	-93,29272107
2728	-93,29028935
2729	-93,28796018
2730	-93,28574214
2731	-93,28362628
2732	-93,28160996
2733	-93,27977043
2734	-93,2781303
2735	-93,27669672
2736	-93,27550434
2737	-93,27450988
2738	-93,27352036
2739	-93,27242277
2740	-93,27125541
2741	-93,27009487
2742	-93,26899581
2743	-93,26802869
2744	-93,26727518
2745	-93,26677681
2746	-93,26656698
2747	-93,26660375
2748	-93,26677636
2749	-93,26700513
2750	-93,26721524
2751	-93,26742277
2752	-93,26772366
2753	-93,26819258
2754	-93,26891908
2755	-93,26983567
2756	-93,27079519
2757	-93,27168313
2758	-93,272433
2759	-93,27301343
2760	-93,27345179
2761	-93,27377996
2762	-93,27406784
2763	-93,27434381
2764	-93,27462859
2765	-93,27489306
2766	-93,27502569
2767	-93,27490917
2768	-93,27454243
2769	-93,27387949
2770	-93,27284902
2771	-93,27155014
2772	-93,2701624
2773	-93,26875564
2774	-93,26739557
2775	-93,26609048
2776	-93,26475834
2777	-93,26331039
2778	-93,26175453
2779	-93,26009378
2780	-93,25832003
2781	-93,2564477
2782	-93,25446824
2783	-93,2523934
2784	-93,25031127
2785	-93,2483782
2786	-93,24656444
2787	-93,24476072
2788	-93,24297829
2789	-93,24113008
2790	-93,23911713
2791	-93,23696852
2792	-93,23468308
2793	-93,2322473
2794	-93,22967261
2795	-93,22700271
2796	-93,22429321
2797	-93,22158554
2798	-93,21891202
2799	-93,21628719
2800	-93,21365385
2801	-93,21102859
2802	-93,20842254
2803	-93,2058253
2804	-93,20334477
2805	-93,20107231
2806	-93,1989863
2807	-93,19708823
2808	-93,19536674
2809	-93,19379194
2810	-93,19230537
2811	-93,19086101
2812	-93,18942573
2813	-93,18793688
2814	-93,18635861
2815	-93,18473415
2816	-93,18307745
2817	-93,18136576
2818	-93,1795529
2819	-93,17755763
2820	-93,17534591
2821	-93,17296803
2822	-93,17048869
2823	-93,16797956
2824	-93,16545526
2825	-93,16290991
2826	-93,16034351
2827	-93,15777259
2828	-93,15514994
2829	-93,15242986
2830	-93,14962327
2831	-93,14673958
2832	-93,14386957
2833	-93,14104831
2834	-93,13826255
2835	-93,13557057
2836	-93,13294408
2837	-93,13025277
2838	-93,12736713
2839	-93,12432315
2840	-93,1212009
2841	-93,11807445
2842	-93,11502382
2843	-93,1121475
2844	-93,10947762
2845	-93,10696528
2846	-93,10461635
2847	-93,10240831
2848	-93,10037668
2849	-93,09856227
2850	-93,09686516
2851	-93,09522594
2852	-93,09370266
2853	-93,09233572
2854	-93,09109157
2855	-93,08995024
2856	-93,08891416
2857	-93,08798431
2858	-93,08714231
2859	-93,08633552
2860	-93,08552892
2861	-93,08470267
2862	-93,08381817
2863	-93,08281958
2864	-93,08169037
2865	-93,08049207
2866	-93,07928007
2867	-93,07805937
2868	-93,07682927
2869	-93,07565473
2870	-93,07462035
2871	-93,07371066
2872	-93,07285643
2873	-93,07203339
2874	-93,0712543
2875	-93,07050868
2876	-93,06980548
2877	-93,06916121
2878	-93,0685552
2879	-93,06796099
2880	-93,06730457
2881	-93,06652962
2882	-93,06564351
2883	-93,0646831
2884	-93,06365988
2885	-93,06255996
2886	-93,06138908
2887	-93,06018286
2888	-93,05896695
2889	-93,05774888
2890	-93,05656034
2891	-93,05538754
2892	-93,05422772
2893	-93,05317154
2894	-93,05229835
2895	-93,0517252
2896	-93,0515215
2897	-93,0516996
2898	-93,05225039
2899	-93,05309196
2900	-93,05415654
2901	-93,05547143
2902	-93,05701675
2903	-93,05878543
2904	-93,06081565
2905	-93,06306796
2906	-93,0654857
2907	-93,06805838
2908	-93,07069285
2909	-93,07328673
2910	-93,07578523
2911	-93,07816614
2912	-93,0803837
2913	-93,08242721
2914	-93,08432941
2915	-93,08614407
2916	-93,08785089
2917	-93,08946211
2918	-93,09095963
2919	-93,09222986
2920	-93,09327393
2921	-93,09419079
2922	-93,09496914
2923	-93,09563032
2924	-93,09620307
2925	-93,09662737
2926	-93,09692384
2927	-93,09718334
2928	-93,09737049
2929	-93,09741338
2930	-93,09731851
2931	-93,09710881
2932	-93,09676776
2933	-93,0962853
2934	-93,09573911
2935	-93,09518851
2936	-93,09458955
2937	-93,09390888
2938	-93,09311675
2939	-93,09215875
2940	-93,09112642
2941	-93,09011256
2942	-93,08914305
2943	-93,08825409
2944	-93,08748286
2945	-93,08681101
2946	-93,08618717
2947	-93,08557998
2948	-93,08497126
2949	-93,08434413
2950	-93,08363704
2951	-93,08289518
2952	-93,08221635
2953	-93,08162267
2954	-93,0811458
2955	-93,08072902
2956	-93,08023621
2957	-93,07957987
2958	-93,07878622
2959	-93,07787721
2960	-93,07681373
2961	-93,07563836
2962	-93,07443374
2963	-93,07324331
2964	-93,07206114
2965	-93,07090428
2966	-93,06976766
2967	-93,06862153
2968	-93,06750181
2969	-93,06645828
2970	-93,06547451
2971	-93,06458449
2972	-93,06385389
2973	-93,06324145
2974	-93,06267206
2975	-93,06212534
2976	-93,06154179
2977	-93,06085631
2978	-93,06006852
2979	-93,05920856
2980	-93,05833215
2981	-93,0574252
2982	-93,05646058
2983	-93,05539538
2984	-93,05422006
2985	-93,05300186
2986	-93,05172195
2987	-93,05033078
2988	-93,0488435
2989	-93,04735222
2990	-93,04594451
2991	-93,04465663
2992	-93,04352766
2993	-93,04252966
2994	-93,04163981
2995	-93,04083883
2996	-93,04009698
2997	-93,03937978
2998	-93,03872395
2999	-93,03816479
3000	-93,03761226
3001	-93,0369836
3002	-93,03629253
3003	-93,03559016
3004	-93,03488163
3005	-93,03415532
3006	-93,03339555
3007	-93,03255432
3008	-93,03163031
3009	-93,03057822
3010	-93,029337
3011	-93,02792292
3012	-93,02645826
3013	-93,02498706
3014	-93,0234598
3015	-93,02193889
3016	-93,02056343
3017	-93,01938599
3018	-93,01833426
3019	-93,01736217
3020	-93,01639122
3021	-93,01531949
3022	-93,01415482
3023	-93,01292342
3024	-93,01159371
3025	-93,01022866
3026	-93,00891207
3027	-93,00761522
3028	-93,00634702
3029	-93,0051699
3030	-93,00404947
3031	-93,00285974
3032	-93,00148509
3033	-92,99994016
3034	-92,99819342
3035	-92,99625142
3036	-92,9942392
3037	-92,99213579
3038	-92,98996533
3039	-92,98793003
3040	-92,98596954
3041	-92,98380506
3042	-92,9812142
3043	-92,97793413
3044	-92,97389728
3045	-92,96920798
3046	-92,96398499
3047	-92,95847148
3048	-92,95287429
3049	-92,94731263
3050	-92,94184809
3051	-92,93645265
3052	-92,9311377
3053	-92,92590427
3054	-92,92069397
3055	-92,91556297
3056	-92,91070174
3057	-92,906289
3058	-92,90257879
3059	-92,89962697
3060	-92,89738069
3061	-92,89577204
3062	-92,89454278
3063	-92,89345218
3064	-92,89236301
3065	-92,89115682
3066	-92,88992397
3067	-92,88882028
3068	-92,88785194
3069	-92,88692614
3070	-92,88600415
3071	-92,88509772
3072	-92,88419611
3073	-92,88330994
3074	-92,88243558
3075	-92,88144778
3076	-92,88026338
3077	-92,8789335
3078	-92,8775459
3079	-92,87620094
3080	-92,87500029
3081	-92,87379652
3082	-92,87235053
3083	-92,87062798
3084	-92,86876221
3085	-92,86684813
3086	-92,8649545
3087	-92,86315509
3088	-92,86137613
3089	-92,85952597
3090	-92,85764511
3091	-92,85577228
3092	-92,85392556
3093	-92,85220904
3094	-92,85075859
3095	-92,84963705
3096	-92,84892923
3097	-92,84873505
3098	-92,8490677
3099	-92,84979189
3100	-92,85082428
3101	-92,85206834
3102	-92,8534241
3103	-92,85490121
3104	-92,856563
3105	-92,85849627
3106	-92,8608118
3107	-92,86351659
3108	-92,86643463
3109	-92,8693558
3110	-92,87213166
3111	-92,87467184
3112	-92,87695554
3113	-92,87891555
3114	-92,88061052
3115	-92,88216477
3116	-92,88381072
3117	-92,88595476
3118	-92,88882514
3119	-92,8925574
3120	-92,89681487
3121	-92,90092895
3122	-92,90434043
3123	-92,90675227
3124	-92,90817571
3125	-92,90875699
3126	-92,9086323
3127	-92,90801372
3128	-92,90712117
3129	-92,90606106
3130	-92,90489363
3131	-92,90354386
3132	-92,9017415
3133	-92,89927912
3134	-92,89591238
3135	-92,89182394
3136	-92,88753966
3137	-92,88354794
3138	-92,88019718
3139	-92,87752419
3140	-92,875468
3141	-92,8740066
3142	-92,87304793
3143	-92,87245461
3144	-92,87206474
3145	-92,87172475
3146	-92,87125812
3147	-92,87048999
3148	-92,86940822
3149	-92,8681236
3150	-92,86664931
3151	-92,86498286
3152	-92,86317297
3153	-92,86119081
3154	-92,85898727
3155	-92,85651077
3156	-92,8537749
3157	-92,8506475
3158	-92,84702771
3159	-92,84295888
3160	-92,83838474
3161	-92,83345291
3162	-92,82838007
3163	-92,82315516
3164	-92,81774716
3165	-92,81227789
3166	-92,80681523
3167	-92,80124828
3168	-92,79558739
3169	-92,78998942
3170	-92,78449154
3171	-92,77901397
3172	-92,7736491
3173	-92,76843539
3174	-92,76335072
3175	-92,75852356
3176	-92,75392109
3177	-92,74939939
3178	-92,7449661
3179	-92,74058266
3180	-92,73620507
3181	-92,73190076
3182	-92,72786798
3183	-92,72417935
3184	-92,72067901
3185	-92,71733871
3186	-92,7141787
3187	-92,71122727
3188	-92,70856104
3189	-92,70619236
3190	-92,70402126
3191	-92,70191946
3192	-92,69982763
3193	-92,69775698
3194	-92,69581606
3195	-92,69408507
3196	-92,69263368
3197	-92,69147035
3198	-92,69058712
3199	-92,69011969
3200	-92,69013075
3201	-92,69063469
3202	-92,69156216
3203	-92,6928803
3204	-92,6945957
3205	-92,696768
3206	-92,69944059
3207	-92,70263187
3208	-92,70634668
3209	-92,7104833
3210	-92,71490825
3211	-92,71942602
3212	-92,7239053
3213	-92,7283284
3214	-92,73264409
3215	-92,736773
3216	-92,74068198
3217	-92,74440198
3218	-92,74795508
3219	-92,75133064
3220	-92,75446747
3221	-92,75739582
3222	-92,76010598
3223	-92,76253215
3224	-92,76468196
3225	-92,76660079
3226	-92,76836157
3227	-92,76998641
3228	-92,77141629
3229	-92,77261473
3230	-92,77360082
3231	-92,77438697
3232	-92,77494379
3233	-92,77521532
3234	-92,77515668
3235	-92,77471705
3236	-92,77385848
3237	-92,77272523
3238	-92,7713933
3239	-92,76988039
3240	-92,76829079
3241	-92,76668517
3242	-92,76508637
3243	-92,76355255
3244	-92,76212557
3245	-92,76086771
3246	-92,75974198
3247	-92,75874272
3248	-92,7579473
3249	-92,75735569
3250	-92,75695354
3251	-92,75668301
3252	-92,75645651
3253	-92,75628845
3254	-92,75618997
3255	-92,75607558
3256	-92,75584975
3257	-92,75553682
3258	-92,75511325
3259	-92,75450247
3260	-92,75369155
3261	-92,75273767
3262	-92,7516407
3263	-92,75036679
3264	-92,74904226
3265	-92,74777518
3266	-92,74658819
3267	-92,74542393
3268	-92,74420542
3269	-92,74288713
3270	-92,7414522
3271	-92,74001668
3272	-92,73862163
3273	-92,73725773
3274	-92,73594758
3275	-92,73464062
3276	-92,73326073
3277	-92,73171641
3278	-92,72998986
3279	-92,72798424
3280	-92,72563553
3281	-92,72305647
3282	-92,72028081
3283	-92,71733776
3284	-92,71433034
3285	-92,71133754
3286	-92,70829127
3287	-92,70511367
3288	-92,70182042
3289	-92,69840391
3290	-92,69491355
3291	-92,6914868
3292	-92,68825104
3293	-92,68519845
3294	-92,68235715
3295	-92,67971624
3296	-92,67710232
3297	-92,6744105
3298	-92,67162848
3299	-92,6687389
3300	-92,66570012
3301	-92,66247496
3302	-92,65909891
3303	-92,65557471
3304	-92,65203436
3305	-92,64855034
3306	-92,64501052
3307	-92,64135445
3308	-92,63759004
3309	-92,63367283
3310	-92,62963572
3311	-92,62561097
3312	-92,62177934
3313	-92,61819086
3314	-92,61485289
3315	-92,61178298
3316	-92,60897616
3317	-92,6063796
3318	-92,60398385
3319	-92,60167215
3320	-92,59929326
3321	-92,5969033
3322	-92,59459095
3323	-92,59241673
3324	-92,59044163
3325	-92,58869386
3326	-92,58715313
3327	-92,58566096
3328	-92,58412625
3329	-92,58250144
3330	-92,58079238
3331	-92,57904682
3332	-92,5773027
3333	-92,57553352
3334	-92,57371814
3335	-92,57193246
3336	-92,57022949
3337	-92,56859255
3338	-92,56694284
3339	-92,56522981
3340	-92,56341801
3341	-92,56152651
3342	-92,55969019
3343	-92,55799359
3344	-92,55648849
3345	-92,55518974
3346	-92,55415884
3347	-92,55340771
3348	-92,55297131
3349	-92,5529172
3350	-92,55318165
3351	-92,55365693
3352	-92,55424047
3353	-92,55487975
3354	-92,55554918
3355	-92,55626968
3356	-92,55710368
3357	-92,55804864
3358	-92,55911913
3359	-92,56027785
3360	-92,56143602
3361	-92,56245966
3362	-92,56330102
3363	-92,56392375
3364	-92,56420257
3365	-92,56414168
3366	-92,56377645
3367	-92,56314184
3368	-92,56234895
3369	-92,56154476
3370	-92,56080648
3371	-92,5600855
3372	-92,55939497
3373	-92,55866015
3374	-92,55778148
3375	-92,55676852
3376	-92,5557055
3377	-92,55462403
3378	-92,55351085
3379	-92,55248899
3380	-92,55171476
3381	-92,55126604
3382	-92,5511119
3383	-92,55120429
3384	-92,55145762
3385	-92,55173649
3386	-92,55199824
3387	-92,55216858
3388	-92,55218785
3389	-92,55210482
3390	-92,55197085
3391	-92,55173187
3392	-92,55134071
3393	-92,55081833
3394	-92,5501422
3395	-92,54922864
3396	-92,54803659
3397	-92,54662691
3398	-92,54496607
3399	-92,54300714
3400	-92,54087198
3401	-92,53862562
3402	-92,53635183
3403	-92,534144
3404	-92,53203339
3405	-92,52998275
3406	-92,52803137
3407	-92,52622461
3408	-92,52456743
3409	-92,52302281
3410	-92,52154178
3411	-92,52009606
3412	-92,51872391
3413	-92,51756989
3414	-92,51672697
3415	-92,51609289
3416	-92,5155869
3417	-92,51511531
3418	-92,51463653
3419	-92,51415169
3420	-92,51373367
3421	-92,51340608
3422	-92,51319361
3423	-92,51308717
3424	-92,51305257
3425	-92,51308804
3426	-92,51320018
3427	-92,51337083
3428	-92,51354241
3429	-92,513733
3430	-92,51399796
3431	-92,51440771
3432	-92,51504021
3433	-92,51590783
3434	-92,51697954
3435	-92,51817839
3436	-92,51938183
3437	-92,52051893
3438	-92,52159961
3439	-92,52267739
3440	-92,52377765
3441	-92,5248874
3442	-92,52597759
3443	-92,52698345
3444	-92,52780977
3445	-92,52845018
3446	-92,52891281
3447	-92,52917597
3448	-92,52924355
3449	-92,52910089
3450	-92,52877763
3451	-92,52845431
3452	-92,52824454
3453	-92,52816813
3454	-92,52824216
3455	-92,52844568
3456	-92,52876996
3457	-92,52920312
3458	-92,52973502
3459	-92,53033815
3460	-92,5309462
3461	-92,5314421
3462	-92,53174113
3463	-92,53188961
3464	-92,5320199
3465	-92,5321889
3466	-92,53237996
3467	-92,53253343
3468	-92,5326382
3469	-92,53266504
3470	-92,53259695
3471	-92,53243701
3472	-92,53214863
3473	-92,53172409
3474	-92,53115346
3475	-92,5304697
3476	-92,52975245
3477	-92,52910152
3478	-92,52857458
3479	-92,52821543
3480	-92,52800249
3481	-92,52780063
3482	-92,5275489
3483	-92,52720223
3484	-92,52674828
3485	-92,52620871
3486	-92,52559334
3487	-92,52498571
3488	-92,52450023
3489	-92,52422394
3490	-92,52412978
3491	-92,52420081
3492	-92,52438608
3493	-92,52447938
3494	-92,5242773
3495	-92,5237854
3496	-92,5231852
3497	-92,52263269
3498	-92,52219084
3499	-92,52187764
3500	-92,52165116
3501	-92,52145352
3502	-92,5212365
3503	-92,52090473
3504	-92,52042749
3505	-92,51994426
3506	-92,51949472
3507	-92,51901441
3508	-92,51862733
3509	-92,51853203
3510	-92,51879815
3511	-92,51937326
3512	-92,52028159
3513	-92,52159164
3514	-92,52332547
3515	-92,5256781
3516	-92,52873108
3517	-92,53238072
3518	-92,53661233
3519	-92,54138702
3520	-92,54655943
3521	-92,55205521
3522	-92,55790334
3523	-92,56412316
3524	-92,57067069
3525	-92,5774536
3526	-92,58438923
3527	-92,59132615
3528	-92,59804541
3529	-92,6044126
3530	-92,61017214
3531	-92,61519201
3532	-92,61955378
3533	-92,62321843
3534	-92,62621669
3535	-92,62866264
3536	-92,63059009
3537	-92,63200249
3538	-92,63292943
3539	-92,63363907
3540	-92,63478826
3541	-92,63686188
3542	-92,63988065
3543	-92,64398957
3544	-92,64901009
3545	-92,65455903
3546	-92,66029852
3547	-92,66568136
3548	-92,67019233
3549	-92,67319077
3550	-92,67437465
3551	-92,67395144
3552	-92,67203776
3553	-92,66892472
3554	-92,66467816
3555	-92,65881203
3556	-92,65099168
3557	-92,6413569
3558	-92,62993256
3559	-92,61699601
3560	-92,60309703
3561	-92,58873033
3562	-92,57445848
3563	-92,56084627
3564	-92,54861007
3565	-92,53811282
3566	-92,52925282
3567	-92,52201387
3568	-92,51609643
3569	-92,51112548
3570	-92,50693477
3571	-92,50338795
3572	-92,50028389
3573	-92,49756242
3574	-92,49525229
3575	-92,49326673
3576	-92,49155007
3577	-92,49015732
3578	-92,48909992
3579	-92,48829257
3580	-92,48765641
3581	-92,4871016
3582	-92,48658501
3583	-92,48607882
3584	-92,48554737
3585	-92,48492908
3586	-92,48418681
3587	-92,48340295
3588	-92,4826351
3589	-92,48184984
3590	-92,48104679
3591	-92,48020337
3592	-92,4792926
3593	-92,47832243
3594	-92,4773228
3595	-92,47622213
3596	-92,47492082
3597	-92,47340284
3598	-92,47171828
3599	-92,46989842
3600	-92,46797945
3601	-92,46603584
3602	-92,46408374
3603	-92,46208206
3604	-92,46003931
3605	-92,4579498
3606	-92,45579374
3607	-92,45356862
3608	-92,45129984
3609	-92,44899998
3610	-92,44668354
3611	-92,44439086
3612	-92,44212134
3613	-92,43980853
3614	-92,43744576
3615	-92,43515835
3616	-92,43299462
3617	-92,43090067
3618	-92,4288419
3619	-92,42678002
3620	-92,42472939
3621	-92,4227104
3622	-92,42070723
3623	-92,41870208
3624	-92,41666814
3625	-92,41470289
3626	-92,41289045
3627	-92,41121237
3628	-92,40974309
3629	-92,40852476
3630	-92,40745109
3631	-92,40641388
3632	-92,40538287
3633	-92,40436355
3634	-92,40342449
3635	-92,40260832
3636	-92,40190935
3637	-92,40131438
3638	-92,40088035
3639	-92,40070911
3640	-92,40075987
3641	-92,40098445
3642	-92,40135708
3643	-92,40175966
3644	-92,40209407
3645	-92,40231104
3646	-92,40246659
3647	-92,4026092
3648	-92,40280298
3649	-92,4030653
3650	-92,40335644
3651	-92,4036569
3652	-92,40398585
3653	-92,40426737
3654	-92,40437773
3655	-92,40429185
3656	-92,40400521
3657	-92,40350538
3658	-92,40278281
3659	-92,40195679
3660	-92,4011296
3661	-92,40031612
3662	-92,39954732
3663	-92,39876554
3664	-92,39790059
3665	-92,39694019
3666	-92,39594387
3667	-92,39494654
3668	-92,39394886
3669	-92,39293088
3670	-92,39186312
3671	-92,39077925
3672	-92,3897624
3673	-92,38893281
3674	-92,38828749
3675	-92,38774918
3676	-92,38719743
3677	-92,38651046
3678	-92,38568623
3679	-92,38483245
3680	-92,38403039
3681	-92,38325257
3682	-92,38246666
3683	-92,38175887
3684	-92,3811985
3685	-92,38079542
3686	-92,38057812
3687	-92,3805552
3688	-92,38063545
3689	-92,38074222
3690	-92,38088169
3691	-92,38116534
3692	-92,38174907
3693	-92,38264954
3694	-92,38381318
3695	-92,38514086
3696	-92,38659433
3697	-92,38814913
3698	-92,38968687
3699	-92,39116414
3700	-92,39260378
3701	-92,39398486
3702	-92,39530173
3703	-92,39658222
3704	-92,39779232
3705	-92,3989568
3706	-92,40013347
3707	-92,40130043
3708	-92,40240069
3709	-92,40335894
3710	-92,40416505
3711	-92,40484976
3712	-92,40543324
3713	-92,40602766
3714	-92,40670309
3715	-92,40740312
3716	-92,40804473
3717	-92,40862477
3718	-92,40916128
3719	-92,40970193
3720	-92,41018923
3721	-92,41052027
3722	-92,41065499
3723	-92,41068683
3724	-92,41063481
3725	-92,41050439
3726	-92,41033021
3727	-92,41009744
3728	-92,40966948
3729	-92,4090123
3730	-92,40822704
3731	-92,40734535
3732	-92,406349
3733	-92,40529563
3734	-92,40419286
3735	-92,40301647
3736	-92,40175789
3737	-92,40048592
3738	-92,39926084
3739	-92,39814267
3740	-92,39716618
3741	-92,39628288
3742	-92,3954592
3743	-92,3947268
3744	-92,3940244
3745	-92,39325465
3746	-92,39243856
3747	-92,39157385
3748	-92,3905971
3749	-92,38952292
3750	-92,38838635
3751	-92,38723176
3752	-92,38605776
3753	-92,38475476
3754	-92,3832831
3755	-92,38164156
3756	-92,37985851
3757	-92,37803391
3758	-92,37622713
3759	-92,37444429
3760	-92,37266805
3761	-92,37088169
3762	-92,36901312
3763	-92,36695696
3764	-92,36469553
3765	-92,36233397
3766	-92,35990987
3767	-92,35741308
3768	-92,35490089
3769	-92,35236452
3770	-92,34982781
3771	-92,3472878
3772	-92,34464692
3773	-92,34189236
3774	-92,33916701
3775	-92,33660046
3776	-92,33419507
3777	-92,33200168
3778	-92,33010373
3779	-92,32844747
3780	-92,3269038
3781	-92,3254424
3782	-92,32407738
3783	-92,32280881
3784	-92,32170722
3785	-92,32077543
3786	-92,32002429
3787	-92,31948683
3788	-92,31913864
3789	-92,31885741
3790	-92,31851578
3791	-92,31814028
3792	-92,31777101
3793	-92,31733848
3794	-92,31681225
3795	-92,31618357
3796	-92,31541247
3797	-92,31444471
3798	-92,31327304
3799	-92,31190788
3800	-92,31038704
3801	-92,3087482
3802	-92,30700659
3803	-92,30511217
3804	-92,30304049
3805	-92,30085664
3806	-92,29859202
3807	-92,29621081
3808	-92,29375829
3809	-92,29131101
3810	-92,28891222
3811	-92,28663519
3812	-92,28457189
3813	-92,28275419
3814	-92,28115568
3815	-92,27974396
3816	-92,27847647
3817	-92,27727857
3818	-92,27615018
3819	-92,27511099
3820	-92,27416882
3821	-92,27334572
3822	-92,27271593
3823	-92,27229458
3824	-92,27201493
3825	-92,27184584
3826	-92,27170722
3827	-92,27145471
3828	-92,2710267
3829	-92,27039053
3830	-92,26953408
3831	-92,2684901
3832	-92,26737119
3833	-92,26620745
3834	-92,26501366
3835	-92,26377811
3836	-92,26244062
3837	-92,26096382
3838	-92,25937422
3839	-92,2577351
3840	-92,25610842
3841	-92,2545022
3842	-92,25291978
3843	-92,25133551
3844	-92,24973299
3845	-92,24806101
3846	-92,24631576
3847	-92,24448868
3848	-92,2425901
3849	-92,24065167
3850	-92,23865702
3851	-92,23655654
3852	-92,23442872
3853	-92,23234132
3854	-92,23028187
3855	-92,22825638
3856	-92,22628777
3857	-92,22438415
3858	-92,22257479
3859	-92,22095824
3860	-92,21955812
3861	-92,21827117
3862	-92,21699929
3863	-92,21576394
3864	-92,21451763
3865	-92,21329594
3866	-92,21222908
3867	-92,21121559
3868	-92,21016014
3869	-92,20915093
3870	-92,20821707
3871	-92,20733947
3872	-92,2065228
3873	-92,20575046
3874	-92,20492628
3875	-92,20405917
3876	-92,20326398
3877	-92,20259168
3878	-92,20198589
3879	-92,20140471
3880	-92,20085333
3881	-92,20036866
3882	-92,20001571
3883	-92,19985852
3884	-92,19980571
3885	-92,19973232
3886	-92,1996086
3887	-92,19938875
3888	-92,19899995
3889	-92,19849699
3890	-92,19799153
3891	-92,19748433
3892	-92,19696676
3893	-92,19651044
3894	-92,19612376
3895	-92,19570598
3896	-92,19509949
3897	-92,1942435
3898	-92,19307321
3899	-92,19154593
3900	-92,18973045
3901	-92,18773632
3902	-92,18568876
3903	-92,18372841
3904	-92,18188158
3905	-92,18008797
3906	-92,17825685
3907	-92,17633098
3908	-92,1743182
3909	-92,17229532
3910	-92,17036116
3911	-92,16857593
3912	-92,16689941
3913	-92,1652909
3914	-92,16380758
3915	-92,16247786
3916	-92,16133488
3917	-92,16041067
3918	-92,15959765
3919	-92,15872888
3920	-92,15772684
3921	-92,15670587
3922	-92,15577101
3923	-92,15493122
3924	-92,15421293
3925	-92,15358131
3926	-92,1529637
3927	-92,15236273
3928	-92,15187825
3929	-92,15155462
3930	-92,15141898
3931	-92,15139841
3932	-92,15139313
3933	-92,151453
3934	-92,15166955
3935	-92,15206122
3936	-92,1525551
3937	-92,15314457
3938	-92,15376683
3939	-92,15432958
3940	-92,15485236
3941	-92,15543057
3942	-92,15611794
3943	-92,15689428
3944	-92,15776952
3945	-92,15869127
3946	-92,15958013
3947	-92,16048172
3948	-92,16142699
3949	-92,16244232
3950	-92,16354745
3951	-92,16470041
3952	-92,16583529
3953	-92,16698416
3954	-92,16820965
3955	-92,1695242
3956	-92,17091055
3957	-92,17238566
3958	-92,17395974
3959	-92,17557031
3960	-92,17724292
3961	-92,17903961
3962	-92,18090201
3963	-92,18280198
3964	-92,184675
3965	-92,18644429
3966	-92,18814003
3967	-92,18980838
3968	-92,1915139
3969	-92,19325524
3970	-92,19498518
3971	-92,19670374
3972	-92,19840029
3973	-92,19998538
3974	-92,20143298
3975	-92,20275493
3976	-92,20397144
3977	-92,20507999
3978	-92,2060713
3979	-92,20701165
3980	-92,2080302
3981	-92,20922536
3982	-92,21065813
3983	-92,21222762
3984	-92,21383773
3985	-92,21546521
3986	-92,21702446
3987	-92,21839114
3988	-92,21956724
3989	-92,22058206
3990	-92,22137716
3991	-92,22187612
3992	-92,22209938
3993	-92,22207174
3994	-92,22176152
3995	-92,22113072
3996	-92,2201655
3997	-92,21886119
3998	-92,21729083
3999	-92,21552769
4000	-92,21357841
4001	-92,21152073
4002	-92,20950711
4003	-92,20759182
4004	-92,20576972
4005	-92,20409541
4006	-92,20262141
4007	-92,20136384
4008	-92,20035755
4009	-92,1996549
4010	-92,19920366
4011	-92,19886861
4012	-92,19859772
4013	-92,19837968
4014	-92,19826745
4015	-92,19836133
4016	-92,19868237
4017	-92,19916796
4018	-92,19985377
4019	-92,20070223
4020	-92,20159775
4021	-92,20246368
4022	-92,20329105
4023	-92,2040868
4024	-92,20486921
4025	-92,20568294
4026	-92,20658937
4027	-92,20756071
4028	-92,20854496
4029	-92,20951415
4030	-92,21042825
4031	-92,21123714
4032	-92,21198718
4033	-92,21273023
4034	-92,21350258
4035	-92,21430672
4036	-92,21517938
4037	-92,21613289
4038	-92,21708451
4039	-92,21798333
4040	-92,21880852
4041	-92,21950827
4042	-92,22008595
4043	-92,22062431
4044	-92,22111125
4045	-92,22149132
4046	-92,22176076
4047	-92,22186174
4048	-92,22171005
4049	-92,22138461
4050	-92,22103546
4051	-92,22071803
4052	-92,22043887
4053	-92,22022757
4054	-92,2200733
4055	-92,21996891
4056	-92,21994225
4057	-92,22003626
4058	-92,22016381
4059	-92,22028773
4060	-92,2204478
4061	-92,22066577
4062	-92,22097314
4063	-92,22143069
4064	-92,22195544
4065	-92,22241988
4066	-92,22276862
4067	-92,22301745
4068	-92,22313158
4069	-92,22310833
4070	-92,22298686
4071	-92,22281004
4072	-92,22249739
4073	-92,22202349
4074	-92,22140165
4075	-92,22066463
4076	-92,21991363
4077	-92,21920821
4078	-92,21844415
4079	-92,21758831
4080	-92,2166735
4081	-92,21566341
4082	-92,21449692
4083	-92,21327775
4084	-92,21210778
4085	-92,2109588
4086	-92,2098026
4087	-92,20868742
4088	-92,20769008
4089	-92,20688365
4090	-92,20625823
4091	-92,20566605
4092	-92,20497247
4093	-92,20416756
4094	-92,20329534
4095	-92,20243848
4096	-92,20163454
4097	-92,20085443
4098	-92,1999658
4099	-92,19886645
4100	-92,19754366
4101	-92,19606093
4102	-92,19447734
4103	-92,19277323
4104	-92,19090238
4105	-92,18889442
4106	-92,1868461
4107	-92,18489577
