1pts-51um-l8-7.7um-25deg-150rpm24/11/202208:42:41	
Time (seconds)	Raw Heat Rate (uJ / s)
13027	-92,142849
13028	-92,14332498
13029	-92,14359283
13030	-92,14370831
13031	-92,14362493
13032	-92,14331404
13033	-92,14283198
13034	-92,14223067
13035	-92,14151703
13036	-92,14069913
13037	-92,13977705
13038	-92,13877441
13039	-92,13773852
13040	-92,13675106
13041	-92,13584613
13042	-92,13503929
13043	-92,13434121
13044	-92,13382915
13045	-92,13350213
13046	-92,13333853
13047	-92,13331048
13048	-92,13327036
13049	-92,13310736
13050	-92,13285389
13051	-92,13256907
13052	-92,13223928
13053	-92,13186733
13054	-92,13152162
13055	-92,13120637
13056	-92,13094447
13057	-92,1307565
13058	-92,13064645
13059	-92,13056959
13060	-92,13052709
13061	-92,13048199
13062	-92,13031222
13063	-92,13010021
13064	-92,13002198
13065	-92,13015474
13066	-92,13043436
13067	-92,13084014
13068	-92,13133083
13069	-92,13179668
13070	-92,13224437
13071	-92,13269193
13072	-92,13308841
13073	-92,13339102
13074	-92,1335804
13075	-92,13366947
13076	-92,13369163
13077	-92,13381353
13078	-92,13411388
13079	-92,13448633
13080	-92,13486008
13081	-92,1353031
13082	-92,13577071
13083	-92,1362022
13084	-92,13674836
13085	-92,13775135
13086	-92,13942572
13087	-92,14207882
13088	-92,14581414
13089	-92,15035816
13090	-92,15524207
13091	-92,15988034
13092	-92,16399258
13093	-92,1676435
13094	-92,17098946
13095	-92,17416817
13096	-92,17715893
13097	-92,18006814
13098	-92,18302086
13099	-92,18594018
13100	-92,18840469
13101	-92,19006977
13102	-92,19064816
13103	-92,19007098
13104	-92,1885668
13105	-92,18656782
13106	-92,18464047
13107	-92,18294147
13108	-92,18126401
13109	-92,1795096
13110	-92,17759734
13111	-92,17549366
13112	-92,17320303
13113	-92,17071327
13114	-92,16793429
13115	-92,164937
13116	-92,16176309
13117	-92,15830671
13118	-92,15463163
13119	-92,15091748
13120	-92,14721359
13121	-92,14355633
13122	-92,14005909
13123	-92,13684829
13124	-92,13394736
13125	-92,13127472
13126	-92,12877133
13127	-92,12635267
13128	-92,12402291
13129	-92,12189262
13130	-92,11996059
13131	-92,118229
13132	-92,11678954
13133	-92,11559656
13134	-92,11449087
13135	-92,11337138
13136	-92,11212608
13137	-92,11065934
13138	-92,10899228
13139	-92,10713513
13140	-92,1051527
13141	-92,10314526
13142	-92,1011445
13143	-92,09905572
13144	-92,09682009
13145	-92,09442657
13146	-92,09194084
13147	-92,08934216
13148	-92,08654009
13149	-92,0836873
13150	-92,08097703
13151	-92,07870522
13152	-92,07695555
13153	-92,0755533
13154	-92,07433179
13155	-92,07313109
13156	-92,07182758
13157	-92,07036473
13158	-92,06883793
13159	-92,06729259
13160	-92,0657355
13161	-92,0642181
13162	-92,06287933
13163	-92,06189716
13164	-92,06121765
13165	-92,06070018
13166	-92,06017011
13167	-92,05959013
13168	-92,05902313
13169	-92,0585421
13170	-92,05821682
13171	-92,05810632
13172	-92,05827827
13173	-92,05870778
13174	-92,05934825
13175	-92,06019283
13176	-92,06121321
13177	-92,06240152
13178	-92,06370438
13179	-92,06505506
13180	-92,06647179
13181	-92,06788764
13182	-92,06917451
13183	-92,07029273
13184	-92,07127204
13185	-92,0722116
13186	-92,07317029
13187	-92,07414382
13188	-92,07502306
13189	-92,07577344
13190	-92,07640872
13191	-92,07688775
13192	-92,07716412
13193	-92,0772819
13194	-92,07729118
13195	-92,07713556
13196	-92,07683149
13197	-92,07649872
13198	-92,07619528
13199	-92,07596324
13200	-92,07576946
13201	-92,07554014
13202	-92,07519636
13203	-92,07482037
13204	-92,0745032
13205	-92,07427129
13206	-92,07414478
13207	-92,07411518
13208	-92,07408417
13209	-92,07394659
13210	-92,07377891
13211	-92,07367452
13212	-92,07367742
13213	-92,07382936
13214	-92,07411849
13215	-92,07444978
13216	-92,07480185
13217	-92,07529255
13218	-92,07591613
13219	-92,0765363
13220	-92,07710323
13221	-92,07762782
13222	-92,0781187
13223	-92,07863897
13224	-92,07927873
13225	-92,07999884
13226	-92,08070196
13227	-92,08128733
13228	-92,08169364
13229	-92,08183434
13230	-92,08175384
13231	-92,08158111
13232	-92,08137243
13233	-92,08117769
13234	-92,0810885
13235	-92,08100468
13236	-92,08083914
13237	-92,0805741
13238	-92,08017511
13239	-92,07961081
13240	-92,07886927
13241	-92,07799889
13242	-92,07708182
13243	-92,07616593
13244	-92,07535181
13245	-92,07477416
13246	-92,07436837
13247	-92,07399066
13248	-92,07356905
13249	-92,07301919
13250	-92,0724508
13251	-92,07194571
13252	-92,07148498
13253	-92,07107847
13254	-92,07074251
13255	-92,07050557
13256	-92,07033302
13257	-92,07019158
13258	-92,07005959
13259	-92,06989927
13260	-92,06962041
13261	-92,06925462
13262	-92,06884363
13263	-92,06832581
13264	-92,06772607
13265	-92,06706344
13266	-92,06634024
13267	-92,06560515
13268	-92,06488952
13269	-92,06421061
13270	-92,06356538
13271	-92,06294091
13272	-92,0623158
13273	-92,0617241
13274	-92,06117257
13275	-92,0606509
13276	-92,06009364
13277	-92,05948439
13278	-92,05895853
13279	-92,05859821
13280	-92,05836642
13281	-92,05820319
13282	-92,05810042
13283	-92,05799635
13284	-92,05779039
13285	-92,05748059
13286	-92,05716011
13287	-92,05691964
13288	-92,05673943
13289	-92,05660342
13290	-92,05646272
13291	-92,05636433
13292	-92,05639185
13293	-92,05655157
13294	-92,05677275
13295	-92,05710751
13296	-92,05760971
13297	-92,0582118
13298	-92,05892278
13299	-92,05985354
13300	-92,0609529
13301	-92,06207079
13302	-92,06313101
13303	-92,06417351
13304	-92,06519326
13305	-92,06627522
13306	-92,06748397
13307	-92,06874652
13308	-92,06999346
13309	-92,07131895
13310	-92,07266769
13311	-92,07396153
13312	-92,07517294
13313	-92,07627094
13314	-92,07721916
13315	-92,07808483
13316	-92,07901716
13317	-92,08001017
13318	-92,08092533
13319	-92,08178257
13320	-92,0825697
13321	-92,08321531
13322	-92,08376397
13323	-92,08428025
13324	-92,08464581
13325	-92,08482055
13326	-92,08483682
13327	-92,08476724
13328	-92,08458636
13329	-92,08420904
13330	-92,08369319
13331	-92,08302409
13332	-92,08219169
13333	-92,08128741
13334	-92,08034983
13335	-92,07940996
13336	-92,07849148
13337	-92,07754146
13338	-92,07646667
13339	-92,07524381
13340	-92,07393942
13341	-92,0725837
13342	-92,07116702
13343	-92,06977894
13344	-92,0685208
13345	-92,06732308
13346	-92,06614457
13347	-92,06500736
13348	-92,06388993
13349	-92,06274982
13350	-92,06160431
13351	-92,06043836
13352	-92,05923285
13353	-92,05805427
13354	-92,05701684
13355	-92,05610414
13356	-92,05541435
13357	-92,05504841
13358	-92,05498103
13359	-92,05511616
13360	-92,05540604
13361	-92,05583981
13362	-92,05640105
13363	-92,05713583
13364	-92,05805118
13365	-92,05902221
13366	-92,05998075
13367	-92,06094645
13368	-92,06192126
13369	-92,06285375
13370	-92,06381514
13371	-92,06473896
13372	-92,06554388
13373	-92,06621768
13374	-92,06677337
13375	-92,06720537
13376	-92,0675116
13377	-92,06776309
13378	-92,06797598
13379	-92,06816673
13380	-92,06839298
13381	-92,0686465
13382	-92,06888269
13383	-92,06903503
13384	-92,06911871
13385	-92,0691173
13386	-92,06904465
13387	-92,06890456
13388	-92,06876619
13389	-92,0687703
13390	-92,06898934
13391	-92,06935861
13392	-92,06971055
13393	-92,06994288
13394	-92,07005417
13395	-92,07006137
13396	-92,07002873
13397	-92,07004225
13398	-92,07014682
13399	-92,07035459
13400	-92,07063966
13401	-92,0710006
13402	-92,07146675
13403	-92,07198759
13404	-92,07248877
13405	-92,07290412
13406	-92,0731836
13407	-92,0734161
13408	-92,07367954
13409	-92,0738828
13410	-92,0738022
13411	-92,07281219
13412	-92,06970161
13413	-92,06271579
13414	-92,04789646
13415	-92,02020645
13416	-91,97538326
13417	-91,90831004
13418	-91,81160494
13419	-91,68122592
13420	-91,51785909
13421	-91,32072075
13422	-91,08671758
13423	-90,81697182
13424	-90,51650853
13425	-90,18484016
13426	-89,82516555
13427	-89,44392316
13428	-89,0437606
13429	-88,63202327
13430	-88,21860168
13431	-87,81062675
13432	-87,41521903
13433	-87,04271661
13434	-86,70027806
13435	-86,38941612
13436	-86,11316546
13437	-85,87668037
13438	-85,68023731
13439	-85,52093695
13440	-85,40094731
13441	-85,31822301
13442	-85,26952739
13443	-85,25490488
13444	-85,27067457
13445	-85,31376623
13446	-85,38178281
13447	-85,47178023
13448	-85,58232382
13449	-85,71046991
13450	-85,85287099
13451	-86,00870437
13452	-86,17587204
13453	-86,35157856
13454	-86,53362401
13455	-86,72158695
13456	-86,91463135
13457	-87,1092298
13458	-87,30536377
13459	-87,50296876
13460	-87,69871161
13461	-87,89165905
13462	-88,08327473
13463	-88,2715177
13464	-88,45479407
13465	-88,63396879
13466	-88,80827646
13467	-88,97741307
13468	-89,1415471
13469	-89,30113394
13470	-89,45469877
13471	-89,60147182
13472	-89,74323886
13473	-89,87872242
13474	-90,00731582
13475	-90,13076626
13476	-90,24917108
13477	-90,36112775
13478	-90,46687612
13479	-90,56800308
13480	-90,66456539
13481	-90,75535059
13482	-90,8404691
13483	-90,92121415
13484	-90,99704258
13485	-91,06788264
13486	-91,1349432
13487	-91,19775337
13488	-91,25624445
13489	-91,31142317
13490	-91,36293894
13491	-91,4107762
13492	-91,45581915
13493	-91,49820085
13494	-91,53742654
13495	-91,57368904
13496	-91,60757701
13497	-91,63919447
13498	-91,66850683
13499	-91,69568659
13500	-91,72104875
13501	-91,74441617
13502	-91,76589936
13503	-91,78581042
13504	-91,80411281
13505	-91,82087317
13506	-91,83635809
13507	-91,85052686
13508	-91,86353945
13509	-91,87568434
13510	-91,88697959
13511	-91,897474
13512	-91,90725413
13513	-91,91621541
13514	-91,92442729
13515	-91,93200097
13516	-91,93892892
13517	-91,9453039
13518	-91,95121546
13519	-91,95658938
13520	-91,96150131
13521	-91,9660012
13522	-91,9700237
13523	-91,97355448
13524	-91,97664189
13525	-91,97935122
13526	-91,98173021
13527	-91,98387237
13528	-91,9857904
13529	-91,98744172
13530	-91,98892
13531	-91,99028995
13532	-91,99151146
13533	-91,99257696
13534	-91,99354737
13535	-91,99438634
13536	-91,99507535
13537	-91,99571555
13538	-91,99633969
13539	-91,99690935
13540	-91,99739755
13541	-91,99776289
13542	-91,9979388
13543	-91,9979691
13544	-91,99792198
13545	-91,9977652
13546	-91,99746966
13547	-91,99709568
13548	-91,9966941
13549	-91,99627598
13550	-91,9958784
13551	-91,9955235
13552	-91,99509219
13553	-91,99451679
13554	-91,99383331
13555	-91,99303016
13556	-91,992081
13557	-91,9910894
13558	-91,99012171
13559	-91,989172
13560	-91,98827289
13561	-91,98741638
13562	-91,98652646
13563	-91,98560078
13564	-91,98468702
13565	-91,98379966
13566	-91,98296683
13567	-91,9823012
13568	-91,98187619
13569	-91,98169942
13570	-91,98179733
13571	-91,98219314
13572	-91,98277279
13573	-91,98344797
13574	-91,98420343
13575	-91,98505105
13576	-91,98596652
13577	-91,98698095
13578	-91,98813851
13579	-91,98947031
13580	-91,99101068
13581	-91,99272268
13582	-91,99453662
13583	-91,99633922
13584	-91,99807758
13585	-91,99971783
13586	-92,00125961
13587	-92,00274483
13588	-92,00422088
13589	-92,0056552
13590	-92,00699032
13591	-92,00833836
13592	-92,00973276
13593	-92,01109457
13594	-92,01237038
13595	-92,01357116
13596	-92,01469107
13597	-92,01573513
13598	-92,01676823
13599	-92,01780405
13600	-92,01882865
13601	-92,01989388
13602	-92,02100584
13603	-92,02211289
13604	-92,02326011
13605	-92,02455711
13606	-92,02597175
13607	-92,02746792
13608	-92,02908419
13609	-92,03074585
13610	-92,03231569
13611	-92,03380386
13612	-92,03517984
13613	-92,03639692
13614	-92,0374969
13615	-92,03862796
13616	-92,03980965
13617	-92,04107478
13618	-92,04245201
13619	-92,04386959
13620	-92,04522924
13621	-92,04650073
13622	-92,04769495
13623	-92,04873266
13624	-92,04961067
13625	-92,05043609
13626	-92,05130421
13627	-92,05229089
13628	-92,0534641
13629	-92,05472489
13630	-92,0558869
13631	-92,05688301
13632	-92,05776879
13633	-92,05865206
13634	-92,05961186
13635	-92,06067098
13636	-92,06183022
13637	-92,06305954
13638	-92,06441638
13639	-92,0659894
13640	-92,06773929
13641	-92,06948023
13642	-92,07117022
13643	-92,07280498
13644	-92,07442753
13645	-92,07608863
13646	-92,07783809
13647	-92,07963178
13648	-92,08139321
13649	-92,08313222
13650	-92,0848673
13651	-92,0865259
13652	-92,08817059
13653	-92,08982276
13654	-92,09143778
13655	-92,09298421
13656	-92,09449518
13657	-92,09595758
13658	-92,09736764
13659	-92,09876535
13660	-92,10019169
13661	-92,10166828
13662	-92,10317037
13663	-92,10467
13664	-92,10610908
13665	-92,10736708
13666	-92,1084907
13667	-92,10946267
13668	-92,11024458
13669	-92,11084417
13670	-92,11131684
13671	-92,11173678
13672	-92,11220786
13673	-92,11280021
13674	-92,11348723
13675	-92,11417471
13676	-92,11478337
13677	-92,11531674
13678	-92,11577267
13679	-92,11616659
13680	-92,11658515
13681	-92,11702129
13682	-92,1174536
13683	-92,11794399
13684	-92,11851354
13685	-92,11912414
13686	-92,11978569
13687	-92,12046715
13688	-92,12109331
13689	-92,12166855
13690	-92,12229973
13691	-92,12304069
13692	-92,12380266
13693	-92,12454215
13694	-92,12527409
13695	-92,12597294
13696	-92,12666257
13697	-92,12739877
13698	-92,12814726
13699	-92,12888729
13700	-92,12968558
13701	-92,13053134
13702	-92,13133161
13703	-92,13207264
13704	-92,13277942
13705	-92,133416
13706	-92,13390408
13707	-92,13430786
13708	-92,13467563
13709	-92,13497278
13710	-92,13525917
13711	-92,13557067
13712	-92,13584245
13713	-92,13603923
13714	-92,13614911
13715	-92,13617305
13716	-92,13614916
13717	-92,13622138
13718	-92,13644559
13719	-92,13673794
13720	-92,13706056
13721	-92,13745528
13722	-92,13788593
13723	-92,13836978
13724	-92,13898388
13725	-92,13973731
13726	-92,14054361
13727	-92,14131214
13728	-92,14201238
13729	-92,14262841
13730	-92,14314162
13731	-92,14357869
13732	-92,14385004
13733	-92,14387172
13734	-92,14371788
13735	-92,14350451
13736	-92,1432809
13737	-92,14311972
13738	-92,14303817
13739	-92,14291309
13740	-92,1426129
13741	-92,14216207
13742	-92,14165135
13743	-92,14108601
13744	-92,1404552
13745	-92,13973028
13746	-92,13882654
13747	-92,13778024
13748	-92,13666324
13749	-92,13541335
13750	-92,13393553
13751	-92,13223801
13752	-92,13036277
13753	-92,12827718
13754	-92,12603924
13755	-92,12374414
13756	-92,12134602
13757	-92,118811
13758	-92,11619389
13759	-92,11354428
13760	-92,11089184
13761	-92,10828289
13762	-92,10571747
13763	-92,10316941
13764	-92,10068388
13765	-92,09834106
13766	-92,09613716
13767	-92,09401935
13768	-92,09195882
13769	-92,08995915
13770	-92,08801329
13771	-92,08615984
13772	-92,0843704
13773	-92,08257167
13774	-92,08075347
13775	-92,07893836
13776	-92,07720099
13777	-92,07553805
13778	-92,07394164
13779	-92,07240679
13780	-92,0708629
13781	-92,06924046
13782	-92,06753804
13783	-92,0658536
13784	-92,06424559
13785	-92,06270846
13786	-92,06124967
13787	-92,05994276
13788	-92,05883744
13789	-92,0578805
13790	-92,05701345
13791	-92,05617227
13792	-92,05543411
13793	-92,05484113
13794	-92,05433053
13795	-92,05382276
13796	-92,05334826
13797	-92,05295975
13798	-92,05259306
13799	-92,05218716
13800	-92,05178159
13801	-92,0514317
13802	-92,05117929
13803	-92,05101029
13804	-92,05089062
13805	-92,05080133
13806	-92,05076616
13807	-92,05068414
13808	-92,05048535
13809	-92,05025459
13810	-92,05007328
13811	-92,04989972
13812	-92,04969582
13813	-92,04950882
13814	-92,04939452
13815	-92,04936764
13816	-92,04940014
13817	-92,04939024
13818	-92,0492824
13819	-92,0491034
13820	-92,04893185
13821	-92,04878654
13822	-92,04871323
13823	-92,04877761
13824	-92,04898212
13825	-92,04932418
13826	-92,04987741
13827	-92,05063279
13828	-92,05149623
13829	-92,05236795
13830	-92,05316499
13831	-92,05382088
13832	-92,05432478
13833	-92,05483732
13834	-92,05547162
13835	-92,05614548
13836	-92,05677876
13837	-92,05734008
13838	-92,05781122
13839	-92,05821879
13840	-92,05861081
13841	-92,05893931
13842	-92,05921306
13843	-92,05949045
13844	-92,0598054
13845	-92,0601706
13846	-92,06066574
13847	-92,06129641
13848	-92,06191736
13849	-92,06243988
13850	-92,06293798
13851	-92,06346563
13852	-92,06403442
13853	-92,06470156
13854	-92,06549605
13855	-92,06640833
13856	-92,067422
13857	-92,06849045
13858	-92,06955739
13859	-92,07053996
13860	-92,07141608
13861	-92,07219448
13862	-92,07298423
13863	-92,07390724
13864	-92,07503333
13865	-92,07632899
13866	-92,0777563
13867	-92,07929302
13868	-92,08085094
13869	-92,08232962
13870	-92,08363638
13871	-92,0847851
13872	-92,08581096
13873	-92,08676199
13874	-92,08782034
13875	-92,08903299
13876	-92,09033275
13877	-92,09168998
13878	-92,09306582
13879	-92,09435594
13880	-92,09549731
13881	-92,09648997
13882	-92,09734409
13883	-92,09809113
13884	-92,09881007
13885	-92,09959382
13886	-92,10045484
13887	-92,10135529
13888	-92,1023043
13889	-92,10321527
13890	-92,1040378
13891	-92,10481078
13892	-92,10557604
13893	-92,10634954
13894	-92,10720333
13895	-92,10819739
13896	-92,10926853
13897	-92,11033973
13898	-92,11135701
13899	-92,11231062
13900	-92,11323946
13901	-92,11416172
13902	-92,1150246
13903	-92,11576132
13904	-92,11640892
13905	-92,11711191
13906	-92,11788642
13907	-92,1186611
13908	-92,11936258
13909	-92,11994455
13910	-92,120361
13911	-92,12075009
13912	-92,12120207
13913	-92,12169549
13914	-92,12207865
13915	-92,12224946
13916	-92,12218075
13917	-92,12201316
13918	-92,12186519
13919	-92,12167278
13920	-92,12128638
13921	-92,1206884
13922	-92,11989188
13923	-92,11889351
13924	-92,11771467
13925	-92,11646589
13926	-92,11507605
13927	-92,1134865
13928	-92,11176
13929	-92,11006211
13930	-92,10843355
13931	-92,10685972
13932	-92,10528893
13933	-92,10365119
13934	-92,10194168
13935	-92,10024085
13936	-92,09859301
13937	-92,09706339
13938	-92,09570004
13939	-92,09450393
13940	-92,09340146
13941	-92,09237986
13942	-92,09144334
13943	-92,09058537
13944	-92,08976198
13945	-92,08896087
13946	-92,08816319
13947	-92,08732514
13948	-92,08647952
13949	-92,08573375
13950	-92,08511631
13951	-92,08460708
13952	-92,08414666
13953	-92,08372145
13954	-92,08333328
13955	-92,08292408
13956	-92,08247706
13957	-92,08205048
13958	-92,08166871
13959	-92,08137178
13960	-92,0811602
13961	-92,08098118
13962	-92,08082098
13963	-92,08067177
13964	-92,08048055
13965	-92,08023478
13966	-92,07996238
13967	-92,07966463
13968	-92,07929602
13969	-92,07887296
13970	-92,07846696
13971	-92,07812576
13972	-92,07784556
13973	-92,07763562
13974	-92,07741904
13975	-92,07717492
13976	-92,07704837
13977	-92,07712482
13978	-92,07740698
13979	-92,07790647
13980	-92,07857182
13981	-92,07932375
13982	-92,08017203
13983	-92,08116557
13984	-92,08226154
13985	-92,08343269
13986	-92,08468882
13987	-92,08601933
13988	-92,08734777
13989	-92,08867087
13990	-92,08999914
13991	-92,09126429
13992	-92,09242609
13993	-92,09353216
13994	-92,09464528
13995	-92,0957904
13996	-92,09699228
13997	-92,09820551
13998	-92,09935298
13999	-92,10040617
14000	-92,10139259
14001	-92,10228808
14002	-92,10305948
14003	-92,10374971
14004	-92,104448
14005	-92,10516756
14006	-92,10588556
14007	-92,1065643
14008	-92,10708945
14009	-92,10733264
14010	-92,1071794
14011	-92,10622866
14012	-92,10389415
14013	-92,09908609
14014	-92,08963427
14015	-92,07300225
14016	-92,0444708
14017	-91,99986846
14018	-91,93668359
14019	-91,84880676
14020	-91,73293417
14021	-91,5895189
14022	-91,41419997
14023	-91,20613738
14024	-90,9682118
14025	-90,69787735
14026	-90,39660194
14027	-90,06960112
14028	-89,72023794
14029	-89,35123566
14030	-88,96833859
14031	-88,58118124
14032	-88,19662942
14033	-87,81882167
14034	-87,45667143
14035	-87,11671899
14036	-86,80060034
14037	-86,51458884
14038	-86,26162658
14039	-86,04052361
14040	-85,85581219
14041	-85,70801251
14042	-85,5933379
14043	-85,51146921
14044	-85,46301587
14045	-85,44479628
14046	-85,45363391
14047	-85,48755047
14048	-85,54435192
14049	-85,621517
14050	-85,71724707
14051	-85,82971338
14052	-85,95594783
14053	-86,09514839
14054	-86,24570368
14055	-86,4044609
14056	-86,57083863
14057	-86,74383963
14058	-86,92026273
14059	-87,09876415
14060	-87,28009349
14061	-87,46214286
14062	-87,64282821
14063	-87,82335817
14064	-88,0029977
14065	-88,17904789
14066	-88,35184343
14067	-88,52205536
14068	-88,68719581
14069	-88,84764923
14070	-89,00433054
14071	-89,15525047
14072	-89,3003782
14073	-89,44137541
14074	-89,57806656
14075	-89,70866312
14076	-89,83371111
14077	-89,9542467
14078	-90,06886669
14079	-90,17823039
14080	-90,28331535
14081	-90,38288388
14082	-90,47750124
14083	-90,56812531
14084	-90,65374593
14085	-90,7348573
14086	-90,81220044
14087	-90,88548213
14088	-90,95448949
14089	-91,01942547
14090	-91,08079402
14091	-91,13843626
14092	-91,19253928
14093	-91,24348464
14094	-91,29087469
14095	-91,33509713
14096	-91,3767687
14097	-91,41546664
14098	-91,45141271
14099	-91,48505693
14100	-91,51607002
14101	-91,54477107
14102	-91,57171568
14103	-91,5966401
14104	-91,6197709
14105	-91,64155925
14106	-91,66181147
14107	-91,68065888
14108	-91,69842405
14109	-91,71513302
14110	-91,73066817
14111	-91,7450427
14112	-91,75849416
14113	-91,77110954
14114	-91,78300008
14115	-91,7943148
14116	-91,80504308
14117	-91,81512348
14118	-91,82460663
14119	-91,83344383
14120	-91,84167624
14121	-91,84944469
14122	-91,85678187
14123	-91,86370447
14124	-91,87030077
14125	-91,87666578
14126	-91,88288506
14127	-91,8889252
14128	-91,89476216
14129	-91,9004256
14130	-91,90592853
14131	-91,91117915
14132	-91,91614353
14133	-91,92091286
14134	-91,92553622
14135	-91,92994313
14136	-91,93410328
14137	-91,93797036
14138	-91,94156741
14139	-91,94500151
14140	-91,94829552
14141	-91,95144585
14142	-91,95455561
14143	-91,95761925
14144	-91,96056813
14145	-91,96341642
14146	-91,96618002
14147	-91,96886708
14148	-91,97138007
14149	-91,97365455
14150	-91,97580187
14151	-91,97788433
14152	-91,97988597
14153	-91,98187719
14154	-91,98386815
14155	-91,98581042
14156	-91,98766382
14157	-91,9893526
14158	-91,99081021
14159	-91,99211287
14160	-91,99335708
14161	-91,99456315
14162	-91,99569268
14163	-91,99682157
14164	-91,99799312
14165	-91,99914279
14166	-92,00026873
14167	-92,00146892
14168	-92,00269903
14169	-92,00387513
14170	-92,00493341
14171	-92,00583797
14172	-92,00658212
14173	-92,00721858
14174	-92,0077303
14175	-92,00801986
14176	-92,00808874
14177	-92,00803488
14178	-92,00792211
14179	-92,00774202
14180	-92,00750008
14181	-92,0072221
14182	-92,00687468
14183	-92,00645278
14184	-92,00597136
14185	-92,00545541
14186	-92,00494364
14187	-92,00452465
14188	-92,00419772
14189	-92,00394017
14190	-92,00375137
14191	-92,00364925
14192	-92,00359385
14193	-92,00351116
14194	-92,00342171
14195	-92,00339376
14196	-92,00342781
14197	-92,00353556
14198	-92,00370284
14199	-92,00385166
14200	-92,00399082
14201	-92,00417233
14202	-92,00438848
14203	-92,0047075
14204	-92,00519407
14205	-92,00587357
14206	-92,00668332
14207	-92,00766245
14208	-92,00888956
14209	-92,01032854
14210	-92,01180921
14211	-92,01330117
14212	-92,01483934
14213	-92,0164602
14214	-92,01823791
14215	-92,02015709
14216	-92,02215191
14217	-92,02423665
14218	-92,02644104
14219	-92,02876393
14220	-92,03112268
14221	-92,03353065
14222	-92,03603119
14223	-92,03854885
14224	-92,04105362
14225	-92,04367412
14226	-92,04643586
14227	-92,04925312
14228	-92,05210584
14229	-92,05505137
14230	-92,05807419
14231	-92,06118336
14232	-92,06436092
14233	-92,06748818
14234	-92,07043395
14235	-92,0731764
14236	-92,07571831
14237	-92,07801832
14238	-92,08015476
14239	-92,08219307
14240	-92,08409231
14241	-92,08581285
14242	-92,0873907
14243	-92,0888218
14244	-92,09002975
14245	-92,09110154
14246	-92,09211609
14247	-92,09303018
14248	-92,09387632
14249	-92,09478447
14250	-92,09583091
14251	-92,09701698
14252	-92,09830569
14253	-92,09959417
14254	-92,10079608
14255	-92,10193104
14256	-92,10301324
14257	-92,10404944
14258	-92,10508049
14259	-92,10616808
14260	-92,10728631
14261	-92,1083615
14262	-92,10945188
14263	-92,11057631
14264	-92,11165566
14265	-92,11272145
14266	-92,11373177
14267	-92,11459935
14268	-92,11538339
14269	-92,1162657
14270	-92,11730761
14271	-92,1185147
14272	-92,11997436
14273	-92,12165782
14274	-92,12340952
14275	-92,12517781
14276	-92,12695942
14277	-92,12868038
14278	-92,13028337
14279	-92,13178373
14280	-92,13317167
14281	-92,13450336
14282	-92,13590278
14283	-92,13734575
14284	-92,13869125
14285	-92,13991329
14286	-92,14105084
14287	-92,14198718
14288	-92,14268193
14289	-92,14327691
14290	-92,14379612
14291	-92,14418814
14292	-92,14446017
14293	-92,14463776
14294	-92,14475504
14295	-92,14479021
14296	-92,14473476
14297	-92,14454323
14298	-92,14415624
14299	-92,14360758
14300	-92,14292279
14301	-92,14205211
14302	-92,1410144
14303	-92,13988382
14304	-92,13860974
14305	-92,13714919
14306	-92,13559933
14307	-92,13402974
14308	-92,13245947
14309	-92,13086895
14310	-92,12925071
14311	-92,12756401
14312	-92,12581978
14313	-92,12408615
14314	-92,12236826
14315	-92,12061891
14316	-92,1188985
14317	-92,11727868
14318	-92,11571151
14319	-92,11417857
14320	-92,11272531
14321	-92,11129099
14322	-92,10979254
14323	-92,1082443
14324	-92,10672663
14325	-92,10529193
14326	-92,10401647
14327	-92,10296034
14328	-92,10214133
14329	-92,10151347
14330	-92,10105818
14331	-92,10071258
14332	-92,10033802
14333	-92,09986967
14334	-92,09936601
14335	-92,0987994
14336	-92,09814841
14337	-92,09750822
14338	-92,0969381
14339	-92,09640441
14340	-92,09586221
14341	-92,09526169
14342	-92,09447348
14343	-92,09343146
14344	-92,09220302
14345	-92,09085947
14346	-92,08940673
14347	-92,08794908
14348	-92,08656918
14349	-92,08514687
14350	-92,08370479
14351	-92,08234197
14352	-92,08098643
14353	-92,07957293
14354	-92,07814936
14355	-92,07672529
14356	-92,07525788
14357	-92,07376358
14358	-92,0722107
14359	-92,07051858
14360	-92,06865476
14361	-92,06671979
14362	-92,06480418
14363	-92,0629387
14364	-92,0612397
14365	-92,05968593
14366	-92,05816078
14367	-92,05662399
14368	-92,05502349
14369	-92,05328441
14370	-92,05144429
14371	-92,04967204
14372	-92,0481256
14373	-92,04692589
14374	-92,04614926
14375	-92,04580789
14376	-92,0457279
14377	-92,0456729
14378	-92,04556351
14379	-92,04538565
14380	-92,04516979
14381	-92,04503013
14382	-92,04507501
14383	-92,04531631
14384	-92,04578044
14385	-92,04646826
14386	-92,04727976
14387	-92,04812581
14388	-92,04897076
14389	-92,04975458
14390	-92,05033328
14391	-92,05073903
14392	-92,05106179
14393	-92,05136367
14394	-92,05171037
14395	-92,05215562
14396	-92,05265084
14397	-92,05312014
14398	-92,05358834
14399	-92,05399087
14400	-92,05422469
14401	-92,05429287
14402	-92,05426172
14403	-92,05410257
14404	-92,05380847
14405	-92,05353808
14406	-92,05333776
14407	-92,05316276
14408	-92,05297549
14409	-92,05274525
14410	-92,05243129
14411	-92,05206982
14412	-92,05171341
14413	-92,05140899
14414	-92,05119931
14415	-92,0511231
14416	-92,05117062
14417	-92,05128355
14418	-92,0514658
14419	-92,05172813
14420	-92,05198352
14421	-92,0521616
