scan 1120/11/202208:13:50		
temp(°=C)	power	time(seconds)
12,43905163	-1,762659073	447,4825134
12,5409193	-1,728234053	453,6016846
12,64272976	-1,700712562	459,7166443
12,74458504	-1,672441125	465,8322754
12,84651184	-1,647334933	471,956543
12,94832897	-1,6243608	478,0682373
13,05024815	-1,600175858	484,1879272
13,15196609	-1,582550645	490,2949524
13,25379181	-1,56539619	496,4067688
13,35560703	-1,544678211	502,5219116
13,45735836	-1,519800067	508,6307373
13,55917072	-1,496965289	514,743042
13,66099739	-1,469563961	520,8562622
13,76282215	-1,454871655	526,9707031
13,86477947	-1,443119526	533,0910034
13,96660137	-1,434559584	539,2039185
14,06855106	-1,423623562	545,3247681
14,17030716	-1,413436651	551,4331055
14,27215862	-1,408044577	557,5475464
14,37388325	-1,402113676	563,6519165
14,47575569	-1,3909266	569,7687988
14,57771778	-1,381636739	575,8884888
14,67961407	-1,37036705	582,0047607
14,78137684	-1,357383251	588,1130371
14,88324547	-1,343875289	594,2288818
14,98511791	-1,336396098	600,3394165
15,08702087	-1,337153912	606,4572144
15,18891335	-1,331486583	612,5790405
15,2908268	-1,322742939	618,6901855
15,3927393	-1,31652379	624,8069458
15,49461365	-1,314792871	630,9209595
15,59659767	-1,311408997	637,0429077
15,69846535	-1,30982542	643,1557617
15,80035591	-1,305542588	649,270813
15,90242195	-1,298694134	655,399231
16,00429153	-1,290579438	661,5085449
16,10622215	-1,287393332	667,6282959
16,20812416	-1,283571362	673,7428589
16,30995941	-1,282193065	679,852356
16,41182899	-1,280172944	685,9685669
16,51375771	-1,276141644	692,0841064
16,6157856	-1,272747755	698,2077637
16,71758461	-1,267831802	704,3181152
16,81949806	-1,262813807	710,4318237
16,92148399	-1,260519385	716,555481
17,02347183	-1,26017046	722,6730957
17,12528992	-1,260197043	728,7797852
17,2271862	-1,258954167	734,8963623
17,32909966	-1,257473946	741,0126953
17,431036	-1,25973773	747,1296997
