scan 1320/11/202208:13:50						
temp(C)	power	time(seconds)				
18,55153656	-1,404153705	814,3380127				
18,65350342	-1,423329234	820,4537964				
18,75532341	-1,444570661	826,5652466				
18,85725594	-1,461602688	832,6834106				
18,9593277	-1,479301333	838,8068237				
19,06123352	-1,491223812	844,9208374				
19,16308784	-1,502375841	851,0333252				
19,26508522	-1,523526788	857,1541748				
19,36712646	-1,54161334	863,2753906				
19,46905899	-1,5562253	869,3927612				
19,57086563	-1,570746779	875,5012207				
19,6726799	-1,581219554	881,6096191				
19,77457428	-1,588493824	887,7236328				
19,87650108	-1,594546676	893,8415527				
19,97845459	-1,600384593	899,9577637				
20,08030319	-1,615083694	906,0674438				
20,18222809	-1,636147618	912,1849976				
20,28410149	-1,6516608	918,2952881				
20,38600349	-1,660806656	924,4124756				
20,48788071	-1,666903615	930,5264893				
20,58985901	-1,676411152	936,6443481				
20,69180107	-1,680582285	942,7630615				
20,7937603	-1,68820262	948,8774414				
20,89564514	-1,693266273	954,9916382				
20,99754143	-1,703788638	961,1068115				
21,09939766	-1,70532167	967,2189331				
21,20125389	-1,712385058	973,3280029				
21,30303192	-1,719061375	979,4342041				
21,40493584	-1,724057674	985,5505981				
21,50687981	-1,72255981	991,6672363				
21,60883141	-1,720532298	997,7872314				
21,71071053	-1,724926591	1003,895508				
21,81262207	-1,725217581	1010,013367				
21,91459656	-1,725768805	1016,13208				
22,01660919	-1,727587342	1022,251221				
22,11847687	-1,731221557	1028,363037				
22,22031784	-1,732002854	1034,475952				
22,32217026	-1,728798509	1040,587891				
22,42403793	-1,729187369	1046,698242				
22,52589417	-1,742219925	1052,811401				
22,62784767	-1,750711799	1058,926758				
22,72970963	-1,757303834	1065,040894				
22,83155823	-1,759461522	1071,14917				
22,93349457	-1,760659218	1077,2677				
23,03555107	-1,755800843	1083,390747				
23,13751793	-1,757350922	1089,50647				
23,23947906	-1,759397984	1095,626221				
23,34139061	-1,76066196	1101,739868				
23,44336319	-1,759948611	1107,858154				
23,54519463	-1,758689523	1113,969727				
23,64720345	-1,757828593	1120,088745				
23,74914551	-1,756974697	1126,206543				
23,851017	-1,754767418	1132,318115				
23,95293999	-1,75331533	1138,434326				
24,05496788	-1,750631809	1144,557129				
24,15698433	-1,747326255	1150,67749				
24,25891304	-1,745450735	1156,79126				
24,36081886	-1,745858908	1162,908203				
24,46274948	-1,746373773	1169,022461				
24,56458282	-1,745468616	1175,134155				
24,66646385	-1,743170738	1181,245972				
24,76835442	-1,739184022	1187,359985				
24,870224	-1,735280514	1193,473145				
24,97212601	-1,734314084	1199,585449				
25,07397842	-1,73571372	1205,699219				
25,17591286	-1,736333132	1211,814575				
25,27790451	-1,735107541	1217,931641				
25,37990761	-1,726598382	1224,05603				
25,48181152	-1,721653819	1230,16748				
25,58374786	-1,719116449	1236,2854				
25,68569183	-1,716412187	1242,402222				
25,78759003	-1,706208825	1248,513672				
25,88949966	-1,697681546	1254,630493				
25,99147797	-1,682072282	1260,748413				
26,09342766	-1,656575799	1266,867065				
26,19544601	-1,646009088	1272,987671				
26,29738617	-1,643484235	1279,10376				
26,39929962	-1,647488236	1285,217529				
26,50118256	-1,645812511	1291,331909				
26,6031208	-1,645873666	1297,446289				
26,70511627	-1,641523361	1303,567993				
26,80709076	-1,6369946	1309,686523				
26,90895081	-1,629243255	1315,798096				
27,01083946	-1,616342306	1321,910034				
27,11283112	-1,607580781	1328,03125				
27,21477509	-1,607329369	1334,146606				
27,31672478	-1,605266929	1340,263672				
27,41864777	-1,598917484	1346,378784				
27,52053833	-1,594586253	1352,490479				
27,62241745	-1,585463524	1358,605591				
27,7242794	-1,569077492	1364,717041				
27,82620239	-1,55063653	1370,831665				
27,92816353	-1,547306418	1376,948242				
28,02997589	-1,555771112	1383,060425				
28,13197327	-1,556741118	1389,17688				
28,23389053	-1,554479241	1395,293213				
28,33579636	-1,550289035	1401,407227				
28,43766785	-1,539595723	1407,520386				
28,53952408	-1,524431586	1413,631348				
28,64140129	-1,515808225	1419,74231				
28,74331856	-1,504845023	1425,859497				
28,84520531	-1,485679984	1431,973511				
28,94718361	-1,46109724	1438,092651				
29,04903603	-1,450131059	1444,202026				
29,15096664	-1,44817102	1450,31897				
29,25295067	-1,446648955	1456,437256				
29,35478592	-1,432000637	1462,545166				
29,45671463	-1,421050906	1468,662354				
29,55869102	-1,413031936	1474,781738				
29,66072464	-1,392982483	1480,904663				
29,76263428	-1,381865501	1487,018311				
29,86455917	-1,377330422	1493,133301				
29,96647835	-1,374781966	1499,249512				
30,0683651	-1,356463671	1505,363892				
30,17041206	-1,341264367	1511,486572				
30,27237129	-1,325002909	1517,604126				
30,37439156	-1,322645783	1523,725464				
30,47631454	-1,325910211	1529,837646				
30,57834816	-1,322860241	1535,962646				
30,68026924	-1,317481756	1542,076172				
30,78220749	-1,30461514	1548,192749				
30,88414764	-1,287839174	1554,30896				
30,98612404	-1,275324821	1560,429321				
31,08809853	-1,266949892	1566,545532				
31,19001579	-1,248851538	1572,660156				
31,29183578	-1,227041125	1578,772217				
31,3937149	-1,215034604	1584,88269				
31,49550819	-1,20894599	1590,990967				
31,59741592	-1,196568727	1597,106323				
31,6993103	-1,186337233	1603,218018				
31,80123901	-1,186205745	1609,335938				
31,90328789	-1,188806653	1615,458008				
32,00534058	-1,177954078	1621,58313				
32,10734558	-1,166447282	1627,699707				
32,20925903	-1,155181289	1633,813843				
32,31118393	-1,14078939	1639,931274				
32,4131012	-1,125165343	1646,046997				
32,51506042	-1,120778203	1652,165771				
32,61700821	-1,112998128	1658,279419				
32,71881104	-1,105600715	1664,389038				
32,82080841	-1,102005243	1670,51062				
32,92264175	-1,102460504	1676,616577				
33,02470398	-1,103155732	1682,741699				
33,12665558	-1,102053404	1688,859741				
33,22851563	-1,095102072	1694,971313				
33,33043289	-1,084697962	1701,085205				
33,43226242	-1,076156974	1707,196045				
33,53413773	-1,070062399	1713,307739				
33,63601303	-1,060011506	1719,420654				
33,73795319	-1,050657511	1725,536865				
33,8399353	-1,045696974	1731,656006				
33,94184113	-1,037644386	1737,771362				
34,04381561	-1,028392076	1743,888062				
34,14574814	-1,020061612	1750,005981				
34,24773788	-1,014064312	1756,124756				
34,34955597	-1,006120801	1762,232056				
34,45146561	-0,989786625	1768,348511				
34,55345917	-0,982632041	1774,467896				
34,65542984	-0,969673276	1780,585327				
34,75738144	-0,951182008	1786,703735				
34,85936356	-0,93796277	1792,821655				
34,96105957	-0,926148593	1798,924438				
35,06306076	-0,921729267	1805,047363				
35,16511536	-0,921472728	1811,170044				
35,26703644	-0,922475457	1817,284058				
35,36893845	-0,920528471	1823,395752				
35,47082138	-0,913625836	1829,510254				
35,57283783	-0,898806632	1835,632324				
35,67477798	-0,888157666	1841,746826				
35,77654648	-0,888325512	1847,852905				
35,87835693	-0,884029329	1853,962036				
35,98022842	-0,883775234	1860,073486				
36,08215332	-0,877857983	1866,190674				
36,18408203	-0,855217695	1872,304688				
36,28594589	-0,834884346	1878,417236				
36,38778687	-0,821536243	1884,528198				
36,4896965	-0,819124818	1890,640503				
36,59165573	-0,818026483	1896,76062				
36,69358444	-0,8169052	1902,874512				
36,79555893	-0,812470317	1908,99353				
36,89736557	-0,809717357	1915,101807				
36,99934387	-0,807798326	1921,224487				
37,10139847	-0,795149028	1927,347168				
37,20328903	-0,78634721	1933,457275				
37,30504227	-0,782455683	1939,563354				
37,40696716	-0,781047285	1945,679199				
37,50891113	-0,776982963	1951,796387				
37,61085892	-0,768055618	1957,912476				
37,71273804	-0,766003072	1964,024048				
37,81467819	-0,756827176	1970,138794				
37,91654968	-0,743641913	1976,25415				
38,01847458	-0,737217605	1982,367432				
38,12042236	-0,726189911	1988,486206				
38,22244263	-0,712928534	1994,608276				
38,32444763	-0,681195617	2000,727295				
38,42641449	-0,660416245	2006,845581				
38,52849197	-0,654039264	2012,969238				
38,63047028	-0,647005141	2019,09021				
38,73238373	-0,638828456	2025,204346				
38,83431244	-0,632866919	2031,317993				
38,93628693	-0,631924093	2037,435181				
39,03836441	-0,627093434	2043,561401				
39,1402359	-0,621858716	2049,674316				
39,24217606	-0,614646673	2055,790527				
39,34416199	-0,602588356	2061,908447				
39,44620895	-0,590626478	2068,033447				
39,54821777	-0,582801163	2074,15332				
39,65018082	-0,57395184	2080,27002				
39,7520752	-0,562977791	2086,384033				
39,85399246	-0,556753337	2092,498535				
39,95586395	-0,548377693	2098,610596				
40,05785751	-0,541937232	2104,730225				
40,15966034	-0,532787502	2110,840088				
40,26166153	-0,506645262	2116,957764				
40,36365891	-0,498589545	2123,079834				
40,46553421	-0,497503668	2129,192871				
40,5675087	-0,493763	2135,310791				
40,66945648	-0,491748005	2141,426758				
40,77125549	-0,491514057	2147,531982				
40,87327194	-0,48849842	2153,655518				
40,97520828	-0,481028348	2159,773193				
41,07718277	-0,465410829	2165,888916				
41,17910385	-0,445756435	2172,005127				
41,28101349	-0,433707327	2178,120605				
41,38289261	-0,424718946	2184,232178				
41,48479462	-0,415039569	2190,3479				
41,58675766	-0,411692679	2196,465332				
41,68883514	-0,405317366	2202,587891				
41,79075241	-0,389091551	2208,703613				
41,89256668	-0,373360336	2214,814941				
41,99466324	-0,368293405	2220,938721				
42,09648895	-0,35874632	2227,049072				
42,19835663	-0,348325074	2233,159424				
42,30027008	-0,344099581	2239,27417				
42,40226364	-0,336000264	2245,395996				
42,50430298	-0,32391575	2251,518311				
42,60636902	-0,308228225	2257,641846				
42,70827103	-0,298576981	2263,756104				
42,81013107	-0,301286519	2269,869141				
42,91208649	-0,294703305	2275,984375				
43,01409531	-0,28444013	2282,105713				
43,11594772	-0,270920813	2288,216064				
43,21787262	-0,258666515	2294,331787				
43,31975555	-0,239188582	2300,44458				
43,42176437	-0,235994503	2306,564941				
43,52378845	-0,233185977	2312,685791				
43,62578583	-0,225743681	2318,806152				
43,72770691	-0,203783348	2324,922363				
43,82958603	-0,193805665	2331,034912				
43,93148041	-0,185234487	2337,145752				
44,03330994	-0,182558119	2343,256836				
44,13518906	-0,176357761	2349,371094				
44,23714066	-0,171808928	2355,488525				
44,33905029	-0,168018922	2361,601318				
44,44089127	-0,159731105	2367,712158				
44,54285812	-0,154778615	2373,830078				
44,64481735	-0,150534138	2379,948486				
44,7467308	-0,14615263	2386,060303				
44,84865189	-0,137578502	2392,17749				
44,95058441	-0,124432556	2398,294922				
45,05250931	-0,112051748	2404,409424				
45,15440369	-0,112376556	2410,523438				
45,25630188	-0,1091104	2416,636475				
45,35821533	-0,09891443	2422,750732				
45,46007156	-0,088096812	2428,863037				
45,56204605	-0,082053296	2434,980225				
45,66394424	-0,072062463	2441,094238				
45,76583862	-0,060802475	2447,20874				
45,86779404	-0,052989848	2453,325195				
45,96967316	-0,051365364	2459,437988				
46,07151031	-0,037707768	2465,550049				
46,17331696	-0,023130532	2471,658447				
46,27524567	-0,01552989	2477,773682				
46,37717438	-0,005552091	2483,888916				
46,47912216	0,017444862	2490,006836				
46,58116913	0,028138792	2496,12793				
46,68309021	0,033283178	2502,240967				
46,78485107	0,041912004	2508,349365				
46,88674927	0,04991769	2514,464355				
46,98882675	0,050516561	2520,589844				
47,0908699	0,050379451	2526,713135				
47,19254684	0,067983173	2532,8125				
47,29452133	0,076412424	2538,929932				
47,39650345	0,081007056	2545,049561				
47,49841309	0,092273675	2551,161865				
47,60031509	0,106503546	2557,278076				
47,70227051	0,123450756	2563,396484				
47,80409622	0,135817155	2569,505615				
47,90603256	0,140660495	2575,62085				
48,00802994	0,150157243	2581,742188				
48,10988235	0,166389838	2587,851807				
48,21183395	0,174952507	2593,968018				
48,31378555	0,176727623	2600,085693				
48,41567612	0,18223232	2606,19873				
48,5175209	0,189161986	2612,310303				
48,61943054	0,196424693	2618,421387				
48,72129822	0,20954603	2624,53418				
48,82323837	0,225495607	2630,653809				
48,92512894	0,240878657	2636,765625				
49,02705002	0,262068689	2642,877197				
49,12891769	0,270557195	2648,993164				
49,23081207	0,283884794	2655,108398				
49,33262634	0,294780701	2661,215576				
49,43447495	0,299491614	2667,327637				
49,53643799	0,307244927	2673,443359				
49,63838577	0,316953391	2679,561768				
49,740345	0,320080101	2685,677979				
49,8421669	0,320672274	2691,787598				
49,94401169	0,324572563	2697,89917				
50,04600906	0,332947046	2704,018311				
50,14789581	0,337313294	2710,132568				
50,24978256	0,341481477	2716,245361				
50,35164642	0,348447293	2722,355957				
50,45364761	0,360015959	2728,477295				
50,55557632	0,371002674	2734,592041				
50,65750122	0,375818878	2740,708252				
50,75935364	0,386586338	2746,821045				
50,86122513	0,390081048	2752,933838				
50,96307755	0,394686341	2759,043701				
51,06503677	0,407297373	2765,161621				
51,1669426	0,419362634	2771,274414				
51,26891708	0,430238575	2777,394531				
51,37079239	0,430482149	2783,505615				
51,47265244	0,430941284	2789,615479				
51,57453918	0,440308928	2795,731201				
51,67645264	0,453848511	2801,846436				
51,77832031	0,45958513	2807,958984				
51,88029099	0,467153281	2814,074707				
51,98224258	0,475814611	2820,192627				
52,08410645	0,484781623	2826,305176				
52,18603897	0,495667368	2832,417969				
52,28796387	0,505190432	2838,53418				
52,38978577	0,509222567	2844,644531				
52,4916687	0,512315273	2850,757568				
52,59356689	0,513200343	2856,870361				
52,69538498	0,5221861	2862,981689				
52,79738235	0,524876177	2869,101318				
52,8993187	0,52606076	2875,215332				
53,00119781	0,53198719	2881,329102				
53,10312653	0,550499499	2887,445068				
53,20494461	0,55643785	2893,554688				
53,30682755	0,561153889	2899,666504				
53,40875626	0,569724679	2905,784424				
53,51064682	0,57388556	2911,896729				
53,61260223	0,575376689	2918,013672				
53,71457291	0,583077908	2924,132568				
53,8166008	0,591777146	2930,254883				
53,91849518	0,601656854	2936,36792				
54,0203743	0,61076802	2942,480225				
54,12227631	0,617639005	2948,593994				
54,22418976	0,629774451	2954,709473				
54,32619095	0,645981252	2960,82666				
54,42799377	0,660411894	2966,936035				
54,52997208	0,659056187	2973,055176				
54,63193512	0,663012147	2979,175537				
54,7339592	0,6685583	2985,297119				
54,83593369	0,676136911	2991,413574				
54,93781662	0,675084114	2997,526367				
55,0397377	0,679899573	3003,641602				
55,14161301	0,688466787	3009,75415				
55,24362183	0,696404397	3015,874512				
55,34559631	0,700345099	3021,991699				
55,44759369	0,700672984	3028,11377				
55,5495224	0,701139092	3034,229492				
55,65144348	0,699266493	3040,344727				
55,7532692	0,703298628	3046,452881				
55,85529327	0,715320885	3052,572998				
55,95712662	0,730626404	3058,685303				
56,05898285	0,7349599	3064,794922				
56,16089249	0,737739742	3070,908447				
56,26278687	0,737213135	3077,023682				
56,3646965	0,741406262	3083,139893				
56,46657562	0,742984891	3089,251465				
56,56847763	0,749212623	3095,364014				
56,67038345	0,761763752	3101,482666				
56,77233887	0,769387245	3107,597168				
56,87416458	0,77664876	3113,707275				
56,9761467	0,784644485	3119,826416				
57,07798767	0,787309885	3125,938477				
57,17998505	0,786739945	3132,0625				
57,2820549	0,78386116	3138,181396				
57,38396454	0,786977232	3144,294189				
57,48588562	0,793736458	3150,410645				
57,58765793	0,80193162	3156,51416				
57,68942261	0,808233261	3162,619141				
57,79130936	0,811542988	3168,734375				
57,89315033	0,814800441	3174,847168				
57,995121	0,820125461	3180,965576				
58,0970726	0,823618531	3187,080322				
58,1988945	0,831599355	3193,190918				
58,30073166	0,83488673	3199,302734				
58,40272141	0,83581239	3205,421387				
58,50475311	0,842284083	3211,544189				
58,60673141	0,84941107	3217,660889				
58,70860672	0,859332442	3223,773682				
58,81054688	0,863701701	3229,891113				
58,91255951	0,864052415	3236,011719				
59,014534	0,865036666	3242,130615				
59,11646271	0,865649879	3248,243652				
59,21846008	0,865481019	3254,365723				
59,32033539	0,868696272	3260,479004				
59,42231369	0,872619629	3266,59668				
59,52411652	0,875656605	3272,704834				
59,62611771	0,872520447	3278,824951				
59,72808838	0,877240658	3284,945801				
59,83005142	0,878776491	3291,061523				
59,93200302	0,878827274	3297,178223				
60,03388596	0,879381359	3303,293457				
60,13580322	0,881628036	3309,407227				
60,2378006	0,88758266	3315,528076				
60,33975601	0,890244246	3321,642578				
60,44169235	0,889837325	3327,760986				
60,54362106	0,890420258	3333,873779				
60,64543915	0,893696487	3339,98584				
60,74739838	0,893358707	3346,101074				
60,8493576	0,893928468	3352,21875				
60,95129395	0,897064924	3358,336426				
61,05327225	0,898300409	3364,455566				
61,15530777	0,899159849	3370,574951				
61,25721741	0,900464952	3376,689941				
61,35915756	0,904627502	3382,808838				
61,4609642	0,910909355	3388,915771				
61,56290436	0,91301316	3395,031494				
61,66489792	0,911973536	3401,152344				
61,76682663	0,917681336	3407,266113				
61,86876297	0,91749531	3413,383057				
61,97064972	0,92138046	3419,496094				
62,07257462	0,924678922	3425,613281				
62,17456055	0,924277782	3431,732666				
62,27661896	0,924834251	3437,856689				
62,37843704	0,925949097	3443,963623				
62,48026657	0,928046465	3450,074219				
62,58212662	0,931780815	3456,186035				
62,68407059	0,931855023	3462,30127				
62,78606796	0,934810758	3468,422852				
62,8880043	0,936817646	3474,537842				
62,98988342	0,940247118	3480,651611				
63,09181976	0,941898167	3486,766357				
63,19371796	0,946275592	3492,880615				
63,29553223	0,952189624	3498,990967				
63,39753342	0,956952631	3505,111328				
63,49956131	0,95999819	3511,232422				
63,60149765	0,960454881	3517,346191				
63,70350266	0,963250279	3523,469971				
63,80547333	0,962891817	3529,585693				
63,90737152	0,963442981	3535,699951				
64,00930786	0,965585351	3541,816895				
64,11132813	0,965224624	3547,937744				
64,21331024	0,96394664	3554,055908				
64,31524658	0,962451041	3560,172119				
64,417099	0,96180588	3566,283203				
64,51898956	0,961366594	3572,399414				
64,62099457	0,959785163	3578,518311				
64,72283173	0,959973812	3584,62793				
64,82472992	0,959644377	3590,741699				
64,92661285	0,961813629	3596,854736				
65,02851868	0,965210974	3602,968506				
65,13047028	0,966724038	3609,087891				
65,23235321	0,968775868	3615,199707				
65,33428955	0,97225517	3621,314697				
65,43624878	0,97194922	3627,434326				
65,53819275	0,972446918	3633,549316				
65,64012909	0,97464329	3639,667236				
65,74208832	0,972879469	3645,782471				
65,84406281	0,963799119	3651,901611				
65,94604492	0,951121032	3658,021973				
66,04805756	0,926916003	3664,140625				
66,15011597	0,89345628	3670,26416				
66,2520752	0,838134825	3676,381836				
66,35409546	0,792483091	3682,503174				
66,45615387	0,743503153	3688,626709				
66,5581131	0,689967752	3694,744873				
66,65997314	0,625963807	3700,855225				
66,76187134	0,600302279	3706,968262				
66,86367798	0,585044384	3713,077881				
66,96563721	0,554688215	3719,197754				
67,06758118	0,50933516	3725,314453				
67,16941071	0,467862576	3731,421387				
67,27137756	0,4434053	3737,543945				
67,37333679	0,428840667	3743,657959				
67,47522736	0,415293574	3749,771729				
67,57717133	0,415167779	3755,88623				
67,67919922	0,428795725	3762,008789				
67,7811203	0,448889852	3768,123047				
67,88278198	0,465106934	3774,224121				
67,98467255	0,475402117	3780,337891				
68,08647156	0,487371385	3786,447021				
68,18837738	0,492427826	3792,55835				
68,29033661	0,495144516	3798,677002				
68,3923111	0,495118201	3804,795654				
68,49422455	0,498475194	3810,912109				
68,59623718	0,502886176	3817,031738				
68,69823456	0,506252825	3823,153076				
68,8001709	0,510117948	3829,268311				
68,90211487	0,517990172	3835,382568				
69,00390625	0,53288734	3841,493164				
69,10582733	0,537492812	3847,609863				
69,20776367	0,53744173	3853,724365				
69,30966949	0,540843189	3859,835205				
69,41160583	0,55109334	3865,954834				
69,51351166	0,55891186	3872,069092				
69,6155777	0,564210117	3878,19458				
69,71753693	0,568018734	3884,30835				
69,81946564	0,567488968	3890,425537				
69,92126465	0,57039237	3896,533936				
70,02320099	0,575138032	3902,652344				
70,12519836	0,577139676	3908,770752				
70,22710419	0,581404388	3914,885742				
70,32901001	0,584332764	3920,998291				
70,43087769	0,587333024	3927,11084				
70,53277588	0,586603403	3933,22168				
70,63465118	0,589254379	3939,336914				
70,73632813	0,59128499	3945,435303				
70,83827209	0,591009736	3951,554443				
70,94013214	0,591892183	3957,663818				
71,04217529	0,594012499	3963,787109				
71,14393616	0,592559814	3969,894775				
71,2457428	0,592077076	3976,001709				
71,3476181	0,590383172	3982,115479				
71,44966888	0,595843852	3988,238525				
71,55155945	0,597974956	3994,352051				
71,65348053	0,600782454	4000,466553				
71,75543213	0,600222051	4006,586426				
71,85734558	0,597555757	4012,698242				
71,95923615	0,595199227	4018,812744				
72,06119537	0,591687441	4024,930664				
72,16316223	0,589940369	4031,046387				
72,26508331	0,588470459	4037,163574				
72,36698914	0,589461923	4043,277588				
72,46896362	0,584284782	4049,396729				
72,57090759	0,581968009	4055,515381				
72,67284393	0,569835007	4061,628662				
72,7747345	0,554049969	4067,741699				
72,87661743	0,544282019	4073,855713				
72,97847748	0,542524099	4079,966309				
73,08035278	0,543278098	4086,080566				
73,18231201	0,544279575	4092,196289				
73,28423309	0,537180543	4098,311523				
73,38615417	0,531039834	4104,429688				
73,48813629	0,521948397	4110,546875				
73,59011841	0,50781256	4116,665527				
73,6920166	0,492886662	4122,77832				
73,79389191	0,487690389	4128,891602				
73,89575958	0,479316562	4135,004883				
73,99771118	0,473428726	4141,122559				
74,09965515	0,458672523	4147,234863				
74,2015686	0,44880268	4153,352051				
74,30349731	0,438948214	4159,469727				
74,40551758	0,430138886	4165,588867				
74,50743866	0,419025391	4171,706055				
74,60944366	0,415860534	4177,82666				
74,71142578	0,411088735	4183,944824				
74,81340027	0,393240958	4190,062988				
74,91532898	0,376494527	4196,179199				
75,01728821	0,369201541	4202,296387				
75,11924744	0,365663707	4208,415527				
75,22109985	0,355297208	4214,524902				
75,32298279	0,348824918	4220,63623				
75,42490387	0,345484972	4226,75293				
75,52685547	0,333762258	4232,871582				
75,62877655	0,314095974	4238,984863				
75,73073578	0,282730937	4245,10498				
75,83267212	0,266034067	4251,218262				
75,9345932	0,26633507	4257,333496				
76,03652954	0,261072338	4263,450195				
76,13851929	0,252738386	4269,567871				
76,24041748	0,247829452	4275,684082				
76,34237671	0,225789383	4281,800781				
76,44416046	0,219685107	4287,907715				
76,5460968	0,230192468	4294,025879				
76,64811707	0,236503571	4300,146973				
76,75017548	0,240062147	4306,269531				
76,85204315	0,241590455	4312,383789				
76,95397949	0,244017005	4318,496582				
77,05594635	0,248979479	4324,619141				
77,15779114	0,252290219	4330,723633				
77,2596817	0,254254282	4336,84082				
77,36169434	0,251640558	4342,961914				
77,46366882	0,250926882	4349,08252				
77,56565094	0,251003593	4355,200195				
77,66765594	0,252893716	4361,319824				
77,76954651	0,255194545	4367,432617				
