scan 120/11/202214:27:31		
temp©	power	time(seconds)
31,25410652	-0,850692809	1576,511475
31,35607338	-0,848901093	1582,633667
31,45796394	-0,844788671	1588,744263
31,55985451	-0,841366589	1594,857422
31,66178131	-0,8352108	1600,975098
31,76378632	-0,824301898	1607,093628
31,86570549	-0,823786318	1613,209351
31,96763229	-0,816730142	1619,325073
32,06953049	-0,814492047	1625,438721
32,17149734	-0,808359802	1631,557861
32,27341461	-0,798214138	1637,671265
32,37527466	-0,791024387	1643,783691
32,4772644	-0,791534543	1649,904175
32,57912064	-0,785320461	1656,014404
32,68112946	-0,781102538	1662,134644
32,78307724	-0,774052083	1668,252319
32,88500977	-0,771202445	1674,369019
32,98703384	-0,770318687	1680,48938
33,08895493	-0,771254361	1686,60376
33,1908493	-0,768209398	1692,716553
33,29283142	-0,765589178	1698,839722
33,39455414	-0,764381886	1704,938721
33,49641418	-0,764137626	1711,052979
33,5982666	-0,756854892	1717,164795
33,70024109	-0,754671633	1723,282104
33,80221176	-0,75455457	1729,39917
33,90419006	-0,752656519	1735,518677
34,00611496	-0,743218243	1741,634521
34,10805511	-0,736985564	1747,752075
34,2099762	-0,732873321	1753,86499
34,31194305	-0,722877681	1759,987427
34,41388321	-0,711989701	1766,100342
34,51576233	-0,704916239	1772,212646
34,61777115	-0,696372926	1778,332886
34,71971512	-0,694932222	1784,448486
34,82162094	-0,69190973	1790,565796
34,9235878	-0,690071583	1796,683228
35,02552795	-0,69129771	1802,798828
35,12751389	-0,688858569	1808,9198
35,2294693	-0,68727231	1815,034302
35,33140182	-0,68544817	1821,151123
35,43333054	-0,680601358	1827,265503
35,53524399	-0,678652585	1833,380371
35,63722992	-0,670106173	1839,502686
35,73933411	-0,663687468	1845,628418
35,841465	-0,661865413	1851,755859
35,94348907	-0,664174557	1857,878784
36,04547501	-0,665342748	1863,994263
36,14743805	-0,660933793	1870,115356
36,24946594	-0,637442648	1876,236816
36,35151672	-0,610970497	1882,35791
36,45363998	-0,610932112	1888,486572
36,55590439	-0,617494762	1894,621826
36,6580162	-0,624167442	1900,749146
36,76018524	-0,628724456	1906,878418
36,86220551	-0,631151736	1913
36,96424103	-0,629762173	1919,123779
37,06622696	-0,629459739	1925,242432
37,16830063	-0,625801206	1931,368164
37,27030945	-0,627111793	1937,486328
37,3722229	-0,627619088	1943,601807
37,47421646	-0,626238823	1949,721802
37,5764389	-0,622106433	1955,853882
37,67834854	-0,620704412	1961,967651
37,7802887	-0,617971897	1968,086426
37,88222885	-0,607940853	1974,203003
37,98426819	-0,599007666	1980,324829
38,08617401	-0,595764041	1986,438721
38,18807983	-0,594241858	1992,551758
38,29000092	-0,590212584	1998,670776
38,39196014	-0,585088134	2004,787109
38,49399948	-0,581419766	2010,907471
38,5958786	-0,577825129	2017,021606
38,69795227	-0,571445644	2023,145264
38,79994583	-0,569823623	2029,263062
38,90198135	-0,569753349	2035,385254
39,00382614	-0,569276333	2041,496826
39,10569	-0,563209355	2047,607666
39,20759201	-0,555711389	2053,721191
39,30956268	-0,54520458	2059,837402
39,4115181	-0,535856724	2065,95752
39,51355362	-0,53077668	2072,080811
39,61556625	-0,524671078	2078,202637
39,71756363	-0,513193071	2084,320557
39,81944275	-0,510371923	2090,433105
39,9214325	-0,505874455	2096,553467
40,0235405	-0,503766656	2102,679199
40,12547684	-0,494254708	2108,793457
40,2273407	-0,486290365	2114,907959
40,32923508	-0,480963975	2121,020752
40,43125534	-0,484565824	2127,140869
40,53315735	-0,489827842	2133,256104
40,6351738	-0,493315578	2139,374268
40,73708344	-0,492041737	2145,490479
40,8391304	-0,490064979	2151,613037
40,94111252	-0,473667771	2157,733887
41,04310989	-0,46204263	2163,853516
41,14513016	-0,452427387	2169,973633
41,24702454	-0,452019185	2176,086182
41,34894562	-0,451595187	2182,202881
41,45093918	-0,443947405	2188,323242
41,55289459	-0,436899513	2194,440918
41,65484619	-0,431225121	2200,555664
41,75674057	-0,426645875	2206,668945
41,8586998	-0,424734533	2212,790527
41,96071625	-0,420132995	2218,908203
42,06263351	-0,415747613	2225,023682
42,16455078	-0,405929327	2231,138672
42,26643372	-0,396468729	2237,251709
42,36834335	-0,392747343	2243,368164
42,47027206	-0,388754517	2249,483154
42,57217789	-0,381295204	2255,595703
42,67411423	-0,376945645	2261,714355
42,77622604	-0,379316866	2267,840576
42,87820816	-0,379196495	2273,95874
42,98019791	-0,374312252	2280,078369
43,08221817	-0,369118869	2286,200684
43,18424225	-0,367536634	2292,322754
43,28623581	-0,365181506	2298,439941
43,38820267	-0,360496551	2304,558105
43,49020767	-0,35836637	2310,681152
43,59238434	-0,358449608	2316,810059
43,69440842	-0,352629602	2322,931152
43,79658127	-0,345654309	2329,061523
43,89852905	-0,342782557	2335,177002
44,00048065	-0,343193263	2341,297119
44,10250854	-0,344070256	2347,418701
44,20452118	-0,343899578	2353,537109
44,30649567	-0,345042884	2359,65625
44,40864563	-0,341951132	2365,785156
44,51076889	-0,337774664	2371,914063
44,61271667	-0,332774073	2378,027588
44,71472931	-0,331164986	2384,150635
44,81672668	-0,329926401	2390,270264
44,91866684	-0,315620363	2396,387939
45,02051163	-0,302616894	2402,496826
45,12240219	-0,298138708	2408,609619
45,22433472	-0,292105645	2414,724121
45,32624435	-0,29455635	2420,839844
45,42814636	-0,28923586	2426,954102
45,53006363	-0,277499735	2433,067139
45,63196945	-0,26998654	2439,18335
45,73387527	-0,266297281	2445,297607
45,83581924	-0,263980806	2451,41333
45,9378624	-0,254843056	2457,537109
46,03987503	-0,246974438	2463,65918
46,14183044	-0,243339494	2469,775391
46,24373627	-0,240992323	2475,888672
46,34563446	-0,23906593	2482,002686
46,4475441	-0,22718212	2488,117188
46,54943848	-0,214932352	2494,231934
46,65132523	-0,208585262	2500,345703
46,75333786	-0,196895108	2506,467285
46,85523605	-0,192350432	2512,578857
46,95723724	-0,191075802	2518,699951
47,05924606	-0,190629199	2524,821289
47,16122055	-0,183813304	2530,938477
47,26315689	-0,175391018	2537,052979
47,36515808	-0,168112531	2543,176025
47,46709061	-0,158167213	2549,288818
47,56902313	-0,146753982	2555,407227
47,67113113	-0,143614918	2561,533447
47,77311325	-0,129013702	2567,651611
47,87514496	-0,119837634	2573,773682
47,97715759	-0,110081509	2579,894775
48,07912827	-0,099588104	2586,013184
48,18114853	-0,084122628	2592,134277
48,2831192	-0,075979173	2598,250977
48,38502884	-0,074258007	2604,369629
48,48687744	-0,077662759	2610,476318
48,58876038	-0,079555809	2616,59082
48,69057846	-0,08298409	2622,697754
48,79240036	-0,080886342	2628,80957
48,89450455	-0,076351322	2634,93457
48,99633789	-0,064070158	2641,046143
49,0982933	-0,057803176	2647,162842
49,20016098	-0,055202536	2653,273193
49,30210495	-0,052211348	2659,391113
49,40410614	-0,052421734	2665,509766
49,50605774	-0,047981862	2671,628906
49,60807419	-0,035523508	2677,74707
49,7099762	-0,015506241	2683,863281
49,81193542	0,012219955	2689,981689
49,91388321	0,032947823	2696,098633
50,01594925	0,037296806	2702,220215
50,11775589	0,045073096	2708,329346
50,2195549	0,051258702	2714,438477
50,32146454	0,065495178	2720,550781
50,42344666	0,085781187	2726,672852
50,52536774	0,081187606	2732,786377
50,62729645	0,0800566	2738,901611
50,72920227	0,080484025	2745,01709
50,8311348	0,083420157	2751,13208
50,93315506	0,09688025	2757,253662
51,03508759	0,122393787	2763,368652
51,13696671	0,167833716	2769,481934
51,23880005	0,201301247	2775,592529
51,34078979	0,227554739	2781,712402
51,44273376	0,249160126	2787,827881
51,54478073	0,270177513	2793,951416
51,64668274	0,291817516	2800,064697
51,74860764	0,316779375	2806,181396
51,85050583	0,330684692	2812,295166
51,9524231	0,350987852	2818,408691
52,05446625	0,374020666	2824,532471
52,15648651	0,397952437	2830,654785
52,25842667	0,423914343	2836,769043
52,36027527	0,460036069	2842,880615
52,4622879	0,478258371	2849,00415
52,56427002	0,494610995	2855,118652
52,66617966	0,515593827	2861,235107
52,76802826	0,528168917	2867,346924
52,86999893	0,54010576	2873,4646
52,97201538	0,554712772	2879,584473
53,07400131	0,571581781	2885,703369
53,17591095	0,600271046	2891,820068
53,27790451	0,625095606	2897,940186
53,37988281	0,637346745	2904,055664
53,48177338	0,675413311	2910,171387
53,58370209	0,706644654	2916,286377
53,68558502	0,728444338	2922,39917
53,7875061	0,741640627	2928,516846
53,889431	0,755343437	2934,629639
53,99137878	0,771494567	2940,749023
54,09325027	0,796682894	2946,859863
54,19517899	0,832422614	2952,976074
54,29716873	0,862062991	2959,096436
54,39909744	0,86864531	2965,211914
54,50103378	0,867799044	2971,325684
54,60297394	0,873323143	2977,445801
54,70488739	0,878294647	2983,558838
54,80680466	0,892484605	2989,675781
54,90880203	0,912105024	2995,793457
55,01076126	0,946305394	3001,912354
55,11278152	0,977650046	3008,031982
55,21468353	1,007433891	3014,145264
55,31669998	1,031672478	3020,267334
55,41855621	1,064079881	3026,378906
55,52039719	1,107411265	3032,488525
55,62236404	1,143476605	3038,607666
55,72425842	1,152699471	3044,719971
55,82625961	1,149680853	3050,84082
55,92815781	1,152296424	3056,956543
56,03016281	1,15171802	3063,074951
56,13214874	1,148245096	3069,195068
56,23407364	1,153392553	3075,308594
56,33601379	1,171024084	3081,42627
56,43809509	1,181803584	3087,547363
56,53997421	1,197622538	3093,663818
56,64198685	1,230009198	3099,781982
56,74393463	1,261213064	3105,901611
56,84590149	1,341232657	3112,017578
56,94789886	1,413336396	3118,140869
57,04985046	1,422207594	3124,259277
57,15182114	1,421040893	3130,373047
57,25381088	1,4281317	3136,493896
57,35583878	1,44552958	3142,615967
57,45793915	1,471524119	3148,741699
57,55988693	1,49499619	3154,856689
57,66179657	1,512200117	3160,973145
57,76370621	1,533589602	3167,087158
57,8656044	1,569310546	3173,200684
57,96761322	1,600860596	3179,32373
58,06976318	1,635781527	3185,452393
58,17173004	1,683385015	3191,56665
58,27366257	1,717765093	3197,68457
58,37552643	1,740975738	3203,797607
58,47746658	1,756127715	3209,914795
58,57939148	1,780354857	3216,0271
58,68132782	1,826608062	3222,145264
58,78320313	1,86731708	3228,256836
58,88515091	1,901766062	3234,373291
58,98707199	1,942437649	3240,490234
59,08901215	1,981812119	3246,60376
59,19100952	2,013685703	3252,726074
59,29305267	2,044187546	3258,84668
59,39503479	2,08847332	3264,96582
59,4970932	2,125370026	3271,09082
59,59896851	2,161612034	3277,201904
59,7009697	2,208771229	3283,323486
59,80287933	2,259334087	3289,437256
59,90481949	2,300220013	3295,552734
60,00675201	2,345692635	3301,669678
60,1087265	2,381112576	3307,786133
60,21054077	2,426216841	3313,896729
60,31255341	2,474440336	3320,018799
60,414505	2,5250175	3326,132324
60,51634216	2,603860378	3332,244873
60,61831284	2,678039551	3338,363037
60,72023392	2,730017424	3344,477783
60,82210541	2,789480686	3350,591064
60,92398834	2,833574057	3356,705322
61,02594376	2,892913818	3362,822266
61,12789536	2,960489273	3368,935059
61,22977829	3,02999115	3375,050049
61,33158875	3,097757339	3381,161133
61,43361664	3,150494099	3387,28125
61,53567886	3,197895527	3393,404541
61,63760757	3,278083801	3399,518799
61,73962784	3,371824741	3405,641602
61,84165955	3,467801571	3411,763916
61,94364548	3,568625689	3417,881592
62,04564667	3,675295353	3424,00293
62,1475296	3,777909994	3430,116211
62,24944305	3,89244628	3436,22998
62,35137177	3,995834112	3442,34668
62,45336151	4,119008541	3448,466797
62,55527115	4,226305962	3454,580811
62,65726852	4,349392891	3460,700195
62,75923157	4,48628521	3466,817627
62,86108017	4,644275188	3472,929199
62,96309662	4,785347939	3479,049805
63,06502533	4,946991444	3485,16626
63,1668663	5,072743893	3491,279053
63,26884079	5,221110821	3497,393311
63,3706665	5,379899025	3503,504639
63,47270966	5,555252075	3509,626709
63,57475662	5,755788803	3515,750977
63,67682648	5,97581625	3521,873535
63,77891159	6,157903194	3527,999756
63,88074875	6,344388485	3534,110107
63,98262405	6,540472031	3540,222412
64,08451843	6,748782635	3546,335938
64,18643188	6,983521461	3552,450439
64,28852081	7,215456009	3558,575684
64,39065552	7,43866539	3564,702637
64,49259949	7,72333622	3570,820313
64,59461975	7,973538399	3576,942627
64,69665527	8,19330883	3583,06543
64,79886627	8,454644203	3589,199463
64,90106201	8,740077972	3595,329346
65,00324249	9,006278038	3601,458496
65,10520935	9,317154884	3607,575195
65,20732117	9,691533089	3613,704834
65,30940247	9,990675926	3619,827148
65,41130829	10,32915688	3625,941406
65,51335907	10,6867094	3632,067627
65,61546326	11,09818363	3638,194824
65,71751404	11,46703625	3644,316895
65,81961823	11,859972	3650,439941
65,92169952	12,25877857	3656,566162
66,02385712	12,68229771	3662,69751
66,12588501	13,05999088	3668,820068
66,22808075	13,46321106	3674,949463
66,33023071	13,91030884	3681,079102
66,43235779	14,37300777	3687,208984
66,53464508	14,81742573	3693,344482
66,63659668	15,22964382	3699,461182
66,73861694	15,72047615	3705,581055
66,84075165	16,2055378	3711,710449
66,94272614	16,6756897	3717,831055
67,04473877	17,11278152	3723,949707
67,14665222	17,56170654	3730,066895
67,24879456	18,02358246	3736,193848
67,35086823	18,46136093	3742,319336
67,45291901	18,92014694	3748,441895
67,55496979	19,38967896	3754,564453
67,65699005	19,81646919	3760,685547
67,75891113	20,24642372	3766,798584
67,86082458	20,67771149	3772,915527
67,96260071	21,08375168	3779,019775
68,06459045	21,44346809	3785,144775
68,1667099	21,80459976	3791,266602
68,26864624	22,18002319	3797,386475
68,37065125	22,52426529	3803,503662
68,47260284	22,80927849	3809,619385
68,57456207	23,08694267	3815,740234
68,6763916	23,33635712	3821,848633
68,77830505	23,5700264	3827,962158
68,88026428	23,76663208	3834,081787
68,98214722	23,92985153	3840,192871
69,08409119	24,09650421	3846,311279
69,18599701	24,22698212	3852,425781
69,28787994	24,30320358	3858,537842
69,38978577	24,36942101	3864,6521
69,49169159	24,38585854	3870,765869
69,59366608	24,37451744	3876,884766
69,69567871	24,33806229	3883,004883
69,79756927	24,28577232	3889,121094
69,89958954	24,21408081	3895,240234
70,00153351	24,11127663	3901,358154
70,1036377	23,99902916	3907,484375
70,20561218	23,90923882	3913,600342
70,30753326	23,81009102	3919,717285
70,40952301	23,63642502	3925,836914
70,51163483	23,38702583	3931,962646
70,61370087	23,08876228	3938,087646
70,71559906	22,70442581	3944,199951
70,81741333	22,28187561	3950,310791
70,91950989	21,74583817	3956,436279
71,02142334	21,1953392	3962,549561
71,12337494	20,66288185	3968,667725
71,22540283	20,11994362	3974,79126
71,32744598	19,54854774	3980,912354
71,42948914	18,97517776	3987,0354
71,53149414	18,38835716	3993,15625
71,63329315	17,78165627	3999,263428
71,73522949	17,13348961	4005,379639
71,83718109	16,52836227	4011,499023
71,93922424	15,89682484	4017,619385
72,04132843	15,30251598	4023,745605
72,14337158	14,68348312	4029,869385
72,24536896	14,08530521	4035,98999
72,34747314	13,46226788	4042,115967
72,44953156	12,89759445	4048,238281
72,55146027	12,31612015	4054,356201
72,65354156	11,77183914	4060,481445
72,75547791	10,87928867	4066,597168
72,85760498	7,875327587	4072,721924
72,9595108	8,008470535	4078,835449
73,06147003	8,323672295	4084,955322
73,1634903	8,458477974	4091,074219
73,26538849	8,409118652	4097,188477
73,36727142	8,214472771	4103,302734
73,46918488	7,946454525	4109,41748
73,57106781	7,633543968	4115,530762
73,67300415	7,269760609	4121,647949
73,77494049	6,923722744	4127,762207
73,87675476	6,565128803	4133,873047
73,97883606	6,205009937	4139,998047
74,08094788	5,846385956	4146,124023
74,18296051	5,536000252	4152,246094
74,28490448	5,211101532	4158,36084
74,38687897	4,915421486	4164,480469
74,48877716	4,6114254	4170,594238
74,59079742	4,357222557	4176,713379
74,69272614	4,114641666	4182,831055
74,7946167	3,863331795	4188,943848
74,89645386	3,639533281	4195,055176
74,99843597	3,443911552	4201,170898
75,10032654	3,28605628	4207,285645
75,20223236	3,096335411	4213,400391
75,30413818	2,904178858	4219,513672
75,40608215	2,716499805	4225,632324
75,50804901	2,529174328	4231,750488
75,61001587	2,338964224	4237,869141
75,71193695	2,188811064	4243,983398
75,81398773	2,049007893	4250,109375
75,91592407	1,900527835	4256,222656
76,01810455	1,746953011	4262,352051
76,12014008	1,637981057	4268,475586
76,22212982	1,540827155	4274,595703
76,32418823	1,396685839	4280,719238
76,42618561	1,210582614	4286,838379
76,52822113	1,074843407	4292,962891
76,63026428	0,955527484	4299,083496
76,73226166	0,826852143	4305,20166
76,83423615	0,713756382	4311,322266
76,93636322	0,649873137	4317,449707
77,03851318	0,562492192	4323,580078
77,14056396	0,457463861	4329,70166
77,24261475	0,333155125	4335,824219
77,34450531	0,26801461	4341,939453
77,44643402	0,197029233	4348,054688
77,54833984	0,114256188	4354,165527
77,65035248	0,052777931	4360,290527
77,75246429	-0,005794533	4366,415527
77,85440826	-0,080553137	4372,532227
77,95635223	-0,15698801	4378,647949
78,0582962	-0,217543498	4384,76416
78,16041565	-0,267247409	4390,895508
78,26242065	-0,31466189	4397,01416
78,36466217	-0,377808779	4403,145508
78,4668045	-0,413421452	4409,274902
78,56894684	-0,449301243	4415,405762
78,67115021	-0,503189683	4421,537598
78,77336121	-0,54073441	4427,670898
78,87557983	-0,589379609	4433,803711
78,9778595	-0,631300271	4439,94043
79,0801239	-0,680005312	4446,077637
79,18235016	-0,717520416	4452,206543
79,28455353	-0,742887735	4458,342285
79,3866806	-0,777111411	4464,469727
79,4886322	-0,805132329	4470,585449
79,59072876	-0,844727159	4476,712891
79,69264221	-0,887013257	4482,826172
79,79458618	-0,915190637	4488,946289
79,89654541	-0,950300157	4495,059082
79,99845886	-0,988412559	4501,173828
80,10037231	-1,011400819	4507,289063
80,2023468	-1,039061427	4513,406738
80,30445862	-1,064249992	4519,533203
80,40641785	-1,085904121	4525,652832
80,50828552	-1,124103189	4531,763672
80,61022949	-1,163368702	4537,880371
80,7122345	-1,191351295	4544,002441
80,81430817	-1,197760224	4550,127441
80,91630554	-1,217419386	4556,245117
81,01824188	-1,249432802	4562,361816
81,12028503	-1,287788868	4568,483887
81,22222137	-1,320602179	4574,601563
81,32415009	-1,346222639	4580,71582
81,42615509	-1,374395847	4586,838379
