1ptspool-77um-stp2l8-25deg-250rpm24/11/202208:29:18	
Time (seconds)	Raw Heat Rate (uJ / s)
7257	-91,85854063
7258	-91,85921116
7259	-91,8594134
7260	-91,85924994
7261	-91,85877476
7262	-91,85793355
7263	-91,85673662
7264	-91,85534039
7265	-91,85375877
7266	-91,85198725
7267	-91,85009563
7268	-91,84813444
7269	-91,84615598
7270	-91,84422615
7271	-91,84235675
7272	-91,84053884
7273	-91,83879389
7274	-91,83720097
7275	-91,83566328
7276	-91,83404587
7277	-91,83237493
7278	-91,8306322
7279	-91,82875616
7280	-91,82677425
7281	-91,82471002
7282	-91,82253484
7283	-91,82018934
7284	-91,81760205
7285	-91,81472808
7286	-91,81161548
7287	-91,80838742
7288	-91,80516625
7289	-91,80207162
7290	-91,79926353
7291	-91,79685561
7292	-91,79491346
7293	-91,79351298
7294	-91,79267135
7295	-91,79237042
7296	-91,79262852
7297	-91,79336681
7298	-91,7944903
7299	-91,79598762
7300	-91,79785375
7301	-91,80009283
7302	-91,8026717
7303	-91,80550824
7304	-91,80851701
7305	-91,81164114
7306	-91,81485349
7307	-91,81801227
7308	-91,82099624
7309	-91,82369885
7310	-91,8259354
7311	-91,82757035
7312	-91,8286336
7313	-91,82910698
7314	-91,82900567
7315	-91,82851472
7316	-91,82770611
7317	-91,82659272
7318	-91,82523189
7319	-91,8236426
7320	-91,82177417
7321	-91,81962776
7322	-91,81730495
7323	-91,81487043
7324	-91,81241055
7325	-91,81011846
7326	-91,80815037
7327	-91,80657233
7328	-91,80544195
7329	-91,80471814
7330	-91,80420976
7331	-91,80378364
7332	-91,80336112
7333	-91,80283982
7334	-91,80213286
7335	-91,80124829
7336	-91,80026505
7337	-91,79924069
7338	-91,79827048
7339	-91,79745876
7340	-91,79679897
7341	-91,79623803
7342	-91,79578612
7343	-91,79555019
7344	-91,79561031
7345	-91,79596228
7346	-91,7965657
7347	-91,79730096
7348	-91,79804463
7349	-91,79875751
7350	-91,79954454
7351	-91,80042401
7352	-91,80141334
7353	-91,80249903
7354	-91,80351976
7355	-91,80438416
7356	-91,80510032
7357	-91,80564552
7358	-91,8059524
7359	-91,8060209
7360	-91,80593929
7361	-91,80579783
7362	-91,80569339
7363	-91,80563567
7364	-91,80563329
7365	-91,80570075
7366	-91,80585518
7367	-91,80607856
7368	-91,80638286
7369	-91,80681608
7370	-91,80746756
7371	-91,80830858
7372	-91,80933277
7373	-91,81062753
7374	-91,81217965
7375	-91,81390249
7376	-91,81579935
7377	-91,8179514
7378	-91,82042896
7379	-91,82317772
7380	-91,82608362
7381	-91,82903292
7382	-91,83194276
7383	-91,83476924
7384	-91,83755883
7385	-91,84025537
7386	-91,84281705
7387	-91,84520123
7388	-91,84733356
7389	-91,84922626
7390	-91,85095609
7391	-91,85254176
7392	-91,85387137
7393	-91,85490598
7394	-91,85575101
7395	-91,8564356
7396	-91,85693125
7397	-91,85722954
7398	-91,85729321
7399	-91,85705351
7400	-91,85653914
7401	-91,85582185
7402	-91,85493401
7403	-91,85394227
7404	-91,85288163
7405	-91,85173222
7406	-91,85051288
7407	-91,84936604
7408	-91,84844907
7409	-91,84782493
7410	-91,8474765
7411	-91,84736153
7412	-91,8473768
7413	-91,84745022
7414	-91,84762776
7415	-91,84793162
7416	-91,84835414
7417	-91,84892523
7418	-91,8495757
7419	-91,85010885
7420	-91,8504254
7421	-91,85047462
7422	-91,85014589
7423	-91,84940216
7424	-91,84824226
7425	-91,84666326
7426	-91,84468172
7427	-91,84240702
7428	-91,83994437
7429	-91,83727455
7430	-91,83444742
7431	-91,83156771
7432	-91,82868502
7433	-91,82584486
7434	-91,82319082
7435	-91,82082493
7436	-91,81875952
7437	-91,81700682
7438	-91,81553349
7439	-91,81431708
7440	-91,81339157
7441	-91,81287292
7442	-91,81286612
7443	-91,81334681
7444	-91,81433239
7445	-91,81585189
7446	-91,81777226
7447	-91,81991524
7448	-91,82222352
7449	-91,82466282
7450	-91,82714865
7451	-91,82963445
7452	-91,83212607
7453	-91,83453525
7454	-91,83670485
7455	-91,83854153
7456	-91,83993131
7457	-91,84064857
7458	-91,84069848
7459	-91,84014858
7460	-91,83888596
7461	-91,83701087
7462	-91,83471858
7463	-91,83206707
7464	-91,82911838
7465	-91,8259784
7466	-91,82279031
7467	-91,81970243
7468	-91,81684154
7469	-91,81429643
7470	-91,81203529
7471	-91,81000248
7472	-91,80831276
7473	-91,80698413
7474	-91,80595983
7475	-91,80529073
7476	-91,80494107
7477	-91,80482613
7478	-91,80491813
7479	-91,80520712
7480	-91,8056491
7481	-91,80613989
7482	-91,80669339
7483	-91,80738613
7484	-91,80827205
7485	-91,80937383
7486	-91,81072335
7487	-91,81228399
7488	-91,81395179
7489	-91,81570339
7490	-91,81752102
7491	-91,81932727
7492	-91,82113779
7493	-91,823022
7494	-91,82501161
7495	-91,82709925
7496	-91,82932582
7497	-91,83150364
7498	-91,8334289
7499	-91,83513005
7500	-91,83675842
7501	-91,83834521
7502	-91,83985319
7503	-91,84134383
7504	-91,84284319
7505	-91,84434454
7506	-91,84586769
7507	-91,84734094
7508	-91,84870045
7509	-91,84996523
7510	-91,85127327
7511	-91,85262966
7512	-91,85408008
7513	-91,85566622
7514	-91,85729454
7515	-91,85887525
7516	-91,86049111
7517	-91,86225812
7518	-91,86421512
7519	-91,86633656
7520	-91,86856735
7521	-91,87090134
7522	-91,87333462
7523	-91,87587185
7524	-91,87848992
7525	-91,88108013
7526	-91,88359526
7527	-91,88600808
7528	-91,88825183
7529	-91,89034519
7530	-91,89234268
7531	-91,89422722
7532	-91,89596128
7533	-91,89754076
7534	-91,89894679
7535	-91,90012267
7536	-91,90101703
7537	-91,90171533
7538	-91,90225381
7539	-91,90266089
7540	-91,9030263
7541	-91,9033992
7542	-91,90380895
7543	-91,90438266
7544	-91,90515112
7545	-91,90600168
7546	-91,9067929
7547	-91,90746906
7548	-91,90799387
7549	-91,90841154
7550	-91,90888982
7551	-91,9095601
7552	-91,9103893
7553	-91,91133802
7554	-91,9124213
7555	-91,91356816
7556	-91,91467358
7557	-91,91568363
7558	-91,91654653
7559	-91,91718533
7560	-91,91756995
7561	-91,91773527
7562	-91,91774028
7563	-91,91759494
7564	-91,91721994
7565	-91,91657336
7566	-91,91563216
7567	-91,91436382
7568	-91,91273764
7569	-91,91064595
7570	-91,90800976
7571	-91,90491671
7572	-91,90147898
7573	-91,89775017
7574	-91,89380698
7575	-91,88978241
7576	-91,88570373
7577	-91,88152025
7578	-91,87722082
7579	-91,87292701
7580	-91,86868816
7581	-91,86457661
7582	-91,86074051
7583	-91,85722286
7584	-91,85414102
7585	-91,85160223
7586	-91,84956137
7587	-91,84796305
7588	-91,84684291
7589	-91,84615754
7590	-91,84578061
7591	-91,84570419
7592	-91,84598228
7593	-91,84664699
7594	-91,84768721
7595	-91,84902188
7596	-91,85047619
7597	-91,85196574
7598	-91,85352719
7599	-91,85509624
7600	-91,85662998
7601	-91,8581411
7602	-91,85963812
7603	-91,86110595
7604	-91,86253726
7605	-91,8639645
7606	-91,86539983
7607	-91,86678369
7608	-91,86807985
7609	-91,86921633
7610	-91,87016129
7611	-91,87098849
7612	-91,87175606
7613	-91,87246846
7614	-91,87310936
7615	-91,87371348
7616	-91,87432267
7617	-91,87494706
7618	-91,87555022
7619	-91,87613566
7620	-91,87667111
7621	-91,87707702
7622	-91,87738498
7623	-91,87768607
7624	-91,87805332
7625	-91,87857326
7626	-91,87927459
7627	-91,88005509
7628	-91,88082614
7629	-91,88157432
7630	-91,88223511
7631	-91,88272412
7632	-91,88299619
7633	-91,88305804
7634	-91,88291749
7635	-91,88263696
7636	-91,88240993
7637	-91,88228587
7638	-91,8821712
7639	-91,88203594
7640	-91,88188098
7641	-91,88168309
7642	-91,88142518
7643	-91,88111927
7644	-91,88074089
7645	-91,88024369
7646	-91,87969313
7647	-91,87915099
7648	-91,87858107
7649	-91,87796701
7650	-91,87729361
7651	-91,87650818
7652	-91,87568876
7653	-91,87491974
7654	-91,87415245
7655	-91,87332147
7656	-91,87241985
7657	-91,87150905
7658	-91,87058011
7659	-91,86963121
7660	-91,86868665
7661	-91,86775871
7662	-91,86682896
7663	-91,86588074
7664	-91,86492118
7665	-91,86398324
7666	-91,86306589
7667	-91,86212835
7668	-91,86113673
7669	-91,86005248
7670	-91,85893451
7671	-91,85783052
7672	-91,85670242
7673	-91,8556009
7674	-91,85462678
7675	-91,85383157
7676	-91,85315797
7677	-91,85258527
7678	-91,85216851
7679	-91,85193285
7680	-91,85188016
7681	-91,85202039
7682	-91,85234789
7683	-91,85284846
7684	-91,85352601
7685	-91,85432507
7686	-91,85518824
7687	-91,85609293
7688	-91,85702163
7689	-91,85789186
7690	-91,8586845
7691	-91,85945399
7692	-91,86020749
7693	-91,86092017
7694	-91,86164872
7695	-91,86247428
7696	-91,86334153
7697	-91,86411019
7698	-91,86479123
7699	-91,86546129
7700	-91,86610812
7701	-91,86672484
7702	-91,86735375
7703	-91,86801739
7704	-91,86879216
7705	-91,86970734
7706	-91,87069939
7707	-91,87174522
7708	-91,8728943
7709	-91,8741609
7710	-91,87546997
7711	-91,8769086
7712	-91,87860963
7713	-91,8804957
7714	-91,88247475
7715	-91,88459855
7716	-91,88689789
7717	-91,88933544
7718	-91,89182558
7719	-91,89423979
7720	-91,89649097
7721	-91,89862839
7722	-91,90070039
7723	-91,9026032
7724	-91,9042147
7725	-91,90553281
7726	-91,90643662
7727	-91,90676408
7728	-91,90651293
7729	-91,90577026
7730	-91,90448464
7731	-91,90270584
7732	-91,90055721
7733	-91,89818299
7734	-91,89572337
7735	-91,89322098
7736	-91,89061908
7737	-91,88784963
7738	-91,8849545
7739	-91,88201644
7740	-91,87901738
7741	-91,87605458
7742	-91,8733939
7743	-91,8712033
7744	-91,86944175
7745	-91,86813078
7746	-91,86728832
7747	-91,86686461
7748	-91,86674502
7749	-91,86690378
7750	-91,86736271
7751	-91,86813167
7752	-91,86928282
7753	-91,87081938
7754	-91,87261889
7755	-91,87464456
7756	-91,8768306
7757	-91,87898491
7758	-91,88095456
7759	-91,88276911
7760	-91,88446596
7761	-91,88593358
7762	-91,88709671
7763	-91,88797166
7764	-91,88853031
7765	-91,88880598
7766	-91,88884221
7767	-91,8885929
7768	-91,88805782
7769	-91,8873444
7770	-91,8865402
7771	-91,88569392
7772	-91,88488922
7773	-91,88424374
7774	-91,88379962
7775	-91,88360186
7776	-91,88373037
7777	-91,88420801
7778	-91,88496572
7779	-91,88584305
7780	-91,88675453
7781	-91,88767756
7782	-91,88860199
7783	-91,88959853
7784	-91,89072181
7785	-91,8919007
7786	-91,89309004
7787	-91,89425801
7788	-91,89527783
7789	-91,89607189
7790	-91,89658623
7791	-91,8967731
7792	-91,89654147
7793	-91,89589032
7794	-91,89492765
7795	-91,89371337
7796	-91,89232237
7797	-91,89086656
7798	-91,88936023
7799	-91,88776986
7800	-91,88612526
7801	-91,88444098
7802	-91,88274122
7803	-91,88116389
7804	-91,87976168
7805	-91,87848307
7806	-91,87726078
7807	-91,87615718
7808	-91,87525961
7809	-91,87460421
7810	-91,87418358
7811	-91,87395274
7812	-91,87378421
7813	-91,87360066
7814	-91,87340365
7815	-91,87323803
7816	-91,87311884
7817	-91,87304381
7818	-91,87288774
7819	-91,87253485
7820	-91,87198284
7821	-91,87133471
7822	-91,87063847
7823	-91,86992729
7824	-91,86929223
7825	-91,86877267
7826	-91,86838624
7827	-91,86812877
7828	-91,86793846
7829	-91,86772171
7830	-91,86744471
7831	-91,86712116
7832	-91,86670723
7833	-91,86630801
7834	-91,86608525
7835	-91,86607007
7836	-91,86618596
7837	-91,86640321
7838	-91,86673395
7839	-91,86713113
7840	-91,867587
7841	-91,86813664
7842	-91,86883384
7843	-91,86969265
7844	-91,87074165
7845	-91,8719509
7846	-91,87325173
7847	-91,87464439
7848	-91,87614409
7849	-91,8776771
7850	-91,87917077
7851	-91,88066553
7852	-91,88219447
7853	-91,88371144
7854	-91,88520609
7855	-91,88664192
7856	-91,88789403
7857	-91,88897567
7858	-91,89002858
7859	-91,89111278
7860	-91,89221317
7861	-91,89334622
7862	-91,8944894
7863	-91,89554546
7864	-91,89649149
7865	-91,89736628
7866	-91,8981054
7867	-91,89855387
7868	-91,89863072
7869	-91,89835914
7870	-91,89782923
7871	-91,89725518
7872	-91,89676521
7873	-91,89629838
7874	-91,89579701
7875	-91,89530992
7876	-91,89487683
7877	-91,89453354
7878	-91,89422531
7879	-91,8939085
7880	-91,89357972
7881	-91,89331734
7882	-91,89328652
7883	-91,89358055
7884	-91,89414893
7885	-91,89489722
7886	-91,8956328
7887	-91,89620937
7888	-91,89666167
7889	-91,8970622
7890	-91,89740458
7891	-91,89768131
7892	-91,8979016
7893	-91,89811468
7894	-91,89832062
7895	-91,89853646
7896	-91,8988141
7897	-91,89916529
7898	-91,89954323
7899	-91,89990684
7900	-91,90019926
7901	-91,9003831
7902	-91,90040377
7903	-91,9001572
7904	-91,89958712
7905	-91,89868442
7906	-91,89743237
7907	-91,89582057
7908	-91,89386901
7909	-91,89166593
7910	-91,8893005
7911	-91,88680824
7912	-91,88420695
7913	-91,88157663
7914	-91,87897073
7915	-91,87644179
7916	-91,87401587
7917	-91,87167923
7918	-91,86945266
7919	-91,86735554
7920	-91,8654535
7921	-91,86378055
7922	-91,86234389
7923	-91,8612092
7924	-91,86038007
7925	-91,85978155
7926	-91,85929752
7927	-91,85883065
7928	-91,85828507
7929	-91,85761466
7930	-91,85683418
7931	-91,85603936
7932	-91,8553788
7933	-91,85497849
7934	-91,85491335
7935	-91,85513713
7936	-91,85562242
7937	-91,85640588
7938	-91,8574094
7939	-91,85855062
7940	-91,85986929
7941	-91,86139641
7942	-91,86312358
7943	-91,86508787
7944	-91,86737469
7945	-91,86996183
7946	-91,87277996
7947	-91,87573251
7948	-91,87865306
7949	-91,88134411
7950	-91,88371134
7951	-91,88575742
7952	-91,88743468
7953	-91,88879454
7954	-91,88990533
7955	-91,89069481
7956	-91,89113869
7957	-91,89133376
7958	-91,89129346
7959	-91,89092279
7960	-91,89020094
7961	-91,88914909
7962	-91,88777562
7963	-91,8861663
7964	-91,88442222
7965	-91,88262832
7966	-91,8808039
7967	-91,87899716
7968	-91,87719276
7969	-91,87538226
7970	-91,87365627
7971	-91,87208077
7972	-91,87064261
7973	-91,86934751
7974	-91,86824311
7975	-91,86736266
7976	-91,86664562
7977	-91,86600595
7978	-91,86539316
7979	-91,86475638
7980	-91,86399299
7981	-91,86308444
7982	-91,8619611
7983	-91,86062564
7984	-91,85919354
7985	-91,85773581
7986	-91,85626919
7987	-91,85478373
7988	-91,85326967
7989	-91,85173122
7990	-91,85013485
7991	-91,84849625
7992	-91,84695864
7993	-91,8456175
7994	-91,84455352
7995	-91,84390725
7996	-91,84369201
7997	-91,84391756
7998	-91,84451323
7999	-91,84541432
8000	-91,84654501
8001	-91,84778748
8002	-91,84911085
8003	-91,85043434
8004	-91,8516551
8005	-91,85279199
8006	-91,85382731
8007	-91,85461969
8008	-91,85514659
8009	-91,85553535
8010	-91,85584083
8011	-91,85615863
8012	-91,85655701
8013	-91,8570938
8014	-91,85770645
8015	-91,85832027
8016	-91,85890321
8017	-91,85934465
8018	-91,85962727
8019	-91,85981028
8020	-91,85988444
8021	-91,85992435
8022	-91,86013423
8023	-91,86061043
8024	-91,86122943
8025	-91,86189827
8026	-91,86254196
8027	-91,86303632
8028	-91,86323638
8029	-91,86310198
8030	-91,86266271
8031	-91,86202328
8032	-91,86132158
8033	-91,86065744
8034	-91,86004358
8035	-91,85951465
8036	-91,85910427
8037	-91,85870798
8038	-91,85820076
8039	-91,85761144
8040	-91,85696424
8041	-91,85623912
8042	-91,85549808
8043	-91,85484894
8044	-91,85430645
8045	-91,85385745
8046	-91,85351781
8047	-91,85328896
8048	-91,85313656
8049	-91,85306886
8050	-91,85309285
8051	-91,8530961
8052	-91,85301839
8053	-91,8528574
8054	-91,8526356
8055	-91,85233888
8056	-91,85194279
8057	-91,85153229
8058	-91,85115563
8059	-91,8508097
8060	-91,85048729
8061	-91,85013426
8062	-91,84978704
8063	-91,84953352
8064	-91,84939038
8065	-91,84933624
8066	-91,84947047
8067	-91,84987758
8068	-91,85052784
8069	-91,85135963
8070	-91,85237196
8071	-91,85355691
8072	-91,85476142
8073	-91,8558825
8074	-91,85688291
8075	-91,85775541
8076	-91,8585119
8077	-91,85915351
8078	-91,85965601
8079	-91,85994177
8080	-91,85999044
8081	-91,85981246
8082	-91,85937284
8083	-91,85871081
8084	-91,85787989
8085	-91,85683917
8086	-91,85557556
8087	-91,85417998
8088	-91,85273629
8089	-91,8512905
8090	-91,84990182
8091	-91,8486203
8092	-91,84736208
8093	-91,84607411
8094	-91,8448435
8095	-91,84368413
8096	-91,84257222
8097	-91,8416027
8098	-91,84079684
8099	-91,84008023
8100	-91,83946238
8101	-91,83901493
8102	-91,83870792
8103	-91,83845508
8104	-91,83825115
8105	-91,83804614
8106	-91,83776345
8107	-91,83748812
8108	-91,83732981
8109	-91,83726408
8110	-91,83722813
8111	-91,83715393
8112	-91,83693468
8113	-91,83648028
8114	-91,83580788
8115	-91,83498286
8116	-91,83400825
8117	-91,83298925
8118	-91,83209365
8119	-91,83138869
8120	-91,83084545
8121	-91,83043571
8122	-91,83010192
8123	-91,82978384
8124	-91,82953756
8125	-91,82942101
8126	-91,8294325
8127	-91,82963302
8128	-91,83019571
8129	-91,83121938
8130	-91,8326858
8131	-91,83450932
8132	-91,83657535
8133	-91,83872365
8134	-91,84086963
8135	-91,84310163
8136	-91,84553745
8137	-91,84818028
8138	-91,8509823
8139	-91,85392218
8140	-91,8570112
8141	-91,86023099
8142	-91,86351198
8143	-91,86672006
8144	-91,86971288
8145	-91,8724492
8146	-91,8749827
8147	-91,87737947
8148	-91,87973247
8149	-91,88206118
8150	-91,8842299
8151	-91,88609474
8152	-91,88769184
8153	-91,8891248
8154	-91,89039707
8155	-91,89152476
8156	-91,89263656
8157	-91,89375659
8158	-91,89484399
8159	-91,89591037
8160	-91,89697485
8161	-91,89794383
8162	-91,89870916
8163	-91,89922769
8164	-91,8995144
8165	-91,89967051
8166	-91,89977134
8167	-91,89975181
8168	-91,89958167
8169	-91,8993588
8170	-91,89906878
8171	-91,89858909
8172	-91,8979492
8173	-91,89723944
8174	-91,89651318
8175	-91,89578512
8176	-91,89514926
8177	-91,89461606
8178	-91,89414892
8179	-91,89375043
8180	-91,89340429
8181	-91,89312883
8182	-91,89296654
8183	-91,89286113
8184	-91,89267695
8185	-91,89240726
8186	-91,89211804
8187	-91,8917582
8188	-91,8912257
8189	-91,89053777
8190	-91,88971446
8191	-91,88872565
8192	-91,88758894
8193	-91,88642679
8194	-91,88538476
8195	-91,88451576
8196	-91,8838408
8197	-91,88338582
8198	-91,88318063
8199	-91,88329597
8200	-91,88379031
8201	-91,88458799
8202	-91,88570794
8203	-91,88725315
8204	-91,88917242
8205	-91,89139183
8206	-91,89386833
8207	-91,89661332
8208	-91,89953669
8209	-91,90253345
8210	-91,90560037
8211	-91,90867039
8212	-91,91163754
8213	-91,91439709
8214	-91,91680884
8215	-91,91879132
8216	-91,92043307
8217	-91,92173803
8218	-91,92269717
8219	-91,92334353
8220	-91,92377755
8221	-91,92410091
8222	-91,9243465
8223	-91,92460992
8224	-91,92482592
8225	-91,92484171
8226	-91,92456623
8227	-91,923955
8228	-91,92306481
8229	-91,9219386
8230	-91,92066175
8231	-91,91933959
8232	-91,91808341
8233	-91,91691533
8234	-91,91579579
8235	-91,91460239
8236	-91,91320443
8237	-91,91152254
8238	-91,9094882
8239	-91,90701011
8240	-91,90415476
8241	-91,9010954
8242	-91,89794024
8243	-91,8947775
8244	-91,89175688
8245	-91,88891274
8246	-91,88615947
8247	-91,88337783
8248	-91,88054252
8249	-91,87766775
8250	-91,87476659
8251	-91,87185198
8252	-91,86894859
8253	-91,86606421
8254	-91,86328289
8255	-91,86066531
8256	-91,85822998
8257	-91,85600737
8258	-91,8539735
8259	-91,85203826
8260	-91,85012483
8261	-91,84827499
8262	-91,84657011
8263	-91,84503723
8264	-91,84373333
8265	-91,8427444
8266	-91,8420853
8267	-91,84171951
8268	-91,84167179
8269	-91,84204294
8270	-91,84286578
8271	-91,84406376
8272	-91,84555334
8273	-91,8472319
8274	-91,84901327
8275	-91,8508843
8276	-91,85279168
8277	-91,85466784
8278	-91,85638513
8279	-91,8578736
8280	-91,85910621
8281	-91,86021766
8282	-91,861332
8283	-91,86238813
8284	-91,86331269
8285	-91,86407336
8286	-91,86466433
8287	-91,86511671
8288	-91,86546134
8289	-91,8657747
8290	-91,866072
8291	-91,86638222
8292	-91,86680889
8293	-91,86744593
8294	-91,86827839
8295	-91,86924815
8296	-91,8702674
8297	-91,87124993
8298	-91,87224852
8299	-91,87336214
8300	-91,87457072
8301	-91,87583153
8302	-91,87715722
8303	-91,87854668
8304	-91,87987637
8305	-91,8810661
8306	-91,88210408
8307	-91,88295188
8308	-91,88364484
8309	-91,88427499
8310	-91,88491872
8311	-91,8855299
8312	-91,88610915
8313	-91,88665283
8314	-91,88705876
8315	-91,88727021
8316	-91,88732844
8317	-91,88720514
8318	-91,88691827
8319	-91,88661749
8320	-91,88641318
8321	-91,88621979
8322	-91,88596613
8323	-91,88566659
8324	-91,88532876
8325	-91,88491462
8326	-91,88447052
8327	-91,88407686
8328	-91,88369388
8329	-91,88326148
8330	-91,88277015
8331	-91,88213169
8332	-91,88132105
8333	-91,88041419
8334	-91,87946141
8335	-91,87846292
8336	-91,8775115
8337	-91,87663618
8338	-91,87572957
8339	-91,87463955
8340	-91,87340972
8341	-91,87210911
8342	-91,87073293
8343	-91,86932925
8344	-91,86801442
8345	-91,86681758
8346	-91,8657786
8347	-91,86491724
8348	-91,86416872
8349	-91,86343736
8350	-91,86265985
8351	-91,86181047
8352	-91,86085866
8353	-91,85982727
8354	-91,85879344
8355	-91,85771732
8356	-91,85653999
8357	-91,8552402
8358	-91,85377646
8359	-91,85213644
8360	-91,8504277
8361	-91,84874756
8362	-91,84711312
8363	-91,84547546
8364	-91,84384714
8365	-91,84229754
8366	-91,84085682
8367	-91,83956962
8368	-91,83846643
8369	-91,83750404
8370	-91,83661538
8371	-91,83575033
8372	-91,83482223
8373	-91,83381158
8374	-91,83276296
8375	-91,8316648
8376	-91,83047261
8377	-91,8292241
8378	-91,82800491
8379	-91,82678198
8380	-91,82553748
8381	-91,82426918
8382	-91,82294375
8383	-91,82155869
8384	-91,82014152
8385	-91,81874474
8386	-91,81739834
8387	-91,81620545
8388	-91,81530277
8389	-91,81460623
8390	-91,81400711
8391	-91,81359567
8392	-91,81335691
8393	-91,81317156
8394	-91,81302679
8395	-91,81292135
8396	-91,81280619
8397	-91,81273222
8398	-91,81274594
8399	-91,81285722
8400	-91,81303918
8401	-91,81332531
8402	-91,81374307
8403	-91,8141457
8404	-91,81447177
8405	-91,81476784
8406	-91,81493794
8407	-91,81498502
8408	-91,81507089
8409	-91,81530691
8410	-91,81568102
8411	-91,81614739
8412	-91,81662332
8413	-91,81702401
8414	-91,81730134
8415	-91,81750637
8416	-91,8176708
8417	-91,81776737
8418	-91,81785848
8419	-91,81802951
8420	-91,81824915
8421	-91,8185125
8422	-91,81882172
8423	-91,81907904
8424	-91,81919798
8425	-91,81915985
8426	-91,81897593
8427	-91,81866306
8428	-91,81828012
8429	-91,81791064
8430	-91,81761292
8431	-91,81735725
8432	-91,81711711
8433	-91,81690206
8434	-91,81669928
8435	-91,8165216
8436	-91,81634175
8437	-91,8161222
8438	-91,81591949
8439	-91,81584062
8440	-91,81594866
8441	-91,81623775
8442	-91,81667918
8443	-91,81727173
8444	-91,81799593
8445	-91,8188061
8446	-91,81969291
8447	-91,82063658
8448	-91,82164152
8449	-91,82276172
8450	-91,82399562
8451	-91,82538365
8452	-91,82695457
8453	-91,82867605
8454	-91,83042849
8455	-91,83216146
8456	-91,83388892
8457	-91,83562394
8458	-91,83732222
8459	-91,83900716
8460	-91,84069675
8461	-91,84239432
8462	-91,84413174
8463	-91,84589505
8464	-91,84760056
8465	-91,84921443
8466	-91,85073392
8467	-91,85213519
8468	-91,85336528
8469	-91,85448258
8470	-91,85554027
8471	-91,85659744
8472	-91,85772667
8473	-91,85892684
8474	-91,86015467
8475	-91,86139478
8476	-91,86266375
8477	-91,86385803
8478	-91,86486062
8479	-91,86572348
8480	-91,8665658
8481	-91,86737093
8482	-91,86808775
8483	-91,8687739
8484	-91,86945782
8485	-91,87010569
8486	-91,87070271
8487	-91,87126832
8488	-91,87184145
8489	-91,87239662
8490	-91,87283261
8491	-91,87309042
8492	-91,87321832
8493	-91,87329629
8494	-91,87333144
8495	-91,87326342
8496	-91,87313602
8497	-91,87306546
8498	-91,87304958
8499	-91,87298756
8500	-91,87283582
8501	-91,87263924
8502	-91,87237983
8503	-91,87207833
8504	-91,87181474
8505	-91,87160007
8506	-91,87140237
8507	-91,87126409
8508	-91,871234
8509	-91,87125417
8510	-91,87131646
8511	-91,87140866
8512	-91,87147437
8513	-91,87150661
8514	-91,87160168
8515	-91,8718616
8516	-91,87226525
8517	-91,87276588
8518	-91,8733132
8519	-91,87379904
8520	-91,87421266
8521	-91,87466251
8522	-91,87519048
8523	-91,87580996
8524	-91,87654058
8525	-91,87737511
8526	-91,87828352
8527	-91,87925713
8528	-91,88031327
8529	-91,88142342
8530	-91,88249217
8531	-91,88346345
8532	-91,88432779
8533	-91,88503793
8534	-91,88558908
8535	-91,88599381
8536	-91,88620266
8537	-91,88618314
8538	-91,88590883
8539	-91,88542574
8540	-91,88473676
8541	-91,88390776
8542	-91,88305124
8543	-91,88218553
8544	-91,88126869
8545	-91,88032463
8546	-91,87936742
8547	-91,87837959
8548	-91,87743511
8549	-91,87663715
8550	-91,87601764
8551	-91,87555048
8552	-91,87521313
8553	-91,87493316
8554	-91,87464552
8555	-91,87442497
8556	-91,87431502
8557	-91,87428786
8558	-91,87439105
8559	-91,87468592
8560	-91,87514567
8561	-91,87563718
8562	-91,87609287
8563	-91,87646415
8564	-91,87666688
8565	-91,87673752
8566	-91,87680905
8567	-91,87695109
8568	-91,87720368
8569	-91,87760162
8570	-91,87804567
8571	-91,87844188
8572	-91,87876053
8573	-91,87896675
8574	-91,87900624
8575	-91,87886823
8576	-91,87874751
8577	-91,87873261
8578	-91,87882799
8579	-91,8790793
8580	-91,87941438
8581	-91,87966349
8582	-91,87982407
8583	-91,87994001
8584	-91,8799335
8585	-91,87985068
8586	-91,87978617
8587	-91,8798005
8588	-91,87988811
8589	-91,88007559
8590	-91,88034919
8591	-91,88052151
8592	-91,88049094
8593	-91,88027631
8594	-91,87988181
8595	-91,87942721
8596	-91,87905971
8597	-91,87869629
8598	-91,87824887
8599	-91,87784715
8600	-91,87758098
8601	-91,87732674
8602	-91,87692495
8603	-91,87628279
8604	-91,87530959
8605	-91,87398635
8606	-91,87247296
8607	-91,87096918
8608	-91,86952301
8609	-91,86812697
8610	-91,86669756
8611	-91,86512482
8612	-91,8634645
8613	-91,86184131
8614	-91,86026927
8615	-91,85863166
8616	-91,85698855
8617	-91,85548491
8618	-91,85414292
8619	-91,85299941
8620	-91,85214159
8621	-91,8514904
8622	-91,85086193
8623	-91,85023178
8624	-91,84970427
8625	-91,84941081
8626	-91,84943152
8627	-91,84974564
8628	-91,85029073
8629	-91,85092876
8630	-91,85172527
8631	-91,85270423
8632	-91,85375405
8633	-91,85487504
8634	-91,85609933
8635	-91,85736172
8636	-91,85868001
8637	-91,86015426
8638	-91,86177477
8639	-91,86342807
8640	-91,86501621
8641	-91,86655365
8642	-91,86811496
8643	-91,86969662
8644	-91,87136913
8645	-91,87302336
8646	-91,87456242
8647	-91,87597706
8648	-91,8773328
8649	-91,8786886
8650	-91,88010005
