1ptspool-77um-stp2l8-25deg-250rpm24/11/202208:29:18	
Time (seconds)	Raw Heat Rate (uJ / s)
12248	-91,64657863
12249	-91,64674109
12250	-91,64695512
12251	-91,64729774
12252	-91,64779948
12253	-91,64844308
12254	-91,64923965
12255	-91,65019523
12256	-91,65127907
12257	-91,65256607
12258	-91,6540579
12259	-91,65571571
12260	-91,65755229
12261	-91,65957039
12262	-91,6616436
12263	-91,66373324
12264	-91,66591257
12265	-91,66816696
12266	-91,67042167
12267	-91,67264659
12268	-91,67481556
12269	-91,67688541
12270	-91,6788247
12271	-91,68063295
12272	-91,68227786
12273	-91,68383125
12274	-91,68546546
12275	-91,68721423
12276	-91,68902367
12277	-91,69091003
12278	-91,69284973
12279	-91,6947814
12280	-91,69665554
12281	-91,69844017
12282	-91,70008418
12283	-91,70157826
12284	-91,70295135
12285	-91,70423628
12286	-91,70545796
12287	-91,70664367
12288	-91,70771891
12289	-91,70858825
12290	-91,70925706
12291	-91,70977641
12292	-91,71015122
12293	-91,71040482
12294	-91,71054357
12295	-91,71057247
12296	-91,71053062
12297	-91,71050251
12298	-91,7105799
12299	-91,71077317
12300	-91,71106263
12301	-91,71154817
12302	-91,71229992
12303	-91,71326151
12304	-91,71440919
12305	-91,71569621
12306	-91,71701674
12307	-91,71830425
12308	-91,71955603
12309	-91,72076826
12310	-91,72196003
12311	-91,72318177
12312	-91,72445016
12313	-91,72567501
12314	-91,72679072
12315	-91,72775861
12316	-91,72846159
12317	-91,72881021
12318	-91,72885606
12319	-91,72860751
12320	-91,72814333
12321	-91,72761083
12322	-91,72713418
12323	-91,72676974
12324	-91,72652251
12325	-91,72642867
12326	-91,72645417
12327	-91,72652857
12328	-91,72666625
12329	-91,72685106
12330	-91,72704426
12331	-91,72726499
12332	-91,72759681
12333	-91,72811802
12334	-91,72886518
12335	-91,72975909
12336	-91,73074664
12337	-91,73175209
12338	-91,73271832
12339	-91,73367941
12340	-91,73464259
12341	-91,73562778
12342	-91,73667873
12343	-91,7378543
12344	-91,739251
12345	-91,74089993
12346	-91,74275565
12347	-91,74471456
12348	-91,74672725
12349	-91,74886033
12350	-91,75118146
12351	-91,75358067
12352	-91,75604493
12353	-91,75863085
12354	-91,76130395
12355	-91,76400378
12356	-91,76670815
12357	-91,76936767
12358	-91,77197897
12359	-91,77457734
12360	-91,77720691
12361	-91,77986667
12362	-91,78261096
12363	-91,7854947
12364	-91,78833205
12365	-91,79103297
12366	-91,79375184
12367	-91,79651662
12368	-91,79925414
12369	-91,80191361
12370	-91,80449613
12371	-91,80702192
12372	-91,80955447
12373	-91,8120886
12374	-91,81450192
12375	-91,81673774
12376	-91,8188363
12377	-91,82077877
12378	-91,82244236
12379	-91,82385891
12380	-91,82500796
12381	-91,82580752
12382	-91,82629581
12383	-91,82655305
12384	-91,82670109
12385	-91,82677659
12386	-91,8266929
12387	-91,82640278
12388	-91,82584285
12389	-91,82507202
12390	-91,82416886
12391	-91,82313246
12392	-91,82192956
12393	-91,82057367
12394	-91,81911513
12395	-91,81761959
12396	-91,81610864
12397	-91,81458832
12398	-91,81305841
12399	-91,81151533
12400	-91,81002065
12401	-91,80873925
12402	-91,80767444
12403	-91,80685302
12404	-91,80625618
12405	-91,80578589
12406	-91,80541767
12407	-91,8051585
12408	-91,80505939
12409	-91,80508419
12410	-91,80523762
12411	-91,8055414
12412	-91,80599784
12413	-91,80660555
12414	-91,80730507
12415	-91,80799167
12416	-91,80856487
12417	-91,80904971
12418	-91,80946135
12419	-91,8097568
12420	-91,80993469
12421	-91,81005876
12422	-91,81020695
12423	-91,81036027
12424	-91,81056406
12425	-91,81084909
12426	-91,81121035
12427	-91,81160222
12428	-91,81198941
12429	-91,81239919
12430	-91,81290761
12431	-91,81358737
12432	-91,81443209
12433	-91,81540977
12434	-91,81649408
12435	-91,81766435
12436	-91,8188838
12437	-91,82014414
12438	-91,82156365
12439	-91,82320809
12440	-91,8249983
12441	-91,82686398
12442	-91,8287816
12443	-91,83074142
12444	-91,8328065
12445	-91,8350079
12446	-91,83732644
12447	-91,83972772
12448	-91,84217197
12449	-91,84464828
12450	-91,84717094
12451	-91,8497207
12452	-91,85228622
12453	-91,85473777
12454	-91,85697602
12455	-91,85907982
12456	-91,86114998
12457	-91,86322569
12458	-91,86529839
12459	-91,86729235
12460	-91,86913462
12461	-91,87076502
12462	-91,87227072
12463	-91,87380413
12464	-91,87551123
12465	-91,87740904
12466	-91,87944178
12467	-91,88148581
12468	-91,8835329
12469	-91,88569288
12470	-91,88791927
12471	-91,89013034
12472	-91,89232705
12473	-91,89450754
12474	-91,89662378
12475	-91,89864019
12476	-91,90053062
12477	-91,90220136
12478	-91,90352789
12479	-91,90448363
12480	-91,90514371
12481	-91,90560237
12482	-91,90601765
12483	-91,90643864
12484	-91,90677399
12485	-91,9070298
12486	-91,90720741
12487	-91,90726582
12488	-91,90716759
12489	-91,90692478
12490	-91,90659448
12491	-91,90626069
12492	-91,90597356
12493	-91,90570432
12494	-91,90534352
12495	-91,90481039
12496	-91,90415795
12497	-91,90337265
12498	-91,9024238
12499	-91,90135897
12500	-91,90020327
12501	-91,8989529
12502	-91,89762515
12503	-91,89630227
12504	-91,89507261
12505	-91,89399937
12506	-91,89308225
12507	-91,89228221
12508	-91,89156821
12509	-91,8909661
12510	-91,89053147
12511	-91,89019402
12512	-91,88988832
12513	-91,88962622
12514	-91,88939
12515	-91,88915712
12516	-91,88892971
12517	-91,88875045
12518	-91,88858342
12519	-91,88834442
12520	-91,88797737
12521	-91,88743567
12522	-91,88672469
12523	-91,88587608
12524	-91,88489019
12525	-91,88379534
12526	-91,88262249
12527	-91,88142074
12528	-91,88016726
12529	-91,87878535
12530	-91,87727881
12531	-91,87575579
12532	-91,87419513
12533	-91,87258809
12534	-91,87095741
12535	-91,86929227
12536	-91,86763515
12537	-91,86607443
12538	-91,86460153
12539	-91,86314729
12540	-91,86165232
12541	-91,8600994
12542	-91,85842746
12543	-91,85661883
12544	-91,85472895
12545	-91,85275905
12546	-91,85075679
12547	-91,84881712
12548	-91,84694673
12549	-91,84508733
12550	-91,84319371
12551	-91,84122067
12552	-91,83904297
12553	-91,83664622
12554	-91,83409155
12555	-91,83142541
12556	-91,82869622
12557	-91,82607355
12558	-91,82366817
12559	-91,82152955
12560	-91,81968352
12561	-91,81800036
12562	-91,81638717
12563	-91,81480032
12564	-91,81325441
12565	-91,81178183
12566	-91,81037096
12567	-91,80904841
12568	-91,80787566
12569	-91,80685686
12570	-91,80597147
12571	-91,80519238
12572	-91,80444476
12573	-91,80368498
12574	-91,80290342
12575	-91,80210788
12576	-91,80128619
12577	-91,80040581
12578	-91,79950744
12579	-91,79854791
12580	-91,79748504
12581	-91,79641773
12582	-91,7954798
12583	-91,79473222
12584	-91,79424831
12585	-91,79403253
12586	-91,79403684
12587	-91,79417736
12588	-91,7943974
12589	-91,79462165
12590	-91,79477689
12591	-91,7948887
12592	-91,79506653
12593	-91,79536927
12594	-91,79590215
12595	-91,79673753
12596	-91,79778714
12597	-91,79892316
12598	-91,80010172
12599	-91,80130256
12600	-91,80250499
12601	-91,80372906
12602	-91,80505111
12603	-91,80647741
12604	-91,80795644
12605	-91,80950376
12606	-91,81107935
12607	-91,81259869
12608	-91,8140867
12609	-91,81550133
12610	-91,81593727
12611	-91,81336968
12612	-91,80469441
12613	-91,78403566
12614	-91,74341624
12615	-91,67500905
12616	-91,56827409
12617	-91,40641199
12618	-91,17862477
12619	-90,88511015
12620	-90,51754218
12621	-90,07812077
12622	-89,57834589
12623	-89,01938592
12624	-88,40879792
12625	-87,75884264
12626	-87,07432771
12627	-86,36438756
12628	-85,64264468
12629	-84,91977642
12630	-84,20838226
12631	-83,52449673
12632	-82,88800607
12633	-82,31366913
12634	-81,80499615
12635	-81,37368446
12636	-81,02064229
12637	-80,73629452
12638	-80,52266007
12639	-80,37441875
12640	-80,28073804
12641	-80,24189262
12642	-80,25323239
12643	-80,3064149
12644	-80,39954646
12645	-80,52854303
12646	-80,69052398
12647	-80,88279042
12648	-81,09956575
12649	-81,33735284
12650	-81,59492057
12651	-81,8690039
12652	-82,15537068
12653	-82,45059605
12654	-82,7542027
12655	-83,06519875
12656	-83,37804626
12657	-83,6908683
12658	-84,00550413
12659	-84,32053826
12660	-84,63300841
12661	-84,94131532
12662	-85,24421954
12663	-85,54132573
12664	-85,83332075
12665	-86,11738072
12666	-86,39176414
12667	-86,65828554
12668	-86,91773548
12669	-87,16768704
12670	-87,40786228
12671	-87,64011172
12672	-87,86337034
12673	-88,07589669
12674	-88,27866303
12675	-88,47336884
12676	-88,65766549
12677	-88,83262282
12678	-88,99993412
12679	-89,15761596
12680	-89,30658067
12681	-89,44839605
12682	-89,58261714
12683	-89,70878792
12684	-89,82731349
12685	-89,93811127
12686	-90,04148262
12687	-90,13909872
12688	-90,23125229
12689	-90,316992
12690	-90,39671417
12691	-90,47190987
12692	-90,54210137
12693	-90,60740267
12694	-90,66912943
12695	-90,72687685
12696	-90,78057029
12697	-90,83115384
12698	-90,87830377
12699	-90,92197675
12700	-90,96298015
12701	-91,00160414
12702	-91,03753869
12703	-91,07102922
12704	-91,10262018
12705	-91,13235401
12706	-91,16015716
12707	-91,18624126
12708	-91,21091963
12709	-91,23397316
12710	-91,2555405
12711	-91,27595661
12712	-91,29511012
12713	-91,31305796
12714	-91,33005649
12715	-91,34617605
12716	-91,36149239
12717	-91,37626042
12718	-91,39040623
12719	-91,40385967
12720	-91,41676805
12721	-91,42906935
12722	-91,44075687
12723	-91,45185157
12724	-91,46245111
12725	-91,47255035
12726	-91,48216153
12727	-91,4913115
12728	-91,50009033
12729	-91,50861164
12730	-91,51682193
12731	-91,52475577
12732	-91,53239041
12733	-91,53979833
12734	-91,54705062
12735	-91,554062
12736	-91,56075728
12737	-91,56709774
12738	-91,57312586
12739	-91,57877352
12740	-91,58411537
12741	-91,58930924
12742	-91,59450609
12743	-91,59976514
12744	-91,60505728
12745	-91,61036451
12746	-91,6156344
12747	-91,62084423
12748	-91,62589279
12749	-91,63073528
12750	-91,6354279
12751	-91,64007862
12752	-91,64483526
12753	-91,64974384
12754	-91,65484999
12755	-91,66013934
12756	-91,66550745
12757	-91,67082777
12758	-91,67601921
12759	-91,68112327
12760	-91,68620973
12761	-91,69131556
12762	-91,69644657
12763	-91,70156694
12764	-91,7065883
12765	-91,71150862
12766	-91,71626462
12767	-91,72073629
12768	-91,72494409
12769	-91,72889249
12770	-91,73260772
12771	-91,73612349
12772	-91,73948637
12773	-91,74267016
12774	-91,74555964
12775	-91,74801633
12776	-91,74992458
12777	-91,75124917
12778	-91,75209817
12779	-91,75268549
12780	-91,75310497
12781	-91,75333655
12782	-91,75339858
12783	-91,75329088
12784	-91,7529385
12785	-91,75225076
12786	-91,75122931
12787	-91,74993141
12788	-91,74847986
12789	-91,74701802
12790	-91,74561908
12791	-91,74427874
12792	-91,74298355
12793	-91,741696
12794	-91,74037823
12795	-91,73897785
12796	-91,73755604
12797	-91,73607143
12798	-91,73441321
12799	-91,73266117
12800	-91,73093855
12801	-91,729295
12802	-91,72769981
12803	-91,72615861
12804	-91,72465933
12805	-91,72317845
12806	-91,72172939
12807	-91,72034447
12808	-91,71908674
12809	-91,71799289
12810	-91,71709592
12811	-91,71632113
12812	-91,71563068
12813	-91,71509746
12814	-91,71477352
12815	-91,71467936
12816	-91,71477846
12817	-91,71504729
12818	-91,71543219
12819	-91,71583935
12820	-91,71624042
12821	-91,71665292
12822	-91,71705977
12823	-91,71741248
12824	-91,7176417
12825	-91,7176668
12826	-91,71758633
12827	-91,71761496
12828	-91,71787203
12829	-91,71831716
12830	-91,71892319
12831	-91,71968049
12832	-91,72059782
12833	-91,7215748
12834	-91,72256824
12835	-91,72359045
12836	-91,72458421
12837	-91,72559669
12838	-91,72671422
12839	-91,72803395
12840	-91,72961694
12841	-91,73136179
12842	-91,73314875
12843	-91,73496433
12844	-91,73685334
12845	-91,73886552
12846	-91,74096832
12847	-91,74308817
12848	-91,74526017
12849	-91,74747343
12850	-91,74970177
12851	-91,75206241
12852	-91,75457673
12853	-91,75717079
12854	-91,7597745
12855	-91,76238804
12856	-91,76499314
12857	-91,7675379
12858	-91,76991541
12859	-91,77205455
12860	-91,77386441
12861	-91,77542625
12862	-91,776866
12863	-91,77823939
12864	-91,77958603
12865	-91,78091221
12866	-91,78218185
12867	-91,78337901
12868	-91,78450592
12869	-91,78552557
12870	-91,78637889
12871	-91,7870796
12872	-91,78762798
12873	-91,78800896
12874	-91,7882577
12875	-91,78841159
12876	-91,78844593
12877	-91,78831031
12878	-91,7879989
12879	-91,78753084
12880	-91,78689551
12881	-91,78605159
12882	-91,78497601
12883	-91,78366549
12884	-91,78210615
12885	-91,78034885
12886	-91,77844917
12887	-91,77639482
12888	-91,77428501
12889	-91,77220544
12890	-91,77018041
12891	-91,76822975
12892	-91,76636262
12893	-91,76454111
12894	-91,76271168
12895	-91,76099215
12896	-91,75958391
12897	-91,75852892
12898	-91,7577526
12899	-91,75727197
12900	-91,75703278
12901	-91,75700057
12902	-91,75725245
12903	-91,75770783
12904	-91,75821291
12905	-91,75866716
12906	-91,75906835
12907	-91,75946219
12908	-91,7599224
12909	-91,76056239
12910	-91,76134087
12911	-91,76213154
12912	-91,76285257
12913	-91,76349528
12914	-91,76395872
12915	-91,76420637
12916	-91,76430341
12917	-91,76425261
12918	-91,76408226
12919	-91,76389843
12920	-91,76379295
12921	-91,76375505
12922	-91,76381296
12923	-91,76399053
12924	-91,76417995
12925	-91,76427113
12926	-91,76418441
12927	-91,76388998
12928	-91,76341804
12929	-91,76286642
12930	-91,76234483
12931	-91,76180212
12932	-91,76121356
12933	-91,76058438
12934	-91,75983811
12935	-91,75892696
12936	-91,75778282
12937	-91,75627073
12938	-91,75432955
12939	-91,75205194
12940	-91,74953315
12941	-91,74679557
12942	-91,74391038
12943	-91,74092409
12944	-91,73785428
12945	-91,73464624
12946	-91,73131466
12947	-91,72791667
12948	-91,72445506
12949	-91,72091613
12950	-91,71731093
12951	-91,71369407
12952	-91,71007139
12953	-91,70645237
12954	-91,70287865
12955	-91,69933889
12956	-91,69585511
12957	-91,6924528
12958	-91,68920124
12959	-91,68617306
12960	-91,68342709
12961	-91,6809488
12962	-91,67863954
12963	-91,67648918
12964	-91,67455212
12965	-91,67285241
12966	-91,67143012
12967	-91,67040721
12968	-91,66982922
12969	-91,66962447
12970	-91,66978015
12971	-91,67032781
12972	-91,67125595
12973	-91,67247492
12974	-91,67392717
12975	-91,67556225
12976	-91,67749032
12977	-91,67986184
12978	-91,68264069
12979	-91,68566457
12980	-91,68880023
12981	-91,69204576
12982	-91,69533935
12983	-91,69862556
12984	-91,70192386
12985	-91,70522877
12986	-91,70850842
12987	-91,71178939
12988	-91,71507959
12989	-91,71829643
12990	-91,72143156
12991	-91,72446269
12992	-91,72728547
12993	-91,72995027
12994	-91,73260718
12995	-91,73533671
12996	-91,73805729
12997	-91,7406948
12998	-91,74323702
12999	-91,74568566
13000	-91,74807295
13001	-91,75042166
13002	-91,75265711
13003	-91,75473833
13004	-91,75676555
13005	-91,7588312
13006	-91,76081073
13007	-91,76260618
13008	-91,76418952
13009	-91,76554675
13010	-91,7667364
13011	-91,76781774
13012	-91,76886174
13013	-91,76981019
13014	-91,77065474
13015	-91,77142877
13016	-91,77208752
13017	-91,77263463
13018	-91,77316185
13019	-91,77365676
13020	-91,77402667
13021	-91,77432871
13022	-91,77474204
13023	-91,7753472
13024	-91,77618028
13025	-91,77718843
13026	-91,77829752
13027	-91,77940734
13028	-91,78057197
13029	-91,7818801
13030	-91,78330261
13031	-91,78486059
13032	-91,7865689
13033	-91,78836934
13034	-91,79023413
13035	-91,79218395
13036	-91,79417237
13037	-91,79605077
13038	-91,79775534
13039	-91,79930739
13040	-91,80071434
13041	-91,80201939
13042	-91,80332206
13043	-91,80464333
13044	-91,80592252
13045	-91,80715531
13046	-91,80828911
13047	-91,80922212
13048	-91,80979065
13049	-91,8099804
13050	-91,80991025
13051	-91,80965633
13052	-91,80929871
13053	-91,80889168
13054	-91,80836738
13055	-91,80767467
13056	-91,80674534
13057	-91,80553275
13058	-91,80399297
13059	-91,80206532
13060	-91,79980149
13061	-91,79724901
13062	-91,79454317
13063	-91,79194381
13064	-91,78946333
13065	-91,78693795
13066	-91,78432887
13067	-91,78162944
13068	-91,77872385
13069	-91,77562961
13070	-91,77247384
13071	-91,76937454
13072	-91,76642461
13073	-91,76370731
13074	-91,7612218
13075	-91,75885813
13076	-91,75662615
13077	-91,75448513
13078	-91,75232165
13079	-91,75022257
13080	-91,74831927
13081	-91,74661201
13082	-91,74505098
13083	-91,7437001
13084	-91,74252989
13085	-91,74148197
13086	-91,74058342
13087	-91,73979433
13088	-91,73900571
13089	-91,73815141
13090	-91,73723065
13091	-91,73626977
13092	-91,73531316
13093	-91,73442265
13094	-91,73353677
13095	-91,73252614
13096	-91,73139347
13097	-91,73024346
13098	-91,72908296
13099	-91,72794511
13100	-91,7268748
13101	-91,72582393
13102	-91,72477977
13103	-91,72385357
13104	-91,72318722
13105	-91,72280719
13106	-91,72256658
13107	-91,72243399
13108	-91,72239088
13109	-91,72242059
13110	-91,72262167
13111	-91,72304858
13112	-91,72360732
13113	-91,72424927
13114	-91,72495977
13115	-91,72566525
13116	-91,7262995
13117	-91,72687593
13118	-91,72744215
13119	-91,72803014
13120	-91,72861935
13121	-91,7292891
13122	-91,7300699
13123	-91,73088663
13124	-91,73169068
13125	-91,7323642
13126	-91,73278958
13127	-91,73301341
13128	-91,73307466
13129	-91,7329497
13130	-91,73269416
13131	-91,73238855
13132	-91,73197106
13133	-91,73127537
13134	-91,73026101
13135	-91,7290576
13136	-91,72770267
13137	-91,7261834
13138	-91,72459719
13139	-91,72299973
13140	-91,72143373
13141	-91,71999765
13142	-91,71872089
13143	-91,71756107
13144	-91,71647147
13145	-91,71537306
13146	-91,71419114
13147	-91,71297454
13148	-91,71192216
13149	-91,71108677
13150	-91,71043107
13151	-91,71000208
13152	-91,7097091
13153	-91,70946419
13154	-91,70927372
13155	-91,70917015
13156	-91,70909818
13157	-91,70900376
13158	-91,70896872
13159	-91,7090798
13160	-91,70933267
13161	-91,70974294
13162	-91,71029955
13163	-91,71087534
13164	-91,71145962
13165	-91,71211454
13166	-91,71286268
13167	-91,71384083
13168	-91,71510191
13169	-91,71654597
13170	-91,71804658
13171	-91,71958866
13172	-91,72118025
13173	-91,72280682
13174	-91,72449638
13175	-91,72634979
13176	-91,72842338
13177	-91,73075784
13178	-91,73338461
13179	-91,73622623
13180	-91,73912478
13181	-91,74196432
13182	-91,7446693
13183	-91,74723688
13184	-91,74975127
13185	-91,75233493
13186	-91,75504493
13187	-91,75786543
13188	-91,76073761
13189	-91,76359964
13190	-91,76634713
13191	-91,76891178
13192	-91,77124044
13193	-91,7733257
13194	-91,77517671
13195	-91,7768373
13196	-91,77831318
13197	-91,77958627
13198	-91,78069583
13199	-91,78175959
13200	-91,78279852
13201	-91,78374276
13202	-91,7845818
13203	-91,78531146
13204	-91,78590962
13205	-91,78638026
13206	-91,7867449
13207	-91,78703033
13208	-91,7872272
13209	-91,78732497
13210	-91,78693455
13211	-91,78476947
13212	-91,77883285
13213	-91,76487198
13214	-91,73630558
13215	-91,68305822
13216	-91,5942148
13217	-91,46242263
13218	-91,27846088
13219	-91,03571931
13220	-90,72455893
13221	-90,34462447
13222	-89,90440042
13223	-89,40793163
13224	-88,85548233
13225	-88,25366035
13226	-87,61408076
13227	-86,94103765
13228	-86,24455443
13229	-85,53889107
13230	-84,8369325
13231	-84,15449183
13232	-83,50444141
13233	-82,89954577
13234	-82,34972497
13235	-81,86773139
13236	-81,45718269
13237	-81,11213904
13238	-80,83185427
13239	-80,61854833
13240	-80,46700559
13241	-80,37002593
13242	-80,32696696
13243	-80,33183376
13244	-80,37790241
13245	-80,46316023
13246	-80,58535251
13247	-80,73960911
13248	-80,9208368
13249	-81,12593058
13250	-81,35400575
13251	-81,60194227
13252	-81,86509833
13253	-82,14202857
13254	-82,42992234
13255	-82,72543302
13256	-83,02705737
13257	-83,33278779
13258	-83,64048604
13259	-83,95037233
13260	-84,26105673
13261	-84,56764894
13262	-84,87050006
13263	-85,17048989
13264	-85,46529713
13265	-85,7535155
13266	-86,03426331
13267	-86,30765766
13268	-86,57132781
13269	-86,8250819
13270	-87,07182347
13271	-87,30928907
13272	-87,53620335
13273	-87,75441699
13274	-87,9631434
13275	-88,16248374
13276	-88,35340074
13277	-88,53523507
13278	-88,70815864
13279	-88,87304955
13280	-89,02928159
13281	-89,17711578
13282	-89,31758606
13283	-89,45144243
13284	-89,57888508
13285	-89,69858294
13286	-89,8113702
13287	-89,91860364
13288	-90,02004547
13289	-90,1149246
13290	-90,20375124
13291	-90,28757128
13292	-90,36550361
13293	-90,43813458
13294	-90,50658101
13295	-90,5702755
13296	-90,62976789
13297	-90,68586162
13298	-90,7380427
13299	-90,78671184
13300	-90,83246632
13301	-90,87482371
13302	-90,91401088
13303	-90,95082202
13304	-90,98539544
13305	-91,01744471
13306	-91,04723061
13307	-91,0751684
13308	-91,10101398
13309	-91,12503102
13310	-91,14763583
13311	-91,16866474
13312	-91,18824546
13313	-91,20655464
13314	-91,22349096
13315	-91,23923125
13316	-91,25405551
13317	-91,26800653
13318	-91,28103714
13319	-91,29324707
13320	-91,3047583
13321	-91,31565066
13322	-91,32607497
13323	-91,33613902
13324	-91,34575819
13325	-91,35491702
13326	-91,36374412
13327	-91,37228112
13328	-91,38057628
13329	-91,38864121
13330	-91,39640491
13331	-91,40388212
13332	-91,41113947
13333	-91,41815602
13334	-91,42494446
13335	-91,43159432
13336	-91,438067
13337	-91,44441053
13338	-91,45069497
13339	-91,45681114
13340	-91,46269648
13341	-91,46840724
13342	-91,47399381
13343	-91,47947451
13344	-91,48487176
13345	-91,4902361
13346	-91,49560779
13347	-91,50089494
13348	-91,50595553
13349	-91,51078669
13350	-91,51543241
13351	-91,51992867
13352	-91,52430933
13353	-91,52858907
13354	-91,53282548
13355	-91,53707989
13356	-91,54126054
13357	-91,54522886
13358	-91,54896077
13359	-91,55248551
13360	-91,55588277
13361	-91,5591838
13362	-91,56240708
13363	-91,56561957
13364	-91,56880799
13365	-91,57186711
13366	-91,57470804
13367	-91,57729391
13368	-91,57958914
13369	-91,58161644
13370	-91,58344861
13371	-91,58512505
13372	-91,58666676
13373	-91,58812846
13374	-91,5894544
13375	-91,59058819
13376	-91,59151327
13377	-91,59228002
13378	-91,59290817
13379	-91,59340133
13380	-91,59385871
13381	-91,59432596
13382	-91,594777
13383	-91,595272
13384	-91,59581335
13385	-91,59631546
13386	-91,59672855
13387	-91,59710966
13388	-91,59747959
13389	-91,59780747
13390	-91,59807822
13391	-91,59827772
13392	-91,59840537
13393	-91,59852191
13394	-91,59869096
13395	-91,59890707
13396	-91,59917021
13397	-91,59946615
13398	-91,59975187
13399	-91,60001973
13400	-91,600301
13401	-91,60060666
13402	-91,60088152
13403	-91,60108382
13404	-91,60127226
13405	-91,60146698
13406	-91,60169192
13407	-91,60193443
13408	-91,60215367
13409	-91,602317
13410	-91,60248266
13411	-91,60269349
13412	-91,60292974
13413	-91,60317184
13414	-91,60340268
13415	-91,60360931
13416	-91,60378629
13417	-91,60393857
13418	-91,60406145
13419	-91,60415724
13420	-91,60424987
13421	-91,60435143
13422	-91,60447033
13423	-91,60463072
13424	-91,60484777
13425	-91,60502459
13426	-91,60504209
13427	-91,60489702
13428	-91,60463236
13429	-91,60426844
13430	-91,60383898
13431	-91,60346467
13432	-91,60321846
13433	-91,60312983
13434	-91,60315019
13435	-91,60323626
13436	-91,60336622
13437	-91,60357821
13438	-91,60390975
13439	-91,60432725
13440	-91,60485528
13441	-91,60561771
13442	-91,60663563
13443	-91,60792567
13444	-91,60953094
13445	-91,61135899
13446	-91,61322547
13447	-91,6150411
13448	-91,61686172
13449	-91,61879309
13450	-91,62093282
13451	-91,62326186
13452	-91,62569719
13453	-91,62814824
13454	-91,63063567
13455	-91,63322967
13456	-91,63587498
13457	-91,63858219
13458	-91,64132579
13459	-91,64401201
13460	-91,64670633
13461	-91,64951041
13462	-91,65245348
13463	-91,65544139
13464	-91,65833904
13465	-91,66104731
13466	-91,66358628
13467	-91,66597983
13468	-91,66828179
13469	-91,67051459
13470	-91,67261054
13471	-91,67458273
13472	-91,67642906
13473	-91,67820854
13474	-91,68000992
13475	-91,6818786
13476	-91,68380263
13477	-91,6857234
13478	-91,68759815
13479	-91,68946811
13480	-91,69133896
13481	-91,69317148
13482	-91,69502206
13483	-91,69692467
13484	-91,69884752
13485	-91,70074791
13486	-91,70260169
13487	-91,70443628
13488	-91,70621517
13489	-91,70789382
13490	-91,70936917
13491	-91,71062085
13492	-91,71173649
13493	-91,7127782
13494	-91,71370822
13495	-91,71452125
13496	-91,71528
13497	-91,71593123
13498	-91,7164411
13499	-91,71683545
13500	-91,71708234
13501	-91,71714098
13502	-91,71690681
13503	-91,7163393
13504	-91,71549632
13505	-91,71446423
13506	-91,71329027
13507	-91,71196697
13508	-91,71054629
13509	-91,70912944
13510	-91,70771704
13511	-91,70621489
13512	-91,7046248
13513	-91,7029401
13514	-91,7011065
13515	-91,69919192
13516	-91,69729822
13517	-91,69550882
13518	-91,69388881
13519	-91,69244468
13520	-91,69115216
13521	-91,68996054
13522	-91,68885745
13523	-91,68779476
13524	-91,68667485
13525	-91,68546539
13526	-91,68422536
13527	-91,68295782
13528	-91,68163257
13529	-91,68026858
13530	-91,67894072
13531	-91,67769567
13532	-91,67658785
13533	-91,67562847
13534	-91,67478149
13535	-91,67400153
13536	-91,67326968
13537	-91,67259593
13538	-91,67194917
13539	-91,67135289
13540	-91,6709185
13541	-91,67068694
13542	-91,67064609
13543	-91,67080892
13544	-91,67123052
13545	-91,67190382
13546	-91,67274068
13547	-91,67369107
13548	-91,67470063
13549	-91,67576071
13550	-91,67689856
13551	-91,67819729
13552	-91,67973721
13553	-91,68158664
13554	-91,6837425
13555	-91,68614851
13556	-91,68868844
13557	-91,69134007
13558	-91,69412439
13559	-91,69698791
13560	-91,69987874
13561	-91,70281255
13562	-91,70577332
13563	-91,70880417
13564	-91,71197612
13565	-91,71531
13566	-91,71868247
13567	-91,72195877
13568	-91,72507286
13569	-91,72804979
13570	-91,73086795
13571	-91,73357562
13572	-91,73614482
13573	-91,73856657
13574	-91,7409335
13575	-91,74324023
13576	-91,7454572
13577	-91,74758791
13578	-91,74955657
13579	-91,75124147
13580	-91,75258801
13581	-91,75369004
13582	-91,75463403
13583	-91,75547394
13584	-91,75620981
13585	-91,75684883
13586	-91,75734161
13587	-91,75769181
13588	-91,7579385
13589	-91,75803137
13590	-91,75794948
13591	-91,75777768
13592	-91,75758225
13593	-91,75741055
13594	-91,75735069
13595	-91,75743648
13596	-91,75759683
13597	-91,75769248
13598	-91,75765033
13599	-91,75745611
13600	-91,75712522
13601	-91,75673517
13602	-91,75640025
13603	-91,75609575
13604	-91,75579168
13605	-91,75558108
13606	-91,75542686
13607	-91,75520812
13608	-91,7548909
13609	-91,75445326
13610	-91,75388446
13611	-91,75320408
13612	-91,75245857
13613	-91,75159446
13614	-91,7506325
13615	-91,74959023
13616	-91,74856864
13617	-91,74757752
13618	-91,74660926
13619	-91,74570171
13620	-91,74479666
13621	-91,74383693
13622	-91,74286066
13623	-91,74185825
13624	-91,74079295
13625	-91,73970481
13626	-91,73860158
13627	-91,73752319
13628	-91,73657087
13629	-91,73576737
13630	-91,73511288
13631	-91,73451645
13632	-91,73396571
13633	-91,73349191
13634	-91,73304218
13635	-91,73256282
13636	-91,73214508
13637	-91,73183752
13638	-91,73166463
13639	-91,73162179
13640	-91,73164208
13641	-91,73170634
13642	-91,73186852
